LIFNR,BUKRS,AKONT,ZTERM,ZWELS,HBKID,SPERR,LOEVM
0000000535,1000,211000,Z060,U,ICIC,,
0000000536,2000,160100,Z090,U,SBI1,,
0000000536,1000,160000,Z090,T,BNP1,,
0000000537,3000,211000,0014,U,BNP1,,
0000000538,2000,211500,Z030,T,BARC,,
0000000539,2000,160000,Z030,C,HDFC,,
0000000540,1000,160200,0001,C,SBI1,,
0000000541,5000,160200,0090,U,BNP1,,
0000000542,3000,160000,0045,B,DB01,,
0000000542,1000,211000,0060,B,BNP1,,
0000000543,5000,160100,Z030,B,DB01,,
0000000543,1000,211000,0001,C,DB01,,
0000000544,1000,160200,0030,C,HDFC,,
0000000545,2000,211500,Z030,C,CITI,,
0000000545,1000,160000,Z060,U,BNP1,,
0000000546,2000,211500,0001,E,BARC,,
0000000547,2000,160000,0045,C,HDFC,,
0000000548,1000,211000,0060,T,CITI,,
0000000549,1000,211000,0090,T,ICIC,,
0000000550,1000,160000,0001,C,DB01,,
0000000551,3000,211500,0090,U,BNP1,,
0000000551,1000,211000,Z030,T,CITI,,
0000000552,2000,211500,0014,B,BARC,,
0000000552,1000,160100,0001,U,BNP1,,
0000000553,1000,211500,0060,C,ICIC,,
0000000554,2000,160100,0090,C,ICIC,,
0000000555,1000,160200,Z090,T,DB01,,
0000000556,2000,211000,0060,T,BNP1,,
0000000557,5000,160000,0060,T,BARC,,
0000000558,3000,160000,0060,B,HDFC,,
0000000558,1000,211000,0060,C,CITI,,
0000000559,2000,160000,0014,B,BNP1,,
0000000559,1000,160100,Z090,B,ICIC,,
0000000560,1000,160100,Z030,U,BARC,,
0000000561,1000,160100,0030,E,BARC,,
0000000562,3000,211500,0045,T,HDFC,,
0000000563,1000,160200,Z060,U,BARC,,
0000000564,5000,160000,0060,U,ICIC,,
0000000565,1000,160000,Z030,U,BARC,,
0000000566,4000,211000,0030,T,DB01,,
0000000567,3000,211500,0045,T,HDFC,,
0000000568,1000,211000,0090,T,BNP1,,
0000000569,1000,160200,Z090,B,HDFC,,
0000000570,2000,211000,0090,U,ICIC,,
0000000570,1000,160200,0090,U,DB01,,
0000000571,1000,211500,Z060,B,DB01,,
0000000572,3000,160000,0001,U,HDFC,,
0000000573,1000,160200,Z060,T,HDFC,,
0000000574,2000,160200,0030,U,BNP1,,
0000000574,1000,160200,Z030,B,SBI1,,
0000000575,3000,160100,0090,E,ICIC,,
0000000576,4000,211000,0090,U,SBI1,,
0000000577,1000,160000,Z090,U,BARC,,
0000000578,2000,160000,0001,B,HDFC,,
0000000579,1000,160000,Z060,B,BNP1,,
0000000580,2000,160200,Z030,C,BNP1,,
0000000581,1000,160100,0030,T,CITI,,
0000000582,1000,211000,0045,B,ICIC,,
0000000583,2000,160100,0030,C,SBI1,,
0000000583,1000,160000,0045,E,BNP1,,
0000000584,3000,160100,0060,E,HDFC,,
0000000585,1000,160000,0014,B,BNP1,,
0000000586,1000,160100,0030,T,SBI1,,
0000000587,1000,211000,0060,B,BARC,,
0000000588,1000,160200,0090,E,CITI,,
0000000589,3000,160100,Z090,T,BARC,,
0000000590,2000,160100,0030,T,CITI,,
0000000591,4000,211500,0060,T,ICIC,,
0000000591,1000,160200,0030,E,CITI,,
0000000592,1000,211000,0014,E,CITI,,
0000000593,1000,211000,0090,U,ICIC,,
0000000594,2000,160100,Z090,T,ICIC,,
0000000595,1000,160100,0045,E,HDFC,,
0000000596,1000,211500,0014,U,BNP1,,
0000000597,1000,160100,0045,T,ICIC,,
0000000598,2000,211500,Z060,C,BARC,,
0000000599,3000,211500,0045,T,ICIC,,
0000000600,2000,211500,Z090,U,BARC,,
0000000601,1000,211500,0014,T,DB01,,
0000000602,1000,160100,0090,U,BARC,,
0000000603,1000,160100,Z060,U,DB01,,
0000000604,2000,160200,Z030,C,SBI1,,
0000000605,1000,160100,Z060,E,DB01,,
0000000606,2000,160100,0045,B,ICIC,,
0000000606,1000,211500,Z030,E,DB01,,
0000000607,4000,160100,0045,E,DB01,,
0000000607,1000,160000,0060,T,CITI,,
0000000608,2000,160000,0030,U,SBI1,,
0000000609,1000,211500,Z090,C,BARC,,
0000000610,2000,160000,0090,B,BARC,,
0000000611,1000,160200,0001,E,DB01,,
0000000612,4000,160000,0030,C,BARC,,
0000000613,1000,211500,0014,T,CITI,,
0000000614,2000,211500,0060,T,BNP1,,
0000000615,2000,211000,0030,B,HDFC,,
0000000616,1000,211000,0030,T,CITI,,
0000000617,1000,160200,0045,C,ICIC,,
0000000618,1000,211000,0014,U,DB01,,
0000000619,3000,211000,0014,T,CITI,,
0000000620,1000,211500,0014,E,BNP1,,
0000000621,2000,211500,0030,E,DB01,,
0000000622,4000,160200,Z030,C,ICIC,,
0000000623,4000,211000,0001,E,BNP1,,
0000000624,1000,160100,Z090,U,DB01,,
0000000625,1000,160000,0014,E,BARC,,
0000000626,3000,160200,0001,E,CITI,,
0000000627,1000,211500,0001,C,BNP1,,
0000000628,3000,160000,0045,B,SBI1,,
0000000628,1000,160200,0014,U,ICIC,,
0000000629,1000,160100,0090,T,HDFC,,
0000000630,1000,211500,0090,B,SBI1,,
0000000631,3000,160200,0060,U,DB01,,
0000000632,3000,160200,0045,T,BARC,,
0000000633,2000,160100,0014,U,BNP1,,
0000000634,2000,211000,Z060,T,SBI1,,
0000000635,1000,160200,Z090,T,CITI,,
0000000636,2000,160200,0030,C,DB01,,
0000000636,1000,160200,Z030,U,BNP1,,
0000000637,2000,211000,0060,E,BNP1,,
0000000638,3000,160000,0014,B,SBI1,,
0000000639,1000,160200,Z030,C,HDFC,,
0000000640,1000,211000,0060,U,ICIC,,
0000000641,3000,160200,Z090,C,CITI,,
0000000642,4000,160000,Z060,B,BARC,,
0000000642,1000,211500,Z060,U,HDFC,,
0000000643,4000,160100,0060,U,SBI1,,
0000000644,2000,211000,0014,E,BNP1,,
0000000644,1000,211000,Z090,U,CITI,,
0000000645,1000,160000,0060,C,ICIC,,
0000000646,1000,160000,Z090,B,CITI,,
0000000647,2000,160000,Z090,T,BNP1,,
0000000648,4000,160200,0045,B,HDFC,,
0000000648,1000,160000,0090,C,SBI1,,
0000000649,3000,160000,Z030,B,BARC,,
0000000650,1000,160200,0045,U,SBI1,,
0000000651,3000,160200,Z060,E,ICIC,,
0000000652,1000,160000,0014,U,HDFC,,
0000000653,3000,211000,0001,U,HDFC,,
0000000654,3000,160000,0001,E,BNP1,,
0000000655,1000,160100,0060,T,DB01,,
0000000656,1000,160000,0014,B,BARC,,
0000000657,4000,160000,Z090,C,HDFC,,
0000000658,2000,211500,0014,B,DB01,,
0000000659,1000,160200,0001,U,HDFC,,
0000000660,5000,160100,0014,T,DB01,,
0000000661,2000,160100,Z030,E,CITI,,
0000000662,1000,160100,0090,T,BARC,,
0000000663,1000,160000,0014,C,BNP1,,
0000000664,2000,160000,Z090,U,SBI1,,
0000000665,2000,160100,0090,C,BARC,,
0000000665,1000,160000,0030,U,DB01,,
0000000666,2000,211000,0014,U,CITI,,
0000000667,4000,160200,0060,C,BARC,,
0000000668,1000,160200,Z090,T,SBI1,,
0000000669,1000,160000,Z090,E,ICIC,,
0000000670,2000,160000,0045,E,BNP1,,
0000000670,1000,160200,0045,C,BNP1,,
0000000671,2000,160200,Z060,B,BARC,,
0000000671,1000,160000,0060,U,SBI1,,
0000000672,2000,160100,0001,T,HDFC,,
0000000673,2000,160000,Z090,E,DB01,,
0000000674,2000,211500,0045,U,BNP1,,
0000000675,3000,211500,Z090,E,ICIC,,
0000000676,5000,211000,Z090,C,CITI,,
0000000677,2000,211000,0001,E,ICIC,,
0000000678,1000,211000,Z030,U,HDFC,,
0000000679,3000,211500,Z060,C,BARC,,
0000000679,1000,160000,0014,C,DB01,,
0000000680,2000,211000,0014,E,HDFC,,
0000000681,3000,211500,Z090,T,BARC,,
0000000682,1000,160000,0001,C,SBI1,,
0000000683,1000,160100,Z060,T,DB01,,
0000000684,1000,160200,Z090,C,CITI,,
0000000685,1000,211500,0060,U,BNP1,,
0000000686,1000,211000,0030,C,BNP1,,
0000000687,1000,160200,0001,B,DB01,,
0000000688,2000,211000,0014,T,CITI,,
0000000689,1000,160200,Z060,T,HDFC,,
0000000690,3000,211000,Z060,T,ICIC,,
0000000691,3000,211000,0014,U,DB01,,
0000000691,1000,160000,0045,U,HDFC,,
0000000692,1000,160200,0001,E,ICIC,,
0000000693,1000,160200,0014,U,BARC,,
0000000694,2000,211000,Z060,U,SBI1,,
0000000695,4000,211000,0001,T,SBI1,,
0000000696,1000,160200,0001,T,DB01,,
0000000697,1000,211000,0090,E,DB01,,
0000000698,4000,160000,Z060,T,DB01,,
0000000699,3000,160000,Z030,C,CITI,,
0000000700,1000,160000,Z090,C,SBI1,,
0000000701,3000,160000,0001,E,BNP1,,
0000000701,1000,211500,Z060,T,ICIC,,
0000000702,2000,160100,0001,T,BNP1,,
0000000703,3000,160100,0014,B,DB01,,
0000000703,1000,160100,Z090,T,HDFC,,
0000000704,1000,211500,0045,T,CITI,,
0000000705,1000,160200,Z090,E,BNP1,,
0000000706,3000,160100,Z060,E,HDFC,,
0000000707,1000,160100,0001,U,ICIC,,
0000000708,2000,160100,0045,T,DB01,,
0000000709,2000,160100,0001,C,CITI,,
0000000709,1000,160200,Z090,U,CITI,,
0000000710,1000,160000,0090,B,CITI,,
0000000711,1000,211500,Z030,T,HDFC,,
0000000712,1000,160000,0001,T,DB01,,
0000000713,1000,211500,0045,T,CITI,,
0000000714,5000,160200,0014,T,BNP1,,
0000000714,1000,160200,Z060,U,DB01,,
0000000715,3000,160000,0045,E,CITI,,
0000000716,3000,211500,Z060,E,SBI1,,
0000000717,2000,211500,0001,U,BNP1,,
0000000717,1000,160200,0045,E,BNP1,,
0000000718,1000,160200,0090,B,HDFC,,
0000000719,2000,160100,0045,U,BARC,,
0000000719,1000,160000,0090,T,DB01,,
0000000720,3000,160100,0045,B,ICIC,,
0000000721,1000,160200,0014,B,CITI,,
0000000722,5000,160200,Z060,T,ICIC,,
0000000722,1000,160000,0014,C,BARC,,
0000000723,1000,160000,Z090,U,BNP1,,
0000000724,3000,211000,0014,U,CITI,,
0000000725,4000,160100,0090,B,CITI,,
0000000726,1000,160100,0060,C,ICIC,,
0000000727,2000,211000,0060,E,ICIC,,
0000000728,1000,160200,Z030,T,HDFC,,
0000000729,2000,211500,Z060,E,SBI1,,
0000000730,1000,160200,0001,T,HDFC,,
0000000731,4000,160200,0060,B,DB01,,
0000000732,2000,160200,0001,T,DB01,,
0000000733,2000,160100,0014,T,DB01,,
0000000734,2000,160200,0014,T,ICIC,,
0000000735,3000,160100,0014,U,BARC,,
0000000736,5000,211500,Z030,C,HDFC,,
0000000736,1000,211000,0014,C,CITI,,
0000000737,1000,160000,0060,E,HDFC,,
0000000738,1000,160100,0090,B,BNP1,,
0000000739,2000,160000,0014,T,SBI1,,
0000000740,4000,160200,Z090,C,DB01,,
0000000741,3000,211500,0030,T,ICIC,,
0000000742,3000,211500,Z060,E,CITI,,
0000000742,1000,211000,0090,U,BNP1,,
0000000743,2000,211000,0090,T,BARC,,
0000000744,1000,211500,0090,U,CITI,,
0000000745,2000,211000,0045,U,HDFC,,
0000000746,3000,160000,0014,C,DB01,,
0000000747,2000,211000,Z030,T,HDFC,,
0000000748,2000,211500,0014,E,BARC,,
0000000749,1000,160100,0001,E,BNP1,,
0000000750,1000,211500,0090,U,SBI1,,
0000000751,3000,211500,0030,E,HDFC,,
0000000752,1000,160000,0030,C,BNP1,,
0000000753,5000,211500,Z060,U,BNP1,,
0000000754,1000,160100,0030,C,CITI,,
0000000755,1000,211500,0001,B,BARC,,
0000000756,1000,211500,0001,C,SBI1,,
0000000757,4000,211500,Z060,U,ICIC,,
0000000758,1000,160100,Z090,E,CITI,,
0000000759,1000,160000,0060,T,BNP1,,
0000000760,2000,160100,0090,E,BNP1,,
0000000760,1000,211000,0090,C,BARC,,
0000000761,2000,160000,Z060,C,HDFC,,
0000000762,2000,211000,0030,E,ICIC,,
0000000763,3000,160000,Z060,C,SBI1,,
0000000764,2000,211500,0001,U,CITI,,
0000000765,3000,160200,Z060,E,BARC,,
0000000766,2000,160200,0001,C,HDFC,,
0000000766,1000,160000,0001,C,CITI,,
0000000767,1000,160100,Z030,C,BARC,,
0000000768,2000,160200,0030,B,ICIC,,
0000000769,2000,160000,0014,E,DB01,,
0000000770,2000,160000,Z030,T,BARC,,
0000000771,3000,160200,0030,T,DB01,,
0000000772,2000,211500,0060,T,BNP1,,
0000000773,1000,160100,Z030,U,ICIC,,
0000000774,3000,160200,Z060,U,BARC,,
0000000775,2000,160200,0060,B,ICIC,,
0000000776,1000,160200,0045,U,SBI1,,
0000000777,3000,160200,0060,U,DB01,,
0000000777,1000,160000,0090,B,DB01,,
0000000778,2000,160100,0045,U,SBI1,,
0000000779,1000,211500,0001,C,CITI,,
0000000780,3000,160000,Z030,E,HDFC,,
0000000781,1000,160100,0014,T,CITI,,
0000000782,4000,160000,0030,E,BARC,,
0000000783,1000,160100,Z030,T,ICIC,,
0000000784,1000,211500,Z090,B,ICIC,,
0000000785,4000,211500,Z060,B,ICIC,,
0000000785,1000,160200,0045,U,BARC,,
0000000786,1000,160000,0001,T,BNP1,,
0000000787,1000,160100,0060,C,BARC,,
0000000788,1000,160100,0060,T,BARC,,
0000000789,1000,160200,0045,E,SBI1,,
0000000790,1000,160000,0030,T,CITI,,
0000000791,2000,160000,0001,C,HDFC,,
0000000791,1000,160200,0014,U,CITI,,
0000000792,3000,211000,0060,C,ICIC,,
0000000793,1000,160200,0001,C,BARC,,
0000000794,3000,211000,0090,U,SBI1,,
0000000795,1000,160100,0030,U,HDFC,,
0000000796,4000,160100,Z090,C,ICIC,,
0000000797,3000,211500,Z030,B,DB01,,
0000000798,4000,160200,0030,B,SBI1,,
0000000798,1000,211000,0090,C,BARC,,
0000000799,1000,160200,0045,C,CITI,,
0000000800,1000,211000,Z060,U,DB01,,
0000000801,1000,211000,0014,C,CITI,,
0000000802,2000,160100,Z030,C,DB01,,
0000000803,1000,160100,0014,T,HDFC,,
0000000804,4000,211500,Z030,U,HDFC,,
0000000804,1000,211000,Z090,E,HDFC,,
0000000805,2000,211500,0045,U,BARC,,
0000000806,2000,160200,0014,C,DB01,,
0000000807,2000,160200,Z060,C,SBI1,,
0000000807,1000,211500,0090,B,DB01,,
0000000808,2000,211000,Z090,B,BARC,,
0000000809,1000,211000,0060,B,BARC,,
0000000810,2000,160100,Z090,B,BNP1,,
0000000811,1000,160000,0090,T,CITI,,
0000000812,1000,160200,0090,E,CITI,,
0000000813,1000,160200,0014,U,SBI1,,
0000000814,1000,160000,0030,B,BARC,,
0000000815,3000,160100,0060,U,BNP1,,
0000000816,2000,160000,Z060,C,BNP1,,
0000000816,1000,160200,0030,C,DB01,,
0000000817,1000,211500,Z030,T,BNP1,,
0000000818,5000,211000,0090,C,HDFC,,
0000000819,1000,211500,Z030,U,ICIC,,
0000000820,2000,211000,Z090,C,CITI,,
0000000821,3000,160100,0090,T,BARC,,
0000000822,5000,160200,Z060,B,SBI1,,
0000000822,1000,160200,0090,U,SBI1,,
0000000823,1000,160200,0045,U,CITI,,
0000000824,2000,160100,0060,B,CITI,,
0000000825,2000,211000,Z060,U,BNP1,,
0000000825,1000,160100,0045,B,CITI,,
0000000826,1000,211000,Z090,T,BNP1,,
0000000827,3000,160000,Z030,U,BNP1,,
0000000828,2000,211500,Z060,C,BNP1,,
0000000829,2000,160100,0001,E,BARC,,
0000000830,2000,211000,0014,C,CITI,,
0000000831,2000,160100,Z030,B,ICIC,,
0000000832,1000,160100,0045,B,CITI,,
0000000833,3000,211500,0045,B,HDFC,,
0000000834,2000,160000,Z090,E,CITI,,
0000000834,1000,160100,Z060,U,ICIC,,
0000000835,1000,160200,0030,T,SBI1,,
0000000836,1000,211500,Z030,B,SBI1,,
0000000837,2000,160200,0030,B,CITI,,
0000000838,3000,211000,0014,C,CITI,,
0000000839,2000,211000,Z060,T,BARC,,
0000000839,1000,160000,Z030,C,BNP1,,
0000000840,4000,160200,0090,T,ICIC,,
0000000841,1000,211000,0014,E,ICIC,,
0000000842,1000,160200,0001,U,ICIC,,
0000000843,1000,211500,Z060,C,CITI,,
0000000844,4000,211000,0030,C,SBI1,,
0000000845,1000,160200,0090,C,ICIC,,
0000000846,1000,211000,0060,E,BARC,,
0000000847,5000,160100,0001,B,ICIC,,
0000000848,3000,160200,Z090,C,BARC,,
0000000849,3000,160200,0001,C,CITI,,
0000000850,2000,211500,0090,U,SBI1,,
0000000851,1000,211000,0014,E,ICIC,,
0000000852,1000,160000,0030,B,DB01,,
0000000853,2000,160200,Z060,E,ICIC,,
0000000854,2000,211000,0090,B,BNP1,,
0000000855,1000,160200,0030,U,ICIC,,
0000000856,1000,160200,0014,T,ICIC,,
0000000857,1000,160200,0030,T,BNP1,,
0000000858,3000,160100,Z030,T,CITI,,
0000000859,1000,160100,0060,B,SBI1,,
0000000860,4000,211000,0014,E,DB01,,
0000000861,4000,160000,0030,T,BNP1,,
0000000861,1000,211000,0060,T,DB01,,
0000000862,2000,211000,0045,T,DB01,,
0000000863,1000,211000,0045,B,ICIC,,
0000000864,1000,211000,Z060,B,SBI1,,
0000000865,3000,160000,Z060,E,CITI,,
0000000866,1000,160200,0090,E,CITI,,
0000000867,3000,160200,0090,C,CITI,,
0000000867,1000,160000,0014,U,SBI1,,
0000000868,3000,160200,Z090,T,DB01,,
0000000869,1000,160200,0045,U,SBI1,,
0000000870,2000,160100,0001,C,HDFC,,
0000000871,2000,211000,Z060,C,SBI1,,
0000000872,4000,211000,0045,B,BARC,,
0000000873,1000,160000,Z090,U,BNP1,,
0000000874,2000,211500,Z060,U,DB01,,
0000000875,1000,211000,0090,C,BNP1,,
0000000876,1000,211500,0045,B,DB01,,
0000000877,2000,160000,0030,T,ICIC,,
0000000878,2000,211000,Z090,U,BARC,,
0000000879,1000,211000,Z030,B,HDFC,,
0000000880,3000,160100,Z030,E,ICIC,,
0000000881,3000,211000,Z060,E,HDFC,,
0000000881,1000,211000,Z030,C,DB01,,
0000000882,3000,211000,Z030,C,HDFC,,
0000000883,4000,160200,Z090,B,BARC,,
0000000884,1000,211500,0090,T,BARC,,
0000000885,3000,160100,Z090,U,BNP1,,
0000000885,1000,211500,0014,B,DB01,,
0000000886,1000,211000,0001,T,BNP1,,
0000000887,5000,211500,Z030,T,BNP1,,
0000000888,2000,211500,Z030,T,CITI,,
0000000888,1000,160200,Z090,E,BARC,,
0000000889,4000,160000,0030,E,BNP1,,
0000000890,2000,160200,0045,B,BARC,,
0000000891,1000,160200,0090,B,BARC,,
0000000892,1000,160200,Z030,U,HDFC,,
0000000893,2000,211000,0045,U,CITI,,
0000000894,2000,160000,0045,U,SBI1,,
0000000895,1000,211500,Z090,B,SBI1,,
0000000896,4000,211500,0060,C,SBI1,,
0000000896,1000,160100,Z060,B,BARC,,
0000000897,1000,160100,Z090,C,SBI1,,
0000000898,2000,211000,0014,U,ICIC,,
0000000899,1000,211000,Z030,E,HDFC,,
0000000900,2000,160200,0045,B,BARC,,
0000000900,1000,211000,0090,B,SBI1,,
0000000901,1000,211000,Z090,U,DB01,,
0000000902,1000,211000,0060,U,HDFC,,
0000000903,1000,211500,0045,T,DB01,,
0000000904,1000,160100,0090,U,ICIC,,
0000000905,3000,160200,0014,U,CITI,,
0000000906,1000,211000,0030,C,ICIC,,
0000000907,1000,160200,0060,C,HDFC,,
0000000908,1000,160100,Z060,T,HDFC,,
0000000909,2000,160000,0060,B,BNP1,,
0000000910,5000,211000,0090,E,DB01,,
0000000911,1000,211000,0060,C,BNP1,,
0000000912,2000,211500,0060,U,ICIC,,
0000000913,2000,160000,Z090,T,SBI1,,
0000000914,1000,211000,0030,C,CITI,,
0000000915,3000,160000,0001,U,DB01,,
0000000916,1000,211500,0030,T,HDFC,,
0000000917,1000,160200,Z060,T,CITI,,
0000000918,5000,160200,Z090,U,ICIC,,
0000000919,5000,160100,0030,B,BNP1,,
0000000919,1000,160000,Z090,C,ICIC,,
0000000920,3000,160100,0045,C,ICIC,,
0000000920,1000,160000,0001,T,BARC,,
0000000921,2000,211000,0030,T,DB01,,
0000000922,2000,160200,0001,U,ICIC,,
0000000923,1000,160200,Z060,C,BNP1,,
0000000924,2000,160100,Z060,T,SBI1,,
0000000925,1000,160200,0090,E,ICIC,,
0000000926,3000,160100,Z090,C,ICIC,,
0000000927,4000,211500,0060,U,SBI1,,
0000000927,1000,160000,0090,B,ICIC,,
0000000928,1000,160000,0045,C,SBI1,,
0000000929,3000,160200,0090,B,DB01,,
0000000929,1000,160000,Z090,B,DB01,,
0000000930,5000,211000,Z060,E,DB01,,
0000000931,1000,160100,Z030,B,CITI,,
0000000932,4000,160000,Z060,E,BNP1,,
0000000933,1000,160200,0045,E,HDFC,,
0000000934,2000,160200,0030,B,CITI,,
0000000935,1000,160000,Z030,B,CITI,,
0000000936,1000,160200,0014,C,BARC,,
0000000937,1000,160200,Z090,C,CITI,,
0000000938,1000,211000,0045,T,BARC,,
0000000939,1000,211500,0045,U,BARC,,
0000000940,1000,160000,0014,C,ICIC,,
0000000941,2000,211500,0090,U,SBI1,,
0000000941,1000,211000,0001,U,CITI,,
0000000942,4000,211500,0030,T,SBI1,,
0000000942,1000,211500,0060,T,DB01,,
0000000943,1000,160200,0001,C,SBI1,,
0000000944,1000,160200,Z060,B,CITI,,
0000000945,2000,160000,0030,T,SBI1,,
0000000946,3000,160000,Z060,B,ICIC,,
0000000947,1000,160000,Z060,B,ICIC,,
0000000948,1000,211500,0060,T,SBI1,,
0000000949,1000,160200,0001,C,BNP1,,
0000000950,2000,211500,Z090,T,SBI1,,
0000000950,1000,160100,Z060,B,SBI1,,
0000000951,1000,211500,0014,C,BNP1,,
0000000952,1000,160200,Z030,T,CITI,,
0000000953,3000,160200,Z030,B,BNP1,,
0000000954,1000,160000,Z090,T,DB01,,
0000000955,3000,160100,0090,U,CITI,,
0000000956,2000,211500,Z030,B,BARC,,
0000000956,1000,211500,Z060,B,SBI1,,
0000000957,3000,160200,0090,E,BARC,,
0000000958,1000,160100,0090,E,BARC,,
0000000959,1000,211000,Z090,C,ICIC,,
0000000960,3000,211500,Z090,E,DB01,,
0000000960,1000,160200,0001,T,ICIC,,
0000000961,2000,211500,Z090,U,CITI,,
0000000962,1000,160100,Z030,U,SBI1,,
0000000963,2000,211000,0060,E,HDFC,,
0000000963,1000,211500,0045,B,CITI,,
0000000964,4000,211500,0060,E,SBI1,,
0000000995,5000,160000,Z060,E,CITI,,
0000000996,4000,211000,Z030,T,ICIC,,
0000000997,2000,211000,0090,E,HDFC,,
0000000997,1000,160100,Z090,B,SBI1,,
0000000998,3000,160000,0060,U,HDFC,,
0000000999,1000,160100,0045,E,BNP1,,
0000001000,1000,211000,0090,B,BNP1,,
0000000067,1000,211000,0001,B,DB01,,
0000000068,3000,160100,Z060,E,SBI1,,
0000000068,1000,211500,0090,C,BNP1,,
0000000069,5000,211000,0001,B,CITI,,
0000000070,1000,211000,0090,B,BNP1,,
0000000071,1000,211000,0090,C,BARC,,
0000000072,1000,211000,Z090,C,BARC,,
0000000073,5000,160000,Z060,B,DB01,,
0000000074,1000,160000,0060,B,DB01,,
0000000075,2000,160100,0060,C,ICIC,,
0000999001,1000,160000,0030,T,HDFC,,
0000999002,1000,160000,0030,T,HDFC,,
0000999003,1000,160000,0030,T,HDFC,,
0000999004,1000,160000,0030,T,HDFC,,
0000999005,1000,160000,0030,T,HDFC,,
0000999006,1000,160000,0030,T,HDFC,,
0000999007,1000,160000,0030,T,HDFC,,
0000999008,1000,160000,0030,T,HDFC,,
0000999009,1000,160000,0030,T,HDFC,,
0000999010,1000,160000,0030,T,HDFC,,
0000999011,1000,160000,0030,T,HDFC,,
0000999012,1000,160000,0030,T,HDFC,,
0000999013,1000,160000,0030,T,HDFC,,
0000999014,1000,160000,0030,T,HDFC,,
0000999015,1000,160000,0030,T,HDFC,,
