LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000244,ZCMP,Danfoss Power Solutions Hydraulics ,Job-Work Division,DANFOSSPO,336 Automotive Corridor Phase 2,Indianapolis,46201,,EN,+58-973-9163384,sales@danfoss.power.solutions.h.com,69-8292216,,,2024-02-02
0000000245,ZSUB,PPG Industrial Coatings & E-Coat 24,,PPGINDUST,32 Siemensstraße,Chennai,600001,,EN,+55-909-7420942,sales@ppg.industrial.coatings.a.com,33AAACTP1403E1Z8,,,2023-06-29
0000000246,ZMET,Kalyani Forgings & Metallurgy 246,,KALYANIFO,354 Parque Industrial Monterrey,Chennai,600001,,EN,+35-115-5660751,sales@kalyani.forgings.and.meta.com,27AAACTN1686D1Z9,,,2018-07-23
0000000247,ZELE,Phoenix Contact Terminal Blocks 247,,PHOENIXCO,425 Sanand Industrial Zone,Faridabad,121001,,EN,+11-570-5243252,sales@phoenix.contact.terminal..com,24AAACTN2875H1Z7,,,2021-01-20
0000000248,ZELE,Omron Industrial Automation Sensors,,OMRONINDU,152 Industrial Tooling Way,Indianapolis,46201,,EN,+34-136-8950797,sales@omron.industrial.automati.com,54-4465773,,,2021-09-19
0000000249,ZCMP,Bossard Industrial Fasteners & Bolt,Job-Work Division,BOSSARDIN,348 Gewerbepark West,Jamshedpur,831001,,EN,+13-174-5544937,sales@bossard.industrial.fasten.com,24AAACTZ6404S1Z8,,,2022-09-03
0000000250,ZELE,ABB Motion & Industrial Drives 250,,ABBMOTION,352 MIDC Industrial Area Bhosari,Ahmedabad,380001,IN,EN,+18-623-5815199,sales@abb.motion.and.industrial.com,06AAACTQ6248H1Z7,,,2021-09-04
0000000251,ZCMP,Festo Industrial Pneumatic Valves 2,Surface Coating Div,FESTOINDU,200 Peenya Industrial Area,Cincinnati,45202,US,EN,+95-479-3001954,sales@festo.industrial.pneumati.com,58-6955324,,,2016-03-18
0000000252,ZMET,Tata Steel Heavy Tubular Products 2,Foundry & Casting Works,TATASTEEL,376 Siemensstraße,Akron,44301,US,EN,+62-548-2427017,sales@tata.steel.heavy.tubular..com,35-9641482,,,2018-08-20
0000000253,ZMET,Outokumpu Stainless Special Alloys ,Surface Coating Div,OUTOKUMPU,261 Peenya Industrial Area,Chennai,600001,IN,EN,+20-509-8618784,sales@outokumpu.stainless.speci.com,33AAACTE1325Z1Z2,,,2017-10-17
0000000254,ZELE,WAGO Industrial Interconnection 254,Machining Plant 2,WAGOINDUS,114 Manufacturing Parkway,Coimbatore,641001,IN,EN,+91-224-6077316,sales@wago.industrial.interconn.com,24AAACTF1253A1Z1,,,2020-07-05
0000000255,ZCMP,Hydac Technology Hydraulic Filters ,,,212 Parque Industrial Monterrey,Coimbatore,641001,IN,EN,+27-661-3074151,sales@hydac.technology.hydrauli.com,06AAACTM8079L1Z6,,,2020-10-04
0000000256,ZCMP,Blue Dart Express Industrial Cargo ,Automotive Parts Wing,,401 Sanand Industrial Zone,Milwaukee,53201,US,EN,+52-862-8869373,sales@blue.dart.express.industr.com,81-6665941,,,2017-03-12
0000000257,ZCMP,Garlock Sealing Technologies 257,,,350 Gewerbepark West,Bengaluru,560001,IN,EN,+20-795-3193330,sales@garlock.sealing.technolog.com,24AAACTD5582P1Z5,,,2024-02-05
0000000258,ZELE,Rockwell Automation Allen-Bradley 2,,,62 Die & Mold Drive,Coimbatore,641001,IN,EN,+77-511-4140693,sales@rockwell.automation.allen.com,27AAACTH6848F1Z7,,,2021-12-22
0000000259,ZELE,Siemens Factory Automation & Drives,,,43 MIDC Industrial Area Bhosari,Leeds,LS1 1BA,GB,EN,+30-154-4346807,sales@siemens.factory.automatio.com,GB975654253,,,2019-04-11
0000000260,ZMRO,3M Industrial Safety & PPE Systems ,,,303 Industrial Tooling Way,Frankfurt,60311,DE,DE,+91-860-1609944,sales@3m.industrial.safety.and..com,DE908920971,,,2016-11-27
0000000261,ZMET,Ramkrishna Forgings Industrial Div ,,,180 Ambattur Industrial Estate,Nuremberg,90402,DE,DE,+3-197-3584534,sales@ramkrishna.forgings.indus.com,DE784893293,,,2016-06-27
0000000262,ZELE,Phoenix Contact Terminal Blocks 262,Tooling Engineering Unit,,376 Engineering Way,Nashik,422001,IN,EN,+1-569-8078434,sales@phoenix.contact.terminal..com,33AAACTK4782K1Z7,,,2020-05-28
0000000263,ZMRO,Dormer Pramet Indexable Inserts 263,,,450 Automotive Corridor Phase 2,Cincinnati,45202,US,EN,+90-579-2454645,sales@dormer.pramet.indexable.i.com,78-8971177,,,2023-11-12
0000000264,ZMRO,Walter Industrial Milling Tools 264,,,427 Gewerbepark West,Cincinnati,45202,US,EN,+50-368-7117688,sales@walter.industrial.milling.com,39-9081649,,,2022-02-05
0000000265,ZCMP,SKF Industrial Bearings & Seals 265,Tooling Engineering Unit,,52 Assembly Boulevard,Cincinnati,45202,US,EN,+82-121-8232997,sales@skf.industrial.bearings.a.com,68-6565216,,,2019-12-04
0000000266,ZCMP,Swagelok Fluid System Components 26,Job-Work Division,,129 Zona Industrial Norte,Ahmedabad,380001,IN,EN,+79-177-2551188,sales@swagelok.fluid.system.com.com,06AAACTJ8589O1Z7,,,2018-02-01
0000000267,ZELE,ABB Motion & Industrial Drives 267,Automotive Parts Wing,,156 Assembly Boulevard,Cologne,50667,DE,DE,+89-464-5098097,sales@abb.motion.and.industrial.com,DE726177627,,,2021-12-31
0000000268,ZCMP,Würth Industry Assembly Components ,Tooling Engineering Unit,,316 Zona Industrial Norte,Indianapolis,46201,US,EN,+76-812-6357449,sales@würth.industry.assembly.c.com,24-8783455,,,2018-03-03
0000000269,ZCMP,Blue Dart Express Industrial Cargo ,Foundry & Casting Works,,108 Daimlerstraße,Munich,80331,DE,DE,+43-964-7568026,sales@blue.dart.express.industr.com,DE564764468,,,2022-05-21
0000000270,ZELE,Keyence Precision Optical Sensors 2,,,176 MIDC Industrial Area Bhosari,Nashik,422001,IN,EN,+69-880-8312725,sales@keyence.precision.optical.com,29AAACTS8528Y1Z4,,,2018-05-09
0000000271,ZELE,Banner Engineering Safety Sensors 2,,,354 Engineering Way,Bengaluru,560001,IN,EN,+11-426-4499945,sales@banner.engineering.safety.com,33AAACTB1668S1Z8,,,2021-06-08
0000000272,ZMRO,Fuchs Lubricants Industrial Cutting,,,100 Daimlerstraße,Gurugram,122001,IN,EN,+45-916-6550352,sales@fuchs.lubricants.industri.com,06AAACTA1087E1Z2,,,2017-12-01
0000000273,ZCMP,Festo Industrial Pneumatic Valves 2,,,12 Zona Industrial Norte,Gurugram,122001,IN,EN,+76-724-5104094,sales@festo.industrial.pneumati.com,33AAACTO6317C1Z6,,,2022-04-08
0000000274,ZSUB,Anodize Engineering Job-Work Servic,,,253 Automotive Corridor Phase 2,Querétaro,76000,MX,ES,+3-203-2458185,sales@anodize.engineering.jobwo.com,IEI913221M56,,,2022-04-09
0000000275,ZSUB,Hardchrome Industrial Plating Works,Foundry & Casting Works,,79 Foundry Lane,Stuttgart,70173,DE,DE,+72-947-6494748,sales@hardchrome.industrial.pla.com,DE918073146,,,2018-09-25
0000000276,ZELE,Lapp Group Industrial Cable Systems,,,311 Industrial Tooling Way,Ahmedabad,380001,IN,EN,+28-753-8474055,sales@lapp.group.industrial.cab.com,24AAACTZ4331S1Z8,,,2018-07-04
0000000277,ZMRO,Saint-Gobain Abrasives & Ceramics 2,,,345 Assembly Boulevard,Frankfurt,60311,DE,DE,+25-438-2283066,sales@saintgobain.abrasives.and.com,DE250267656,,,2021-03-16
0000000278,ZCMP,MinebeaMitsumi Precision Components,,,370 Parque Industrial Monterrey,Düsseldorf,40213,DE,DE,+20-259-8123901,sales@minebeamitsumi.precision..com,DE270496296,,,2022-02-03
0000000279,ZMRO,Iscar Carbide Metalworking Tools 27,,,329 Assembly Boulevard,Nashik,422001,IN,EN,+4-283-1032865,sales@iscar.carbide.metalworkin.com,33AAACTI1588Y1Z7,,,2021-05-09
0000000280,ZCMP,Gates Industrial Power Transmission,,GATESINDU,448 Siemensstraße,Nuremberg,90402,DE,DE,+70-559-1226914,sales@gates.industrial.power.tr.com,DE234116041,,,2017-10-20
0000000281,ZCMP,Swagelok Fluid System Components 28,Surface Coating Div,SWAGELOKF,48 Die & Mold Drive,Pune,411001,IN,EN,+15-491-6101241,sales@swagelok.fluid.system.com.com,33AAACTS7512L1Z5,,,2020-03-15
0000000282,ZMET,Outokumpu Stainless Special Alloys ,,OUTOKUMPU,148 Daimlerstraße,Chennai,600001,IN,EN,+56-205-8959174,sales@outokumpu.stainless.speci.com,27AAACTW6167X1Z9,,,2018-12-27
0000000283,ZMET,Jindal Stainless Structural Product,,JINDALSTA,202 Industriestraße,Cincinnati,45202,US,EN,+61-154-5539808,sales@jindal.stainless.structur.com,34-4251519,,,2017-09-29
0000000284,ZELE,Siemens Factory Automation & Drives,,SIEMENSFA,343 Gewerbepark West,Indianapolis,46201,US,EN,+52-775-3902640,sales@siemens.factory.automatio.com,25-7266129,,,2023-10-01
0000000285,,Freudenberg Sealing Technologies 28,,FREUDENBER,439 Assembly Boulevard,Nashik,422001,IN,EN,+77-422-6735641,sales@freudenberg.sealing.techn.com,06AAACTY1381J1Z8,,,2023-08-18
0000000286,,ABB Motion & Industrial Drives 286,,ABBMOTION,103 Peenya Industrial Area,Nashik,422001,IN,EN,+80-516-4129511,sales@abb.motion.and.industrial.com,33AAACTT6161Y1Z6,,,2019-04-23
0000000287,,Keyence Precision Optical Sensors 2,,KEYENCEPR,70 Engineering Way,Jamshedpur,831001,IN,EN,+56-534-3198648,sales@keyence.precision.optical.com,06AAACTU3784I1Z6,,,2022-05-14
0000000288,,Turck Industrial Proximity Sensors ,,TURCKINDU,44 Engineering Way,Detroit,48201,US,EN,+68-912-9215434,sales@turck.industrial.proximit.com,29-4560845,,,2019-09-21
0000000289,,Alcoa Aluminum Extrusions Corp 289,,ALCOAALUM,328 Die & Mold Drive,Guadalajara,44100,MX,ES,+92-724-3208484,sales@alcoa.aluminum.extrusions.com,LLC610735Z96,,,2020-05-15
0000000290,,Würth Industry Assembly Components ,,WÜRTHINDU,171 Engineering Way,Essen,45127,DE,DE,+67-125-5779161,sales@würth.industry.assembly.c.com,DE188856306,,,2020-03-09
0000000291,,Electrocoat Precision Finishing Ltd,,ELECTROCOA,430 Industriestraße,Faridabad,121001,IN,EN,+28-787-6206264,sales@electrocoat.precision.fin.com,24AAACTQ5445Y1Z6,,,2022-03-22
0000000292,,Blue Dart Express Industrial Cargo ,,BLUEDART,171 Industrial Tooling Way,Mannheim,68161,DE,DE,+4-841-4420793,sales@blue.dart.express.industr.com,DE492561178,,,2022-03-27
0000000293,,Danfoss Power Solutions Hydraulics ,,DANFOSSPO,255 Gewerbepark West,Gurugram,122001,IN,EN,+94-963-3430256,sales@danfoss.power.solutions.h.com,29AAACTM1364D1Z9,,,2022-12-08
0000000294,,Blue Dart Express Industrial Cargo ,,BLUEDART,99 Sanand Industrial Zone,Jamshedpur,831001,IN,EN,+72-964-1218744,sales@blue.dart.express.industr.com,29AAACTY6860C1Z6,,,2021-08-01
0000000295,,Tyrolit Industrial Grinding Wheels ,,TYROLITIN,199 Parque Industrial Monterrey,Indianapolis,46201,US,EN,+43-389-5237430,sales@tyrolit.industrial.grindi.com,82-5017863,,,2018-06-30
0000000296,,Iscar Carbide Metalworking Tools 29,,ISCARCARB,14 Industrial Tooling Way,Essen,45127,DE,DE,+72-762-9969898,sales@iscar.carbide.metalworkin.com,DE417157736,,,2018-08-02
0000000297,,Tata Steel Heavy Tubular Products 2,Automotive Parts Wing,TATASTEEL,214 Peenya Industrial Area,Faridabad,121001,IN,EN,+98-750-6671939,sales@tata.steel.heavy.tubular..com,27AAACTB7107M1Z3,,,2016-04-19
0000000298,,Henkel Surface Technologies Bonderi,Machining Plant 2,HENKELSUR,341 Daimlerstraße,Pune,411001,IN,EN,+58-606-3328674,sales@henkel.surface.technologi.com,06AAACTD1596J1Z1,,,2020-07-28
0000000299,,Keyence Precision Optical Sensors 2,,KEYENCEPR,408 Foundry Lane,Munich,80331,DE,DE,+82-137-1748655,sales@keyence.precision.optical.com,DE743527088,,,2022-09-19
0000000300,ZCMP,Freudenberg Sealing Technologies 30,Tooling Engineering Unit,FREUDENBER,315 Peenya Industrial Area,Detroit,48201,US,EN,+82-207-4844622,sales@freudenberg.sealing.techn.com,97-1490477,,,2017-04-10
0000000301,ZELE,Yaskawa Motoman Industrial Robots 3,,YASKAWAMO,134 Foundry Lane,Cincinnati,45202,US,EN,+36-609-7911245,sales@yaskawa.motoman.industria.com,28-2317452,,,2020-07-08
0000000302,ZELE,WAGO Industrial Interconnection 302,Job-Work Division,WAGOINDUS,358 Assembly Boulevard,Hanover,30159,DE,DE,+29-602-1639329,sales@wago.industrial.interconn.com,DE385177728,,,2017-08-18
0000000303,ZMET,Outokumpu Stainless Special Alloys ,,OUTOKUMPU,405 Manufacturing Parkway,Hanover,30159,DE,DE,+82-559-6982687,sales@outokumpu.stainless.speci.com,DE536500699,,,2016-01-20
0000000304,ZMRO,Walter Industrial Milling Tools 304,,WALTERIND,345 Die & Mold Drive,Gurugram,122001,IN,EN,+23-770-2315052,sales@walter.industrial.milling.com,29AAACTK7454S1Z3,,,2018-08-10
0000000305,ZELE,Yaskawa Motoman Industrial Robots 3,Automotive Parts Wing,YASKAWAMO,392 Manufacturing Parkway,Munich,80331,IND,DE,+74-336-9506169,sales@yaskawa.motoman.industria.com,DE420873106,,,2023-10-24
0000000306,ZCMP,Festo Industrial Pneumatic Valves 3,Tooling Engineering Unit,FESTOINDU,71 MIDC Industrial Area Bhosari,Akron,44301,GER,EN,+56-145-3278991,sales@festo.industrial.pneumati.com,18-7666385,,,2016-04-30
0000000307,ZMET,ArcelorMittal Precision Tubing Euro,Surface Coating Div,ARCELORMIT,115 Industrial Tooling Way,Chennai,600001,UK,EN,+33-980-2711954,sales@arcelormittal.precision.t.com,24AAACTW4214F1Z1,,,2022-02-19
0000000308,ZMET,Alcoa Aluminum Extrusions Corp 308,,ALCOAALUM,140 Industriestraße,Ulsan,44000,USA,JA,+79-101-3665124,sales@alcoa.aluminum.extrusions.com,KR17335843,,,2020-04-02
0000000309,ZSUB,Oerlikon Balzers Surface Hardening ,,OERLIKONB,18 Automotive Corridor Phase 2,Chennai,600001,MEX,EN,+95-388-1139741,sales@oerlikon.balzers.surface..com,24AAACTC8771S1Z2,,,2016-04-27
0000000310,ZCMP,Würth Industry Assembly Components ,,WÜRTHINDU,206 Die & Mold Drive,Saltillo,25000,XX,ES,+53-732-9449627,sales@würth.industry.assembly.c.com,NUK927285R87,,,2019-11-12
0000000311,ZCMP,SKF Industrial Bearings & Seals 311,,SKFINDUST,97 Die & Mold Drive,Faridabad,121001,IN,EN,+37-278-7770055,sales@skf.industrial.bearings.a.com,33AAACTH9315F1Z6,,,2018-05-14
0000000312,ZCMP,MinebeaMitsumi Precision Components,,MINEBEAMIT,174 GIDC Vatva Industrial Park,Leeds,LS1 1BA,GB,EN,+71-649-2051028,sales@minebeamitsumi.precision..com,GB672451820,,,2019-06-09
0000000313,ZMET,ArcelorMittal Precision Tubing Euro,Machining Plant 2,ARCELORMIT,147 Foundry Lane,Bengaluru,560001,IN,EN,+8-528-3909627,sales@arcelormittal.precision.t.com,06AAACTN9583K1Z8,,,2021-12-07
0000000314,ZMET,Kalyani Forgings & Metallurgy 314,,KALYANIFO,319 Automotive Corridor Phase 2,Querétaro,76000,MX,ES,+17-966-9496413,sales@kalyani.forgings.and.meta.com,RLQ884255X67,,,2016-03-05
0000000315,ZCMP,THK Precision Linear Guides 315,,THKPRECIS,386 Manufacturing Parkway,Coimbatore,4110,IN,EN,+76-845-3466669,sales@thk.precision.linear.guid.com,29AAACTL2311Q1Z2,,,2018-03-05
0000000316,ZSUB,Lasertech CNC Laser Cutting & Bendi,,LASERTECH,406 Assembly Boulevard,Mannheim,PUNE411,IN,DE,+62-498-8628224,sales@lasertech.cnc.laser.cutti.com,DE521309830,,,2016-03-27
0000000317,ZMRO,Walter Industrial Milling Tools 317,Foundry & Casting Works,WALTERIND,422 Foundry Lane,Pune,PLZ70,DE,EN,+96-995-4744501,sales@walter.industrial.milling.com,06AAACTY6728N1Z1,,,2020-06-29
0000000318,ZCMP,Trelleborg Industrial Engineered Se,,TRELLEBORG,300 Engineering Way,Manchester,DETROIT,US,EN,+5-825-6127830,sales@trelleborg.industrial.eng.com,GB464808670,,,2023-01-13
0000000319,ZCMP,Danfoss Power Solutions Hydraulics ,Job-Work Division,DANFOSSPO,137 Engineering Way,Pune,482,US,EN,+84-638-7561055,sales@danfoss.power.solutions.h.com,29AAACTB9237C1Z8,,,2022-07-08
0000000320,ZELE,Siemens Factory Automation & Drives,,SIEMENSFA,102 Manufacturing Parkway,Chennai,B11,GB,EN,+38-415-6622643,sales@siemens.factory.automatio.com,24AAACTR1281I1Z8,,,2018-03-10
0000000321,ZCMP,Danfoss Power Solutions Hydraulics ,,DANFOSSPO,114 Industriestraße,Munich,640,MX,DE,+11-455-9559617,sales@danfoss.power.solutions.h.com,DE163891226,,,2019-03-22
0000000322,ZELE,Fanuc Robotics & CNC Controllers 32,Surface Coating Div,FANUCROBO,105 GIDC Vatva Industrial Park,Pune,411001,IN,EN,+55-636-3908312,sales@fanuc.robotics.and.cnc.co.com,24AAACTU4155Z1Z1,,,2023-06-28
0000000323,ZMET,Voestalpine High Performance Metals,,VOESTALPIN,428 Assembly Boulevard,Coimbatore,641001,IN,EN,+87-879-4285830,sales@voestalpine.high.performa.com,27AAACTU5654B1Z6,,,2020-08-01
0000000324,ZELE,Banner Engineering Safety Sensors 3,Surface Coating Div,BANNERENG,30 Siemensstraße,Monterrey,64000,MX,ES,+27-770-5172718,sales@banner.engineering.safety.com,KZK219647M73,,,2017-11-01
0000000325,ZMET,Sandvik Coromant &amp; Tooling,,VOESTALPIN,287 Zona Industrial Norte,Indianapolis,46201,US,EN,+75-676-3258368,sales@voestalpine.high.performa.com,70-2138918,,,2020-11-08
0000000326,ZMET,Parker Hannifin&#39;s Valves,Foundry & Casting Works,VOESTALPIN,204 Parque Industrial Monterrey,Coimbatore,641001,IN,EN,+5-796-7369424,sales@voestalpine.high.performa.com,06AAACTY2314W1Z7,,,2019-04-18
0000000327,ZCMP,TATA STEEL HEAVY TUBULAR,,BOSSARDIN,370 Daimlerstraße,Faridabad,121001,IN,EN,+62-699-7201678,sales@bossard.industrial.fasten.com,29AAACTH8632Y1Z2,,,2022-09-06
0000000328,ZCMP,Schaeffler Technologies AG & Co   ,,EATONHYDR,286 Die & Mold Drive,Wolverhampton,WV1 1AA,GB,EN,+31-268-7528189,sales@eaton.hydraulics.and.hose.com,GB782481538,,,2017-10-23
0000000329,ZCMP,Voestalpine High Performance M&nbsp;tals,Surface Coating Div,THKPRECIS,236 Zona Industrial Norte,Coimbatore,641001,IN,EN,+27-330-3430359,sales@thk.precision.linear.guid.com,27AAACTP4172E1Z7,,,2021-02-21
0000000330,ZSUB,PPG Industrial Coatings & E-Coat 33,,PPGINDUST,37 Automotive Corridor Phase 2,Osaka,530-0001,JP,JA,+49-346-5952198,sales@ppg.industrial.coatings.a.com,JP25016051,,,2023-10-20
0000000331,ZMET,SSAB Swedish Steel Heavy Plate 331,Machining Plant 2,SSABSWEDI,51 Ambattur Industrial Estate,Chennai,600001,IN,EN,+40-362-3274588,sales@ssab.swedish.steel.heavy..com,33AAACTZ4252L1Z4,,,2019-07-14
0000000332,ZMET,Nippon Steel Coils & Billets 332,,NIPPONSTE,93 Zona Industrial Norte,Ahmedabad,380001,IN,EN,+36-174-5020682,sales@nippon.steel.coils.and.bi.com,06AAACTQ7451Y1Z2,,,2020-05-21
0000000333,ZMET,Ramkrishna Forgings Industrial Div ,Automotive Parts Wing,RAMKRISHNA,312 Gewerbepark West,Coimbatore,641001,IN,EN,+66-566-5095667,sales@ramkrishna.forgings.indus.com,29AAACTW4271G1Z8,,,2018-11-19
0000000334,ZELE,Banner Engineering Safety Sensors 3,Automotive Parts Wing,BANNERENG,443 Foundry Lane,Pune,411001,IN,EN,+82-487-7443706,sales@banner.engineering.safety.com,29AAACTO4672G1Z9,,,2018-02-06
0000000335,ZSUB,Anodize Engineering Job-Work Servic,,ANODIZEEN,82 Sanand Industrial Zone,Ahmedabad,380001,IN,EN,CALL-PUNE-PLANT,sales@anodize.engineering.jobwo.com,33AAACTU9440X1Z8,,,2019-06-05
0000000336,ZMRO,Fuchs Lubricants Industrial Cutting,,FUCHSLUBR,104 Automotive Corridor Phase 2,Chicago,60601,US,EN,000-0000000,sales@fuchs.lubricants.industri.com,55-4390593,,,2019-04-15
0000000337,ZMET,SSAB Swedish Steel Heavy Plate 337,,SSABSWEDI,80 Zona Industrial Norte,Milwaukee,53201,US,EN,N/A,sales@ssab.swedish.steel.heavy..com,40-5211554,,,2017-03-10
0000000338,ZSUB,Hardchrome Industrial Plating Works,Tooling Engineering Unit,HARDCHROME,75 Foundry Lane,Monterrey,64000,MX,ES,+51-650-9816072,sales@hardchrome.industrial.pla.com,RGP173826E43,,,2019-10-30
0000000339,ZSUB,Oerlikon Balzers Surface Hardening ,,OERLIKONB,368 Engineering Way,Frankfurt,60311,DE,DE,+77-354-8170913,sales@oerlikon.balzers.surface..com,DE127642937,,,2017-08-28
0000000340,ZCMP,VRL Industrial Logistics Fleet 340,Automotive Parts Wing,VRLINDUST,26 Automotive Corridor Phase 2,Ahmedabad,380001,IN,EN,+72-202-6918360,sales@vrl.industrial.logistics..com,27AAACTZ6896X1Z2,,,2023-08-21
0000000341,ZCMP,Swagelok Fluid System Components 34,,SWAGELOKF,225 Industriestraße,Munich,80331,DE,DE,+9-340-4075992,sales@swagelok.fluid.system.com.com,DE165650753,,,2019-02-16
0000000342,ZMRO,Guhring Precision Drills & Taps 342,,GUHRINGPR,391 Siemensstraße,Chicago,60601,US,EN,+87-459-6948549,sales@guhring.precision.drills..com,37-6606146,,,2018-10-23
0000000343,ZCMP,VRL Industrial Logistics Fleet 343,,VRLINDUST,237 Peenya Industrial Area,Indianapolis,46201,US,EN,+46-360-5729961,sales@vrl.industrial.logistics..com,95-8294553,,,2021-05-10
0000000344,ZCMP,Danfoss Power Solutions Hydraulics ,,DANFOSSPO,368 Engineering Way,Saltillo,25000,MX,ES,+26-517-3710855,sales@danfoss.power.solutions.h.com,VOI933240Q68,,,2024-01-16
0000000345,ZELE,Yaskawa Motoman Industrial Robots 3,,YASKAWAMO,214 Ambattur Industrial Estate,Detroit,48201,US,EN,+48-166-2925318,sales@yaskawa.motoman.industria.com,96-8244991,,,2021-06-09
0000000346,ZMRO,Castrol Industrial Metalworking Flu,,CASTROLIN,434 Zona Industrial Norte,Ahmedabad,380001,IN,EN,+36-437-7974291,sales@castrol.industrial.metalw.com,29AAACTF2188O1Z6,,,2018-11-08
0000000347,ZMET,Alcoa Aluminum Extrusions Corp 347,,ALCOAALUM,229 Die & Mold Drive,Hanover,30159,DE,DE,+5-763-7941537,sales@alcoa.aluminum.extrusions.com,DE350779890,,,2022-04-08
0000000348,ZMRO,Kennametal Carbide Tooling Systems ,,KENNAMETAL,209 Ambattur Industrial Estate,Pune,411001,IN,EN,+73-812-4359200,sales@kennametal.carbide.toolin.com,27AAACTB1583W1Z9,,,2018-03-17
0000000349,ZSUB,Henkel Surface Technologies Bonderi,,HENKELSUR,381 Manufacturing Parkway,Mannheim,68161,DE,DE,+23-510-7665559,sales@henkel.surface.technologi.com,DE192186531,,,2022-03-11
0000000350,ZCMP,Garlock Sealing Technologies 350,Tooling Engineering Unit,GARLOCKSE,197 Manufacturing Parkway,Cincinnati,45202,US,EN,+8-780-3329957,sales@garlock.sealing.technolog.com,75-8647992,,,2017-10-30
0000000351,ZELE,Banner Engineering Safety Sensors 3,,BANNERENG,95 Peenya Industrial Area,Hanover,30159,DE,DE,+79-192-9092875,sales@banner.engineering.safety.com,DE716763772,,,2020-06-14
0000000352,ZMET,Alcoa Aluminum Extrusions Corp 352,,ALCOAALUM,427 Industrial Tooling Way,Manchester,M1 1AD,GB,EN,+8-463-8810772,sales@alcoa.aluminum.extrusions.com,GB702888736,,,2021-05-18
0000000353,ZCMP,DB Schenker Heavy Machinery Freight,,DBSCHENKE,160 Sanand Industrial Zone,Querétaro,76000,MX,ES,+38-697-7494330,sales@db.schenker.heavy.machine.com,TQT880517I20,,,2017-06-25
0000000354,ZCMP,DB Schenker Heavy Machinery Freight,,DBSCHENKE,211 Peenya Industrial Area,Ahmedabad,380001,IN,EN,+49-126-7905192,sales@db.schenker.heavy.machine.com,24AAACTC2106H1Z1,,,2018-07-08
0000000355,ZELE,Siemens Factory Automation & Drives,,SIEMENSFA,440 Gewerbepark West,Cincinnati,45202,US,EN,+48-608-4042173,sales@siemens.factory.automatio.com,83-9356327,,,2023-01-09
0000000356,ZMRO,Iscar Carbide Metalworking Tools 35,Job-Work Division,ISCARCARB,202 Peenya Industrial Area,Bengaluru,560001,IN,EN,+35-505-1131557,sales@iscar.carbide.metalworkin.com,27AAACTF9542P1Z4,,,2020-10-05
0000000357,ZELE,WAGO Industrial Interconnection 357,,WAGOINDUS,253 Siemensstraße,Mannheim,68161,DE,DE,+45-105-6843835,sales@wago.industrial.interconn.com,DE187120875,,,2020-07-24
0000000358,ZSUB,Henkel Surface Technologies Bonderi,,HENKELSUR,109 Gewerbepark West,Manchester,M1 1AD,GB,EN,+83-831-9567249,sales@henkel.surface.technologi.com,GB575972116,,,2017-04-11
0000000359,ZMRO,Walter Industrial Milling Tools 359,,WALTERIND,342 Manufacturing Parkway,Ahmedabad,380001,IN,EN,+19-575-8650867,sales@walter.industrial.milling.com,24AAACTX6345S1Z9,,,2021-10-28
0000000360,ZMRO,Guhring Precision Drills & Taps 360,,GUHRINGPR,420 Siemensstraße,Mannheim,68161,DE,DE,+4-440-3794088,sales@guhring.precision.drills..com,DE936862253,,,2019-05-28
0000000361,ZMRO,Dormer Pramet Indexable Inserts 361,,DORMERPRA,79 Ambattur Industrial Estate,Faridabad,121001,IN,EN,+65-878-8883900,sales@dormer.pramet.indexable.i.com,27AAACTT7939K1Z8,,,2016-04-27
0000000362,ZCMP,VRL Industrial Logistics Fleet 362,Job-Work Division,VRLINDUST,387 Sanand Industrial Zone,Sheffield,S1 1AA,GB,EN,+5-474-6914487,sales@vrl.industrial.logistics..com,GB192584176,,,2022-09-11
0000000363,ZSUB,Aalberts Surface Technologies Plati,,AALBERTSS,361 Die & Mold Drive,Akron,44301,US,EN,+92-479-6516301,sales@aalberts.surface.technolo.com,34-8512362,,,2019-04-22
0000000364,ZMET,Kalyani Forgings & Metallurgy 364,Job-Work Division,KALYANIFO,189 Assembly Boulevard,Cleveland,44101,US,EN,+26-796-9623217,sales@kalyani.forgings.and.meta.com,88-9575224,,,2019-07-21
0000000365,ZMET,Outokumpu Stainless Special Alloys ,,OUTOKUMPU,385 Daimlerstraße,Chennai,600001,IN,EN,+34-518-8188075,sales@outokumpu.stainless.speci.com,27AAACTM6735A1Z9,,,2021-10-24
0000000366,ZELE,Turck Industrial Proximity Sensors ,Surface Coating Div,TURCKINDU,232 Daimlerstraße,Gurugram,122001,IN,EN,+20-246-2936306,sales@turck.industrial.proximit.com,27AAACTQ1352J1Z5,,,2017-11-16
0000000367,ZELE,Mitsubishi Electric Industrial CNC ,,MITSUBISHI,239 Zona Industrial Norte,Milwaukee,53201,US,EN,+99-210-8882706,sales@mitsubishi.electric.indus.com,88-5302505,,,2020-12-09
