PARTNER,RLTYP,VALID_FROM,VALID_TO
0003000264,FLVN01,2026-04-19,9999-12-31
0003000265,FLVN00,2018-09-23,9999-12-31
0003000265,FLVN01,2018-09-23,9999-12-31
0003000266,FLVN00,2019-01-16,9999-12-31
0003000266,FLVN01,2019-01-16,9999-12-31
0003000267,FLVN00,2016-08-25,9999-12-31
0003000267,FLVN01,2016-08-25,9999-12-31
0003000268,FLVN00,2017-11-09,9999-12-31
0003000268,FLVN01,2017-11-09,9999-12-31
0003000269,FLVN00,2022-09-04,9999-12-31
0003000269,FLVN01,2022-09-04,9999-12-31
0003000270,FLVN00,2017-08-18,9999-12-31
0003000270,FLVN01,2017-08-18,9999-12-31
0003000271,FLVN00,2025-02-27,9999-12-31
0003000271,FLVN01,2025-02-27,9999-12-31
0003000272,FLVN00,2019-05-28,9999-12-31
0003000272,FLVN01,2019-05-28,9999-12-31
0003000273,FLVN00,2022-07-31,9999-12-31
0003000273,FLVN01,2022-07-31,9999-12-31
0003000274,FLVN00,2020-04-02,9999-12-31
0003000274,FLVN01,2020-04-02,9999-12-31
0003000275,FLVN00,2025-11-19,9999-12-31
0003000275,FLVN01,2025-11-19,9999-12-31
0003000276,FLVN00,2016-10-27,9999-12-31
0003000276,FLVN01,2016-10-27,9999-12-31
0003000277,FLVN00,2024-03-12,9999-12-31
0003000277,FLVN01,2024-03-12,9999-12-31
0003000278,FLVN00,2024-03-11,9999-12-31
0003000278,FLVN01,2024-03-11,9999-12-31
0003000279,FLVN00,2023-10-20,9999-12-31
0003000279,FLVN01,2023-10-20,9999-12-31
0003000280,FLVN00,2016-08-24,9999-12-31
0003000280,FLVN01,2016-08-24,9999-12-31
0003000281,FLVN00,2020-01-16,9999-12-31
0003000281,FLVN01,2020-01-16,9999-12-31
0003000282,FLVN00,2022-05-05,9999-12-31
0003000282,FLVN01,2022-05-05,9999-12-31
0003000283,FLVN00,2023-02-08,9999-12-31
0003000283,FLVN01,2023-02-08,9999-12-31
0003000284,FLVN00,2026-01-02,9999-12-31
0003000284,FLVN01,2026-01-02,9999-12-31
0003000285,FLVN00,2021-10-15,9999-12-31
0003000285,FLVN01,2021-10-15,9999-12-31
0003000286,FLVN00,2020-06-03,9999-12-31
0003000286,FLVN01,2020-06-03,9999-12-31
0003000287,FLVN00,2018-01-21,9999-12-31
0003000287,FLVN01,2018-01-21,9999-12-31
0003000288,FLVN00,2024-03-16,9999-12-31
0003000288,FLVN01,2024-03-16,9999-12-31
0003000289,FLVN00,2021-04-03,9999-12-31
0003000289,FLVN01,2021-04-03,9999-12-31
0003000290,FLVN00,2019-01-09,9999-12-31
0003000290,FLVN01,2019-01-09,9999-12-31
0003000291,FLVN00,2010-09-28,9999-12-31
0003000291,FLVN01,2010-09-28,9999-12-31
0003000292,FLVN00,2023-12-14,9999-12-31
0003000292,FLVN01,2023-12-14,9999-12-31
0003000293,FLVN00,2016-12-17,9999-12-31
0003000293,FLVN01,2016-12-17,9999-12-31
0003000294,FLVN00,2025-08-29,9999-12-31
0003000294,FLVN01,2025-08-29,9999-12-31
0003000295,FLVN00,2022-11-16,9999-12-31
0003000295,FLVN01,2022-11-16,9999-12-31
0003000296,FLVN00,2021-01-03,9999-12-31
0003000296,FLVN01,2021-01-03,9999-12-31
0003000297,FLVN00,2023-06-09,9999-12-31
0003000297,FLVN01,2023-06-09,9999-12-31
0003000298,FLVN00,2023-08-08,9999-12-31
0003000298,FLVN01,2023-08-08,9999-12-31
0003000299,FLVN00,2026-12-04,9999-12-31
0003000299,FLVN01,2026-12-04,9999-12-31
0003000300,FLCU00,2025-01-13,9999-12-31
0003000300,FLCU01,2025-01-13,9999-12-31
0003000300,FLVN00,2020-12-10,9999-12-31
0003000300,FLVN01,2020-12-10,9999-12-31
0003000301,FLVN00,2011-02-05,9999-12-31
0003000301,FLVN01,2011-02-05,9999-12-31
0003000302,FLVN00,2025-05-18,9999-12-31
0003000302,FLVN01,2025-05-18,9999-12-31
0003000303,FLVN00,2025-07-25,9999-12-31
0003000303,FLVN01,2025-07-25,9999-12-31
0003000304,FLVN00,2014-12-04,9999-12-31
0003000304,FLVN01,2014-12-04,9999-12-31
0003000305,FLVN00,2026-01-12,9999-12-31
0003000305,FLVN01,2026-01-12,9999-12-31
0003000306,FLVN00,2025-06-27,9999-12-31
0003000306,FLVN01,2025-06-27,9999-12-31
0003000307,FLVN00,2026-02-24,9999-12-31
0003000307,FLVN01,2026-02-24,9999-12-31
0003000308,FLVN00,2020-06-26,9999-12-31
0003000308,FLVN01,2020-06-26,9999-12-31
0003000309,FLVN00,2024-05-12,9999-12-31
0003000309,FLVN01,2024-05-12,9999-12-31
0003000310,FLVN00,2018-04-12,9999-12-31
0003000310,FLVN01,2018-04-12,9999-12-31
0003000311,FLVN00,2022-10-03,9999-12-31
0003000311,FLVN01,2022-10-03,9999-12-31
0003000312,FLVN00,2017-08-03,9999-12-31
0003000312,FLVN01,2017-08-03,9999-12-31
0003000313,FLVN00,2025-11-14,9999-12-31
0003000313,FLVN01,2025-11-14,9999-12-31
0003000314,FLVN00,2024-02-24,9999-12-31
0003000314,FLVN01,2024-02-24,9999-12-31
0003000315,FLVN00,2021-06-26,9999-12-31
0003000315,FLVN01,2021-06-26,9999-12-31
0003000316,FLVN00,2026-01-18,9999-12-31
0003000316,FLVN01,2026-01-18,9999-12-31
0003000317,FLVN00,2022-12-24,9999-12-31
0003000317,FLVN01,2022-12-24,9999-12-31
0003000318,FLVN00,2024-01-20,9999-12-31
0003000318,FLVN01,2024-01-20,9999-12-31
0003000319,FLVN00,2010-11-09,9999-12-31
0003000319,FLVN01,2010-11-09,9999-12-31
0003000320,FLVN00,2026-02-24,9999-12-31
0003000320,FLVN01,2026-02-24,9999-12-31
0003000321,FLVN00,2022-05-16,9999-12-31
0003000321,FLVN01,2022-05-16,9999-12-31
0003000322,FLVN00,2022-04-06,9999-12-31
0003000322,FLVN01,2022-04-06,9999-12-31
0003000323,FLCU00,2015-06-10,9999-12-31
0003000323,FLCU01,2015-06-10,9999-12-31
0003000323,FLVN00,2021-10-17,9999-12-31
0003000323,FLVN01,2021-10-17,9999-12-31
0003000324,FLVN00,2017-06-20,9999-12-31
0003000324,FLVN01,2017-06-20,9999-12-31
0003000325,FLVN00,2016-08-12,9999-12-31
0003000325,FLVN01,2016-08-12,9999-12-31
0003000326,FLVN00,2019-08-30,9999-12-31
0003000326,FLVN01,2019-08-30,9999-12-31
0003000327,FLVN00,2016-12-09,9999-12-31
0003000327,FLVN01,2016-12-09,9999-12-31
0003000328,FLVN00,2019-08-06,9999-12-31
0003000328,FLVN01,2019-08-06,9999-12-31
0003000329,FLVN00,2023-05-31,9999-12-31
0003000329,FLVN01,2023-05-31,9999-12-31
0003000330,FLVN00,2021-01-07,9999-12-31
0003000330,FLVN01,2021-01-07,9999-12-31
0003000331,FLVN00,2022-08-20,9999-12-31
0003000331,FLVN01,2022-08-20,9999-12-31
0003000332,FLVN00,2022-10-15,9999-12-31
0003000332,FLVN01,2022-10-15,9999-12-31
0003000333,FLVN00,2024-06-19,9999-12-31
0003000333,FLVN01,2024-06-19,9999-12-31
0003000334,FLVN00,2018-03-21,9999-12-31
0003000334,FLVN01,2018-03-21,9999-12-31
0003000335,FLVN00,2010-05-02,9999-12-31
0003000335,FLVN01,2010-05-02,9999-12-31
0003000336,FLVN00,2020-11-19,9999-12-31
0003000336,FLVN01,2020-11-19,9999-12-31
0003000337,FLVN00,2025-12-18,9999-12-31
0003000337,FLVN01,2025-12-18,9999-12-31
0003000338,FLVN00,2023-08-21,9999-12-31
0003000338,FLVN01,2023-08-21,9999-12-31
0003000339,FLVN00,2019-09-14,9999-12-31
0003000339,FLVN01,2019-09-14,9999-12-31
0003000340,FLVN00,2022-02-26,9999-12-31
0003000340,FLVN01,2022-02-26,9999-12-31
0003000341,FLVN00,2020-09-18,9999-12-31
0003000341,FLVN01,2020-09-18,9999-12-31
0003000342,FLVN00,2016-08-01,9999-12-31
0003000342,FLVN01,2016-08-01,9999-12-31
0003000343,FLVN00,2024-03-28,9999-12-31
0003000343,FLVN01,2024-03-28,9999-12-31
0003000344,FLVN00,2026-03-19,9999-12-31
0003000344,FLVN01,2026-03-19,9999-12-31
0003000345,FLVN00,2021-10-19,9999-12-31
0003000345,FLVN01,2021-10-19,9999-12-31
0003000346,FLVN00,2023-03-28,9999-12-31
0003000346,FLVN01,2023-03-28,9999-12-31
0003000347,FLVN00,1900-01-01,9999-12-31
0003000347,FLVN01,1900-01-01,9999-12-31
0003000348,FLVN00,2025-04-10,9999-12-31
0003000348,FLVN01,2025-04-10,9999-12-31
0003000349,FLVN00,2026-04-30,9999-12-31
0003000349,FLVN01,2026-04-30,9999-12-31
0003000350,FLVN00,2017-11-18,9999-12-31
0003000350,FLVN01,2017-11-18,9999-12-31
0003000351,FLVN00,2016-11-11,9999-12-31
0003000351,FLVN01,2016-11-11,9999-12-31
0003000352,FLVN00,2018-09-24,9999-12-31
0003000352,FLVN01,2018-09-24,9999-12-31
0003000353,FLVN00,2021-08-17,9999-12-31
0003000353,FLVN01,2021-08-17,9999-12-31
0003000354,FLVN00,2024-05-06,9999-12-31
0003000354,FLVN01,2024-05-06,9999-12-31
0003000355,FLVN00,2024-01-01,9999-12-31
0003000355,FLVN01,2024-01-01,9999-12-31
0003000356,FLVN00,2026-04-28,9999-12-31
0003000356,FLVN01,2026-04-28,9999-12-31
0003000357,FLVN00,2024-03-08,9999-12-31
0003000357,FLVN01,2024-03-08,9999-12-31
0003000358,FLVN00,2024-08-30,9999-12-31
0003000358,FLVN01,2024-08-30,9999-12-31
0003000359,FLVN00,2023-12-03,9999-12-31
0003000359,FLVN01,2023-12-03,9999-12-31
0003000360,FLVN00,2020-01-12,9999-12-31
0003000360,FLVN01,2020-01-12,9999-12-31
0003000361,FLVN00,2018-02-21,9999-12-31
0003000361,FLVN01,2018-02-21,9999-12-31
0003000362,FLVN00,2020-04-27,9999-12-31
0003000362,FLVN01,2020-04-27,9999-12-31
0003000363,FLVN00,2022-06-30,9999-12-31
0003000363,FLVN01,2022-06-30,9999-12-31
0003000364,FLVN00,2022-10-24,9999-12-31
0003000364,FLVN01,2022-10-24,9999-12-31
0003000365,FLVN00,2021-05-02,9999-12-31
0003000365,FLVN01,2021-05-02,9999-12-31
0003000366,FLVN00,2018-11-27,9999-12-31
0003000366,FLVN01,2018-11-27,9999-12-31
0003000367,FLVN00,2017-09-06,9999-12-31
0003000367,FLVN01,2017-09-06,9999-12-31
0003000368,FLVN00,2020-03-22,9999-12-31
0003000368,FLVN01,2020-03-22,9999-12-31
0003000369,FLVN00,2017-05-14,9999-12-31
0003000369,FLVN01,2017-05-14,9999-12-31
0003000370,FLVN00,2018-08-07,9999-12-31
0003000370,FLVN01,2018-08-07,9999-12-31
0003000371,FLVN00,2025-10-20,9999-12-31
0003000371,FLVN01,2025-10-20,9999-12-31
0003000372,FLVN00,2016-11-13,9999-12-31
0003000372,FLVN01,2016-11-13,9999-12-31
0003000373,FLVN00,2021-03-19,9999-12-31
0003000373,FLVN01,2021-03-19,9999-12-31
0003000374,FLVN00,2018-05-01,9999-12-31
0003000374,FLVN01,2018-05-01,9999-12-31
0003000375,FLVN00,2022-04-21,9999-12-31
0003000375,FLVN01,2022-04-21,9999-12-31
0003000376,FLVN00,2024-08-23,9999-12-31
0003000376,FLVN01,2024-08-23,9999-12-31
0003000377,FLVN00,2024-11-10,9999-12-31
0003000377,FLVN01,2024-11-10,9999-12-31
0003000378,FLVN00,2017-07-09,9999-12-31
0003000378,FLVN01,2017-07-09,9999-12-31
0003000379,FLVN00,2022-01-14,9999-12-31
0003000379,FLVN01,2022-01-14,9999-12-31
0003000380,FLCU00,2025-09-24,9999-12-31
0003000380,FLCU01,2025-09-24,9999-12-31
0003000380,FLVN00,2022-04-21,9999-12-31
0003000380,FLVN01,2022-04-21,9999-12-31
0003000381,FLVN00,2024-01-25,9999-12-31
0003000381,FLVN01,2024-01-25,9999-12-31
0003000382,FLVN00,2020-10-28,9999-12-31
0003000382,FLVN01,2020-10-28,9999-12-31
0003000383,FLVN00,2025-06-29,9999-12-31
0003000383,FLVN01,2025-06-29,9999-12-31
0003000384,FLVN00,2016-12-27,9999-12-31
0003000384,FLVN01,2016-12-27,9999-12-31
0003000385,FLVN00,2012-12-06,9999-12-31
0003000385,FLVN01,2012-12-06,9999-12-31
0003000386,FLVN00,2025-02-21,9999-12-31
0003000386,FLVN01,2025-02-21,9999-12-31
0003000387,FLVN00,2022-11-08,9999-12-31
0003000387,FLVN01,2022-11-08,9999-12-31
0003000388,FLVN00,2020-05-27,9999-12-31
0003000388,FLVN01,2020-05-27,9999-12-31
0003000389,FLVN00,2016-11-10,9999-12-31
0003000389,FLVN01,2016-11-10,9999-12-31
0003000390,FLVN00,2023-06-22,9999-12-31
0003000390,FLVN01,2023-06-22,9999-12-31
0003000391,FLVN00,2024-09-09,9999-12-31
0003000391,FLVN01,2024-09-09,9999-12-31
0003000392,FLVN00,2018-06-02,9999-12-31
0003000392,FLVN01,2018-06-02,9999-12-31
0003000393,FLVN00,2024-01-12,9999-12-31
0003000393,FLVN01,2024-01-12,9999-12-31
0003000394,FLVN00,2019-11-23,9999-12-31
0003000394,FLVN01,2019-11-23,9999-12-31
0003000395,FLVN00,2020-03-12,9999-12-31
0003000395,FLVN01,2020-03-12,9999-12-31
0003000396,FLVN00,2022-05-08,9999-12-31
0003000396,FLVN01,2022-05-08,9999-12-31
0003000397,FLVN00,2022-04-18,9999-12-31
0003000397,FLVN01,2022-04-18,9999-12-31
0003000398,FLVN00,2022-05-30,9999-12-31
0003000398,FLVN01,2022-05-30,9999-12-31
0003000399,FLVN00,2021-08-03,9999-12-31
0003000399,FLVN01,2021-08-03,9999-12-31
0003000400,FLVN00,2024-08-07,9999-12-31
0003000400,FLVN01,2024-08-07,9999-12-31
0003000401,FLVN00,2026-01-25,9999-12-31
0003000401,FLVN01,2026-01-25,9999-12-31
0003000402,FLVN00,2019-02-23,9999-12-31
0003000402,FLVN01,2019-02-23,9999-12-31
0003000403,FLVN00,2019-04-15,9999-12-31
0003000403,FLVN01,2019-04-15,9999-12-31
0003000404,FLVN00,2017-04-20,9999-12-31
0003000404,FLVN01,2017-04-20,9999-12-31
0003000405,FLCU00,2019-03-05,9999-12-31
0003000405,FLCU01,2019-03-05,9999-12-31
0003000405,FLVN00,2022-05-14,9999-12-31
0003000405,FLVN01,2022-05-14,9999-12-31
0003000406,FLVN00,2009-01-11,9999-12-31
0003000406,FLVN01,2009-01-11,9999-12-31
0003000407,FLVN00,2018-04-15,9999-12-31
0003000407,FLVN01,2018-04-15,9999-12-31
0003000408,FLVN00,2012-05-10,9999-12-31
0003000408,FLVN01,2012-05-10,9999-12-31
0003000409,FLVN00,2024-07-09,9999-12-31
0003000409,FLVN01,2024-07-09,9999-12-31
0003000410,FLVN00,2021-11-14,9999-12-31
0003000410,FLVN01,2021-11-14,9999-12-31
0003000411,FLVN00,2018-04-28,9999-12-31
0003000411,FLVN01,2018-04-28,9999-12-31
0003000412,FLVN00,2019-05-30,9999-12-31
0003000412,FLVN01,2019-05-30,9999-12-31
0003000413,FLVN00,2023-10-13,9999-12-31
0003000413,FLVN01,2023-10-13,9999-12-31
0003000414,FLVN00,2020-04-21,9999-12-31
0003000414,FLVN01,2020-04-21,9999-12-31
0003000415,FLVN00,2024-03-23,9999-12-31
0003000415,FLVN01,2024-03-23,9999-12-31
0003000416,FLVN00,2018-06-19,9999-12-31
0003000416,FLVN01,2018-06-19,9999-12-31
0003000417,FLVN00,2023-09-06,9999-12-31
0003000417,FLVN01,2023-09-06,9999-12-31
0003000418,FLVN00,2016-12-04,9999-12-31
0003000418,FLVN01,2016-12-04,9999-12-31
0003000419,FLVN00,2023-06-12,9999-12-31
0003000419,FLVN01,2023-06-12,9999-12-31
0003000420,FLVN00,2026-06-14,9999-12-31
0003000420,FLVN01,2026-06-14,9999-12-31
0003000421,FLVN00,2023-03-17,9999-12-31
0003000421,FLVN01,2023-03-17,9999-12-31
0003000422,FLVN00,2026-05-28,9999-12-31
0003000422,FLVN01,2026-05-28,9999-12-31
0003000423,FLVN00,2020-06-07,9999-12-31
0003000423,FLVN01,2020-06-07,9999-12-31
0003000424,FLVN00,2017-05-14,9999-12-31
0003000424,FLVN01,2017-05-14,9999-12-31
0003000425,FLVN00,2017-06-18,9999-12-31
0003000425,FLVN01,2017-06-18,9999-12-31
0003000426,FLVN00,2018-02-16,9999-12-31
0003000426,FLVN01,2018-02-16,9999-12-31
0003000427,FLVN00,2019-06-06,9999-12-31
0003000427,FLVN01,2019-06-06,9999-12-31
0003000428,FLVN00,2025-04-03,9999-12-31
0003000428,FLVN01,2025-04-03,9999-12-31
0003000429,FLVN00,2019-02-15,9999-12-31
0003000429,FLVN01,2019-02-15,9999-12-31
0003000430,FLVN00,2020-09-27,9999-12-31
0003000430,FLVN01,2020-09-27,9999-12-31
0003000431,FLVN00,2023-08-30,9999-12-31
0003000431,FLVN01,2023-08-30,9999-12-31
0003000432,FLVN00,2023-04-12,9999-12-31
0003000432,FLVN01,2023-04-12,9999-12-31
0003000433,FLVN00,2020-08-24,9999-12-31
0003000433,FLVN01,2020-08-24,9999-12-31
0003000434,FLVN00,2019-10-31,9999-12-31
0003000434,FLVN01,2019-10-31,9999-12-31
0003000435,FLVN00,2027-04-20,9999-12-31
0003000435,FLVN01,2027-04-20,9999-12-31
0003000436,FLVN00,2025-08-21,9999-12-31
0003000436,FLVN01,2025-08-21,9999-12-31
0003000437,FLVN00,2021-03-02,9999-12-31
0003000437,FLVN01,2021-03-02,9999-12-31
0003000438,FLVN00,2018-07-27,9999-12-31
0003000438,FLVN01,2018-07-27,9999-12-31
0003000439,FLVN00,2025-11-11,9999-12-31
0003000439,FLVN01,2025-11-11,9999-12-31
0003000440,FLVN00,2016-10-26,9999-12-31
0003000440,FLVN01,2016-10-26,9999-12-31
0003000441,FLVN00,2022-02-17,9999-12-31
0003000441,FLVN01,2022-02-17,9999-12-31
0003000442,FLVN00,2024-07-05,9999-12-31
0003000442,FLVN01,2024-07-05,9999-12-31
0003000443,FLVN00,2019-08-25,9999-12-31
0003000443,FLVN01,2019-08-25,9999-12-31
0003000444,FLVN00,2018-12-14,9999-12-31
0003000444,FLVN01,2018-12-14,9999-12-31
0003000445,FLVN00,2024-12-09,9999-12-31
0003000445,FLVN01,2024-12-09,9999-12-31
0003000446,FLVN00,2021-10-16,9999-12-31
0003000446,FLVN01,2021-10-16,9999-12-31
0003000447,FLVN00,2020-01-21,9999-12-31
0003000447,FLVN01,2020-01-21,9999-12-31
0003000448,FLVN00,2018-05-23,9999-12-31
0003000448,FLVN01,2018-05-23,9999-12-31
0003000449,FLVN00,2017-03-25,9999-12-31
0003000449,FLVN01,2017-03-25,9999-12-31
0003000450,FLVN00,2010-05-18,9999-12-31
0003000450,FLVN01,2010-05-18,9999-12-31
0003000451,FLVN00,2017-08-01,9999-12-31
0003000451,FLVN01,2017-08-01,9999-12-31
0003000452,FLVN00,2022-06-21,9999-12-31
0003000452,FLVN01,2022-06-21,9999-12-31
0003000453,FLVN00,2024-09-30,9999-12-31
0003000453,FLVN01,2024-09-30,9999-12-31
0003000454,FLVN00,2022-07-24,9999-12-31
0003000454,FLVN01,2022-07-24,9999-12-31
0003000455,FLVN00,2021-12-23,9999-12-31
0003000455,FLVN01,2021-12-23,9999-12-31
0003000456,FLVN00,2018-09-15,9999-12-31
0003000456,FLVN01,2018-09-15,9999-12-31
0003000457,FLVN00,2013-08-23,9999-12-31
0003000457,FLVN01,2013-08-23,9999-12-31
0003000458,FLVN00,2016-07-26,9999-12-31
0003000458,FLVN01,2016-07-26,9999-12-31
0003000459,FLVN00,2023-05-24,9999-12-31
0003000459,FLVN01,2023-05-24,9999-12-31
0003000460,FLVN00,2026-04-06,9999-12-31
0003000460,FLVN01,2026-04-06,9999-12-31
0003000461,FLVN00,2017-08-30,9999-12-31
0003000461,FLVN01,2017-08-30,9999-12-31
0003000462,FLVN00,2025-02-03,9999-12-31
0003000462,FLVN01,2025-02-03,9999-12-31
0003000463,FLVN00,2019-03-14,9999-12-31
0003000463,FLVN01,2019-03-14,9999-12-31
0003000464,FLVN00,2024-05-12,9999-12-31
0003000464,FLVN01,2024-05-12,9999-12-31
0003000465,FLVN00,2025-04-10,9999-12-31
0003000465,FLVN01,2025-04-10,9999-12-31
0003000466,FLVN00,2017-01-16,9999-12-31
0003000466,FLVN01,2017-01-16,9999-12-31
0003000467,FLVN00,2022-02-27,9999-12-31
0003000467,FLVN01,2022-02-27,9999-12-31
0003000468,FLVN00,2026-04-09,9999-12-31
0003000468,FLVN01,2026-04-09,9999-12-31
0003000469,FLVN00,2025-01-09,9999-12-31
0003000469,FLVN01,2025-01-09,9999-12-31
0003000470,FLVN00,2018-08-05,9999-12-31
0003000470,FLVN01,2018-08-05,9999-12-31
0003000471,FLVN00,2026-02-12,9999-12-31
0003000471,FLVN01,2026-02-12,9999-12-31
0003000472,FLVN00,2010-01-01,9999-12-31
0003000472,FLVN01,2010-01-01,9999-12-31
0003000473,FLVN00,2022-02-11,9999-12-31
0003000473,FLVN01,2022-02-11,9999-12-31
0003000474,FLCU00,2025-07-22,9999-12-31
0003000474,FLCU01,2025-07-22,9999-12-31
0003000474,FLVN00,2026-01-27,9999-12-31
0003000474,FLVN01,2026-01-27,9999-12-31
0003000475,FLVN00,2025-06-17,9999-12-31
0003000475,FLVN01,2025-06-17,9999-12-31
0003000476,FLVN00,2023-04-30,9999-12-31
0003000476,FLVN01,2023-04-30,9999-12-31
0003000477,FLVN00,2022-10-17,9999-12-31
0003000477,FLVN01,2022-10-17,9999-12-31
0003000478,FLVN00,2017-03-24,9999-12-31
0003000478,FLVN01,2017-03-24,9999-12-31
0003000479,FLVN00,2024-09-25,9999-12-31
0003000479,FLVN01,2024-09-25,9999-12-31
0003000480,FLVN00,2025-09-30,9999-12-31
0003000480,FLVN01,2025-09-30,9999-12-31
0003000481,FLVN00,2023-03-18,9999-12-31
0003000481,FLVN01,2023-03-18,9999-12-31
0003000482,FLVN00,2016-06-10,9999-12-31
0003000482,FLVN01,2016-06-10,9999-12-31
0003000483,FLVN00,2022-10-26,9999-12-31
0003000483,FLVN01,2022-10-26,9999-12-31
0003000484,FLVN00,2022-09-25,9999-12-31
0003000484,FLVN01,2022-09-25,9999-12-31
0003000485,FLVN00,2023-08-03,9999-12-31
0003000485,FLVN01,2023-08-03,9999-12-31
0003000486,FLVN00,2023-02-18,9999-12-31
0003000486,FLVN01,2023-02-18,9999-12-31
0003000487,FLVN00,2022-10-31,9999-12-31
0003000487,FLVN01,2022-10-31,9999-12-31
0003000488,FLVN00,2024-05-01,9999-12-31
0003000488,FLVN01,2024-05-01,9999-12-31
0003000489,FLVN00,2020-02-15,9999-12-31
0003000489,FLVN01,2020-02-15,9999-12-31
0003000490,FLVN00,2024-11-29,9999-12-31
0003000490,FLVN01,2024-11-29,9999-12-31
0003000491,FLVN00,2010-12-22,9999-12-31
0003000491,FLVN01,2010-12-22,9999-12-31
0003000492,FLVN00,2020-09-10,9999-12-31
0003000492,FLVN01,2020-09-10,9999-12-31
0003000493,FLVN00,2022-10-20,9999-12-31
0003000493,FLVN01,2022-10-20,9999-12-31
0003000494,FLVN00,2021-12-02,9999-12-31
0003000494,FLVN01,2021-12-02,9999-12-31
0003000495,FLVN00,2026-07-24,9999-12-31
0003000495,FLVN01,2026-07-24,9999-12-31
0003000496,FLVN00,2019-05-16,9999-12-31
0003000496,FLVN01,2019-05-16,9999-12-31
0003000497,FLVN00,2022-10-09,9999-12-31
0003000497,FLVN01,2022-10-09,9999-12-31
0003000498,FLVN00,2021-11-20,9999-12-31
0003000498,FLVN01,2021-11-20,9999-12-31
0003000499,FLVN00,2014-03-01,9999-12-31
0003000499,FLVN01,2014-03-01,9999-12-31
0003000500,FLVN00,2019-10-08,9999-12-31
0003000500,FLVN01,2019-10-08,9999-12-31
0003000501,FLVN00,2022-09-22,9999-12-31
0003000501,FLVN01,2022-09-22,9999-12-31
0003000502,FLVN00,2023-04-20,9999-12-31
0003000502,FLVN01,2023-04-20,9999-12-31
0003000503,FLVN00,2017-03-22,9999-12-31
0003000503,FLVN01,2017-03-22,9999-12-31
0003000504,FLVN00,2022-02-17,9999-12-31
0003000504,FLVN01,2022-02-17,9999-12-31
0003000505,FLVN00,2020-09-19,9999-12-31
0003000505,FLVN01,2020-09-19,9999-12-31
0003000506,FLVN00,2022-03-22,9999-12-31
0003000506,FLVN01,2022-03-22,9999-12-31
0003000507,FLVN00,2020-10-31,9999-12-31
0003000507,FLVN01,2020-10-31,9999-12-31
0003000508,FLVN00,2020-05-11,9999-12-31
0003000508,FLVN01,2020-05-11,9999-12-31
0003000509,FLVN00,2016-07-02,9999-12-31
0003000509,FLVN01,2016-07-02,9999-12-31
0003000510,FLVN00,2021-02-16,9999-12-31
0003000510,FLVN01,2021-02-16,9999-12-31
0003000511,FLVN00,2026-07-22,9999-12-31
0003000511,FLVN01,2026-07-22,9999-12-31
0003000512,FLVN00,2019-09-06,9999-12-31
0003000512,FLVN01,2019-09-06,9999-12-31
0003000513,FLVN00,2024-11-23,9999-12-31
0003000513,FLVN01,2024-11-23,9999-12-31
0003000514,FLVN00,2025-12-03,9999-12-31
0003000514,FLVN01,2025-12-03,9999-12-31
0003000515,FLVN00,2023-10-30,9999-12-31
0003000515,FLVN01,2023-10-30,9999-12-31
0003000516,FLCU00,2024-06-07,9999-12-31
0003000516,FLCU01,2024-06-07,9999-12-31
0003000516,FLVN00,2026-07-03,9999-12-31
0003000516,FLVN01,2026-07-03,9999-12-31
0003000517,FLVN00,2021-05-30,9999-12-31
0003000517,FLVN01,2021-05-30,9999-12-31
0003000518,FLVN00,2019-12-26,9999-12-31
0003000518,FLVN01,2019-12-26,9999-12-31
0003000519,FLVN00,2022-10-22,9999-12-31
0003000519,FLVN01,2022-10-22,9999-12-31
0003000520,FLVN00,2017-06-29,9999-12-31
0003000520,FLVN01,2017-06-29,9999-12-31
0003000521,FLVN00,2018-11-29,9999-12-31
0003000521,FLVN01,2018-11-29,9999-12-31
0003000522,FLVN00,2020-10-04,9999-12-31
0003000522,FLVN01,2020-10-04,9999-12-31
0003000523,FLVN00,2018-02-18,9999-12-31
0003000523,FLVN01,2018-02-18,9999-12-31
0003000524,FLVN00,2026-05-22,9999-12-31
0003000524,FLVN01,2026-05-22,9999-12-31
0003000525,FLVN00,2016-06-27,9999-12-31
0003000525,FLVN01,2016-06-27,9999-12-31
0003000526,FLVN00,2026-02-12,9999-12-31
0003000526,FLVN01,2026-02-12,9999-12-31
0003000527,FLVN00,2019-05-23,9999-12-31
0003000527,FLVN01,2019-05-23,9999-12-31
0003000528,FLVN00,1900-01-01,9999-12-31
0003000528,FLVN01,1900-01-01,9999-12-31
0003000529,FLVN00,2018-04-10,9999-12-31
0003000529,FLVN01,2018-04-10,9999-12-31
0003000530,FLVN00,2023-06-24,9999-12-31
0003000530,FLVN01,2023-06-24,9999-12-31
0003000531,FLVN00,2018-06-06,9999-12-31
0003000531,FLVN01,2018-06-06,9999-12-31
0003000532,FLVN00,2018-12-18,9999-12-31
0003000532,FLVN01,2018-12-18,9999-12-31
0003000533,FLVN00,2020-03-21,9999-12-31
0003000533,FLVN01,2020-03-21,9999-12-31
0003000534,FLCU00,2019-03-21,9999-12-31
0003000534,FLCU01,2019-03-21,9999-12-31
0003000534,FLVN00,2022-04-08,9999-12-31
0003000534,FLVN01,2022-04-08,9999-12-31
0003000535,FLVN00,2019-09-07,9999-12-31
0003000535,FLVN01,2019-09-07,9999-12-31
0003000536,FLVN00,2026-08-01,9999-12-31
