LIFNR,BUKRS,AKONT,ZTERM,ZWELS,HBKID,SPERR,LOEVM
0000216338,3000,0000160100,NT30,U,,,
0000216779,1000,0000160100,0001,U,DB001,,
0000217506,3000,0000160100,Z060,TU,JPM01,,
0000218324,1000,0000160100,0001,,,,
0000219149,1000,0000160100,0001,S,CB001,,
0000219729,1000,0000160100,0001,S,CB001,,
0000219784,1000,0000160100,Z060,C,DB001,X,
0000220008,1000,0000160100,NT30,,,,
0000220328,1000,0000160100,0001,,,,
0000220525,1000,0000160100,Z060,U,CB001,,
0000220525,3000,0000160100,Z030,T,BOA01,,
0000221966,1000,0000160100,NT30,TU,,,
0000222229,1000,0000160100,Z030,TU,CB001,,
0000223023,1000,0000160100,Z030,TU,CB001,,
0000223207,1000,0000160100,Z014,T,DB001,,
0000223300,3000,0000160000,0001,C,BOA01,,
0000223421,1000,0000160100,,C,CB001,,
0000223421,3000,,Z030,TU,BOA01,,
0000224038,2000,0000160100,0001,S,BARC1,,
0000224090,1000,0000160100,NT30,,,,
0000224090,3000,0000160100,Z014,C,BOA01,,
0000224133,1000,0000160100,0001,T,CB001,,
0000224528,1000,0000160100,Z060,,,,
0000224968,1000,0000160100,0002,,,,
0000225196,1000,0000160100,0001,TU,DB001,,X
0000226389,2000,0000160100,NT30,,,X,
0000227762,1000,0000160100,Z060,U,DB001,,
0000227787,1000,0000160100,0002,,,,
0000227787,3000,0000160100,Z014,S,BOA01,X,
0000228009,1000,0000160100,Z030,TU,DB001,,
0000228009,3000,0000160100,Z030,U,BOA01,,
0000229007,1000,0000160100,Z060,C,CB001,,
0000229182,1000,0000160100,Z030,TU,DB001,,
0000229343,1000,0000160100,0001,C,CB001,,
0000229343,2000,0000160100,,,,,
0000229467,1000,0000160100,0002,T,BARC1,,
0000229583,1000,0000160100,Z030,C,DB001,,
0000229583,2000,0000160100,NT30,C,,,
0000229834,1000,0000160100,Z014,U,,,
0000230468,1000,,Z060,,,,
0000230468,2000,0000160100,9999,U,HSBC1,,
0000230581,1000,0000160100,Z014,T,CB001,,
0000231531,1000,0000160100,0001,,,,
0000231568,1000,0000160100,0001,U,CB001,,
0000231568,2000,0000160100,Z030,C,HSBC1,,
0000232058,3000,0000160100,NT30,S,,,
0000232543,1000,0000160100,Z030,T,DB001,,
0000232543,2000,0000160100,0002,TU,BARC1,,
0000233213,2000,0000160100,0002,S,HSBC1,,
0000234235,1000,0000160100,0002,,,,
0000234312,1000,0000160100,Z014,T,CB001,,
0000234500,1000,0000160100,Z060,U,,,
0000234500,3000,0000160100,NT30,U,JPM01,,
0000234586,2000,0000160100,Z030,TU,,,
0000234761,1000,0000160100,0001,C,DB001,,
0000235883,1000,0000160100,0001,TU,CB001,,
0000236282,1000,0000160100,NT30,U,CB001,,
0000236282,2000,0000160100,0002,C,HSBC1,,
0000236606,2000,0000160100,0001,S,BARC1,,
0000236639,1000,0000160100,Z014,,,,
0000236639,3000,0000160100,Z060,TU,JPM01,,
0000237029,1000,0000160100,0001,TU,DB001,,
0000237201,1000,0000160100,Z014,TU,DB001,X,
0000237201,2000,0000160100,NT30,T,BARC1,,
0000237514,2000,0000160100,Z030,U,BARC1,,
0000237514,3000,0000160100,Z014,U,JPM01,,
0000237780,1000,0000160100,0002,C,CB001,,
0000237780,2000,0000160100,0002,U,BARC1,,
0000237952,1000,0000160100,NT30,S,CB001,,
0000237952,3000,0000160100,NT30,T,,,
0000238779,1000,0000160100,Z014,C,CB001,,
0000238779,2000,0000160100,NT30,,,,
0000238910,1000,0000160100,,,,,
0000239239,1000,0000160100,Z014,U,,,
0000239582,1000,0000160100,Z060,S,DB001,,
0000239582,3000,0000160100,0001,T,JPM01,,
0000240253,1000,0000160100,Z030,,,,
0000240344,1000,0000160100,Z060,,,,
0000240344,2000,0000160100,0001,,,,
0000241151,2000,0000160100,NT30,TU,,X,
0000241460,1000,0000160100,0001,T,DB001,,
0000241688,1000,0000160100,Z014,T,CB001,,
0000241740,1000,0000160100,Z030,,,,
0000241740,2000,0000160100,0002,C,HSBC1,,
0000241769,2000,0000160100,Z060,,,,
0000241789,1000,0000160100,0002,C,CB001,,
0000242100,2000,0000160100,0001,S,,,
0000242409,1000,0000160100,Z014,U,,,
0000242869,3000,0000160100,0001,U,,,
0000243658,1000,0000160100,Z060,S,DB001,,
0000243925,1000,0000160100,Z030,TU,CB001,,
0000244033,1000,0000160100,Z060,TU,CB001,,
0000244269,1000,0000160100,0002,,,,
0000244289,1000,0000160100,Z030,TU,,,
0000244289,3000,0000160100,Z014,TU,BOA01,,
0000244853,1000,0000160100,0001,TU,DB001,,
0000245159,2000,0000160100,Z060,T,BARC1,,
0000245733,1000,0000160100,0002,U,CB001,,
0000245773,1000,0000160100,Z030,T,DB001,,
0000245962,1000,0000160100,0002,S,CB001,,
0000246009,1000,0000160100,Z030,U,CB001,,
0000246009,2000,0000160100,NT30,C,HSBC1,,
0000246244,3000,0000123456,Z014,TU,JPM01,,
0000246410,1000,0000160100,0001,U,,,
0000246416,1000,0000160100,Z030,S,CB001,,
0000247015,2000,0000160100,0001,T,HSBC1,,
0000247133,1000,0000160100,Z014,S,CB001,,
0000247133,3000,0000160100,Z030,C,BOA01,,
0000247209,1000,0000160100,Z030,C,CB001,,
0000247369,2000,0000160100,Z060,T,BARC1,,
0000247380,2000,0000160100,Z060,U,BARC1,,
0000247380,3000,0000160100,0001,S,BOA01,,
0000247734,1000,0000160100,0002,,,,
0000247734,3000,0000160100,Z060,,,,
0000248032,3000,0000160100,0002,,,,
0000248105,1000,0000160100,Z030,C,,,
0000248228,1000,0000160100,0002,T,CB001,,
0000248756,1000,0000160100,NT30,TU,,,
0000248823,1000,0000160100,Z030,,,,
0000248827,1000,0000160100,Z030,,,,
0000249250,1000,,0002,,,,
0000249419,2000,0000160100,0001,,,,
0000249479,1000,0000160100,Z060,T,DB001,,
0000250411,3000,0000160100,0001,,,,
0000250798,1000,0000160100,0001,C,,,
0000250866,1000,0000123456,Z030,T,,,
0000250934,1000,0000160100,Z030,TU,DB001,,
0000250934,3000,0000160100,NT30,C,JPM01,,
0000251045,3000,0000160100,0001,TU,,,
0000251067,2000,0000160100,Z030,TU,BARC1,,
0000251392,1000,0000160100,Z030,U,DB001,,
0000251407,1000,0000160100,Z030,TU,CB001,,
0000251407,2000,0000160100,Z030,TU,HSBC1,,
0000253152,1000,0000160100,Z030,T,,,
0000253383,1000,0000160100,0001,TU,CB001,,
0000253383,2000,0000160100,Z060,U,BARC1,,
0000253613,1000,0000160100,NT30,C,,,
0000253840,1000,0000160100,0001,,,,
0000254278,1000,0000160100,Z060,,,,
0000254278,2000,0000160100,Z030,TU,BARC1,,
0000254754,2000,0000160100,0002,C,,,
0000254754,3000,0000160100,NT30,S,,,
0000254779,1000,0000160100,,,,,
0000255112,1000,0000160100,NT30,U,DB001,,
0000255112,3000,0000160100,Z030,TU,JPM01,,
0000255451,1000,0000160100,Z030,C,DB001,,
0000255909,1000,0000160100,Z060,,,,
0000255909,2000,0000160100,NT30,C,,,
0000255975,1000,0000160100,0001,T,CB001,,
0000256045,2000,0000160100,NT30,TU,HSBC1,,
0000256228,1000,0000160100,,,,,
0000256228,2000,0000160100,0002,,,,
0000256657,3000,0000160100,NT30,S,,,
0000256666,1000,0000160100,Z014,C,CB001,,
0000257325,1000,0000160100,Z030,T,DB001,,
0000257605,2000,0000160100,0001,U,BARC1,,
0000258848,1000,0000160100,0002,,,,
0000259205,1000,0000160100,Z030,C,CB001,,
0000259205,2000,0000160100,NT30,,,,
0000259262,1000,0000160100,Z014,C,CB001,,X
0000259440,2000,0000160100,NT30,S,HSBC1,,
0000259683,1000,0000160100,Z014,,,,
0000259683,2000,0000160100,NT30,TU,HSBC1,,
0000260254,3000,0000160100,Z014,T,,,
0000260808,1000,0000160100,,C,DB001,,
0000261094,1000,0000160100,Z014,,,,
0000261094,3000,0000160100,0001,S,JPM01,,
0000261213,2000,0000160100,0001,C,HSBC1,,
0000261463,3000,0000160100,NT30,S,JPM01,,
0000261465,1000,0000160100,Z030,,,,
0000261465,2000,0000160100,Z060,C,,,
0000261596,1000,0000160100,Z014,,,,
0000261917,2000,0000160100,0002,U,HSBC1,,
0000263263,1000,0000160100,0002,,,,
0000263263,1000,0000160100,0001,,,,
0000263591,1000,0000160100,Z014,TU,CB001,,
0000263638,1000,0000160100,0001,,,,
0000263638,2000,0000160100,0001,U,BARC1,,
0000263753,1000,0000160100,0002,C,,,
0000263779,1000,0000160100,0001,TU,,,
0000263883,1000,0000160100,0001,,,,
0000263883,2000,0000160100,NT30,T,HSBC1,,
0000264268,2000,0000160100,0001,U,BARC1,,
0000264328,1000,0000160100,0002,,,,
0000264847,2000,0000160100,Z014,T,,,
0000265023,1000,0000160100,,TU,,,
0000265577,2000,0000160100,NT30,T,,,
0000266236,2000,0000160100,0001,,,,
0000266286,1000,0000160100,NT30,T,DB001,,
0000266322,1000,0000160100,NT30,T,DB001,,
0000266322,2000,0000160100,NT30,T,HSBC1,,
0000266360,1000,0000160100,Z060,U,,,
0000267038,1000,0000160100,Z060,,,,
0000267106,1000,0000160100,Z014,S,CB001,,
0000267311,1000,0000160100,Z030,U,DB001,,
0000267362,1000,0000160100,Z030,,,,
0000267362,2000,0000160100,0002,C,HSBC1,,
0000267749,3000,0000160100,0001,C,BOA01,,
0000268122,1000,0000160100,0002,S,DB001,,
0000268415,1000,0000160100,0001,TU,DB001,,
0000268649,1000,0000160100,Z060,,,,
0000268649,2000,0000160100,0001,T,HSBC1,,
0000269713,1000,0000160100,NT30,C,CB001,,
0000270068,1000,0000160100,0001,U,CB001,,
0000270415,2000,0000160100,NT30,,,,
0000270571,1000,0000160100,0001,U,CB001,,
0000270808,1000,0000160100,0002,S,CB001,,
0000270808,2000,0000160100,NT30,U,BARC1,,
0000270845,1000,0000160100,Z030,C,,,
0000271258,2000,0000160100,Z030,,,,
0000271455,1000,0000160100,0001,U,DB001,,
0000271455,2000,0000160100,Z030,U,HSBC1,,
0000271647,1000,0000160100,Z014,,,,
0000271647,2000,0000160100,0002,,,,
0000272092,1000,0000160100,0001,S,CB001,,
0000272092,3000,0000160100,NT30,U,JPM01,,
0000272094,2000,0000160100,0001,C,,,
0000272185,1000,0000160100,Z060,C,DB001,,
0000272185,2000,0000160100,Z014,TU,HSBC1,,
0000272448,3000,0000160100,Z060,S,JPM01,,
0000272594,1000,0000160100,Z014,,,,
0000273886,1000,0000160100,0001,S,CB001,,
0000273886,3000,0000160100,NT30,,,,
0000274299,1000,0000160100,0001,C,CB001,,
0000274425,1000,0000160100,Z030,U,CB001,,
0000274425,2000,0000160100,0002,,,,
0000274462,1000,0000160100,0001,S,CB001,,
0000274633,1000,0000160100,0002,S,CB001,,
0000274732,2000,0000160100,Z030,,,,
0000274741,2000,0000160100,0001,S,BARC1,,
0000274741,3000,0000160100,0002,C,JPM01,,
0000274908,1000,0000160100,Z014,U,,,
0000274908,3000,0000160100,NT30,U,JPM01,,
0000275177,1000,0000160100,0002,,,,
0000275177,2000,0000160100,Z060,,,,
0000275710,1000,0000160100,Z030,C,DB001,,
0000275754,1000,0000160100,NT30,,,,
0000275754,2000,,NT30,C,HSBC1,,
0000275796,2000,0000160100,Z060,S,,,
0000275883,1000,0000160100,0002,,,,
0000275883,3000,0000160100,Z060,TU,JPM01,,
0000276032,3000,0000160100,NT30,C,BOA01,,
0000276084,1000,0000160100,0001,TU,DB001,,
0000276390,1000,0000160100,NT30,S,DB001,,
0000276809,2000,0000160100,Z060,T,,,
0000276999,1000,0000160100,Z030,,,,
0000276999,3000,0000160100,0002,U,BOA01,,
0000277184,1000,0000160100,0001,T,CB001,,
0000277333,1000,0000160100,0001,U,DB001,,
0000279047,2000,0000160100,Z014,S,BARC1,,
0000279615,1000,0000123456,0002,,,,
0000279660,3000,0000160100,Z030,,,,
0000279871,1000,0000160100,0002,T,DB001,,
0000279871,3000,0000160100,NT30,T,BOA01,,
0000281437,1000,0000160100,NT30,TU,,,
0000281975,2000,0000160100,Z030,,,,X
0000282904,1000,0000160100,Z014,T,CB001,,
0000283819,1000,0000160100,Z030,T,CB001,,
0000283822,1000,0000160100,NT30,U,,,
0000283822,3000,0000160100,Z060,,,,
0000283875,3000,0000160100,Z030,,,,
0000283978,1000,0000160100,0002,C,CB001,,
0000284007,1000,0000160100,NT30,S,,,
0000284018,3000,0000160100,Z060,C,,,
0000284210,1000,0000160100,Z060,TU,DB001,,
0000285160,1000,0000160100,NT30,S,CB001,,
0000285160,2000,0000160100,0001,,,,
0000285802,2000,0000160100,0001,U,HSBC1,,
0000285802,3000,0000160100,0001,C,JPM01,,
0000286207,2000,0000160100,Z030,S,,,
0000286270,1000,0000160100,0002,,,,
0000286800,1000,0000160100,Z014,,,,
0000287418,1000,0000160100,,U,DB001,,
0000287615,1000,0000160100,Z014,S,CB001,,
0000289080,1000,0000160100,0001,S,DB001,X,
0000289201,3000,0000160100,Z030,U,,,
0000289680,1000,0000160100,0002,C,,,
0000289680,2000,0000160100,0001,,,,
0000289872,1000,0000160100,Z014,,,,
0000290765,1000,0000160100,0001,,,,
0000290797,1000,0000160100,Z060,TU,DB001,,
0000290881,1000,0000160100,Z060,T,DB001,,
0000290881,2000,0000160100,0001,TU,,,
0000291002,3000,0000160100,Z014,,,,
0000291793,1000,0000160100,NT30,TU,DB001,,
0000292269,1000,0000160100,NT30,T,CB001,,
0000292567,1000,0000160100,NT30,S,DB001,,
0000293051,1000,0000160100,0002,S,,,
0000293051,2000,0000160100,Z060,,,X,
0000293323,2000,0000160100,Z060,U,,,
0000293446,1000,0000160100,Z030,C,DB001,,
0000293446,3000,0000160100,Z014,S,BOA01,,
0000293539,1000,0000160100,Z014,C,DB001,,
0000293551,2000,0000160100,Z030,TU,BARC1,,
0000293626,1000,0000160100,Z060,TU,CB001,,
0000294031,1000,0000160100,Z030,S,,,
0000294571,1000,0000160100,0002,TU,CB001,,
0000294612,1000,0000160100,Z030,,,,
0000294667,1000,0000160100,0002,,,,
0000295158,1000,0000160100,Z030,TU,CB001,,
0000295710,1000,0000160100,Z014,S,CB001,,
0000295710,3000,0000160100,0002,C,JPM01,,
0000296136,2000,0000160100,NT30,,,,
0000296136,3000,0000160100,Z060,TU,JPM01,,
0000296772,1000,0000160100,Z014,C,DB001,,
0000297299,1000,0000160100,NT30,U,DB001,,
0000297299,2000,0000160100,0002,TU,BARC1,,
0000297314,2000,0000160100,Z014,U,HSBC1,,
0000297367,1000,0000160100,0002,C,CB001,,
0000297611,1000,0000160100,Z030,C,CB001,,
0000297779,1000,0000160100,Z030,S,,,
0000298224,3000,0000160100,Z030,T,BOA01,,
0000298327,1000,0000160100,0001,T,CB001,,
0000298679,1000,0000160100,0002,S,DB001,,
0000298679,2000,0000160100,0002,,,,
0000299428,3000,0000160100,Z014,,,X,
0000299765,2000,0000160100,Z060,C,HSBC1,,
0000299765,3000,0000160100,Z014,C,,,
0000299877,1000,0000160100,NT30,C,CB001,,
0000299996,2000,0000160100,0001,S,HSBC1,,
0000299996,3000,0000160100,Z060,,,,
0000337019,1000,0000160200,0002,T,DB001,,
0000337019,2000,0000160200,Z030,,,,
0000354676,1000,0000160200,Z030,S,CB001,,
0000370227,1000,0000160200,Z014,U,CB001,,
0000377318,2000,0000160200,0002,S,HSBC1,,
0000398574,3000,0000160200,Z060,C,BOA01,,
0000402712,1000,0000160000,Z014,S,DB001,,
0000402712,3000,0000160000,Z030,C,JPM01,,
0000403760,1000,0000160000,NT30,TU,CB001,,
0000403760,2000,0000160000,Z060,,,,
0000403982,1000,0000160000,0001,,,,
0000403982,3000,0000160000,0001,C,JPM01,,
0000404393,2000,0000160000,0001,U,HSBC1,,X
0000405048,1000,0000160000,0001,C,DB001,,
0000406870,1000,0000160000,NT30,TU,,,
0000407526,1000,0000160000,Z014,T,DB001,,
0000407526,2000,0000160000,0002,,,,
0000407527,1000,0000160000,0001,T,DB001,,
0000409000,1000,0000160000,Z060,S,DB001,,
0000409196,1000,0000160000,Z030,C,DB001,,
0000410029,1000,0000160000,Z014,TU,DB001,,
0000411522,1000,0000160000,0001,,,,
0000412888,1000,0000160000,Z060,TU,,,
0000413392,1000,0000160000,Z060,T,DB001,,
0000415321,1000,0000160000,0002,S,DB001,,
0000415321,3000,0000160000,Z030,TU,JPM01,,
0000415333,2000,0000160000,Z014,U,BARC1,,
0000415333,3000,0000160000,NT30,U,BARC1,,
0000415640,1000,0000160000,0002,T,CB001,,
0000416436,1000,0000160000,Z014,C,CB001,,
0000416682,1000,0000160000,0002,C,,,
0000416996,1000,0000160000,Z014,,,,
0000417281,2000,0000160000,0002,,,,
0000418180,1000,0000160000,NT30,U,CB001,,
0000419681,1000,0000160000,NT30,,,,
0000419816,1000,0000160000,Z060,,,,
0000420802,1000,0000160000,0002,U,DB001,,
0000421202,1000,0000160000,Z030,,,,
0000421249,1000,0000160000,NT30,T,DB001,,
0000425220,1000,0000160000,Z014,U,DB001,,
0000425561,1000,0000160000,Z030,,,,
0000427738,1000,,Z060,S,DB001,,
0000427738,2000,0000160000,0001,S,HSBC1,,
0000428350,1000,0000160000,Z030,,,X,
0000430201,1000,0000160000,Z030,C,CB001,,
0000431709,1000,0000160000,NT30,T,DB001,,
0000433561,1000,0000160000,0001,,,,
0000434074,1000,0000160000,Z030,U,CB001,,
0000436048,1000,0000160000,Z030,U,JPM01,,
0000437574,1000,0000160000,Z030,U,,,
0000438431,1000,0000160000,0001,C,CB001,,
0000438431,2000,0000160000,Z030,S,BARC1,,
0000438811,3000,0000160000,Z014,,,,
0000439604,2000,0000160000,NT30,U,HSBC1,,
0000439976,1000,0000160000,Z030,,,,
0000439976,2000,0000160000,Z030,T,HSBC1,,
0000440584,1000,0000160000,0002,TU,CB001,,
0000440584,3000,0000160000,0001,,,,
0000441382,1000,0000160000,Z030,S,DB001,,
0000441866,1000,0000160000,0001,T,,,
0000441866,3000,0000160000,0001,,,,
0000442683,1000,0000160000,0001,C,CB001,,
0000443700,1000,0000160000,NT30,S,DB001,,
0000443700,2000,0000160000,0001,T,,,
0000443782,1000,0000160000,NT30,S,,,
0000443782,3000,0000160000,0002,TU,JPM01,,
0000447462,1000,0000160000,0002,C,DB001,,
0000449266,1000,0000160000,Z014,TU,CB001,,
0000449575,1000,0000160000,Z030,,,,
0000449575,3000,0000160000,Z014,TU,JPM01,,
0000449923,1000,0000160000,Z030,U,CB001,,
0000450030,1000,0000160000,Z060,,,,
0000450095,1000,0000160000,NT30,,,,
0000450160,1000,0000160000,NT30,,,,
0000450160,3000,0000160000,Z060,TU,,,
0000450928,1000,0000160000,0001,,,,
0000453034,1000,,Z014,T,CB001,,
0000453034,2000,0000160000,Z030,,,,
0000453392,1000,0000160000,0001,U,DB001,,
0000453745,1000,0000160000,Z060,C,CB001,,
0000453981,1000,0000123456,NT30,TU,DB001,,
0000454342,1000,0000160000,,,,,
0000455023,1000,0000160000,0002,S,CB001,,
0000459238,2000,0000160000,Z030,U,BARC1,,
0000459339,2000,0000160000,NT30,S,BARC1,,
0000459339,3000,0000160000,0001,T,JPM01,,
0000461990,1000,0000160000,Z030,U,CB001,,
0000462137,1000,0000160000,Z030,S,,,
0000462137,2000,0000160000,Z014,C,,,
0000462277,1000,0000160000,Z030,S,,,
0000462679,1000,,NT30,C,CB001,,
0000462679,2000,0000160000,0001,U,HSBC1,,
0000462679,2000,0000160000,0002,U,HSBC1,,
0000463168,1000,0000160000,Z014,U,CB001,,
0000464404,1000,0000160000,Z060,U,,,
0000464800,1000,0000160000,NT30,T,CB001,,
0000465117,1000,0000160000,Z014,C,,,
0000465117,3000,0000160000,Z060,,,,
0000465202,1000,0000160000,0001,U,DB001,,
0000465673,1000,0000160000,NT30,U,,,
0000465673,2000,0000160000,Z060,TU,BARC1,,
0000466855,1000,0000160000,Z060,S,DB001,,
0000467256,1000,0000160000,Z030,T,DB001,,
0000467707,1000,0000160000,NT30,TU,CB001,,
0000467707,3000,0000160000,0001,TU,BOA01,,
0000468978,1000,0000160000,0001,C,DB001,,
0000469457,1000,0000160000,NT30,,,,
0000474265,1000,0000160000,Z014,,,,
0000474265,3000,0000160000,NT30,S,JPM01,,
0000475210,1000,0000160000,Z014,,,,
0000475210,3000,0000160000,0001,U,JPM01,,
0000476019,1000,0000160000,Z014,,,,
0000476019,3000,0000160000,Z030,U,BOA01,X,
0000478592,2000,0000160000,NT30,U,BARC1,,
0000478592,3000,,0002,T,JPM01,,
0000479499,2000,0000160000,Z014,S,,,
0000479610,1000,0000160000,Z030,,,,
0000480953,1000,0000160000,Z014,TU,DB001,,
0000481449,1000,0000160000,0001,U,DB001,,
0000482314,1000,0000160000,NT30,,,,
0000482335,1000,0000160000,Z030,TU,DB001,,
0000482335,2000,0000160000,Z060,S,,,
0000482489,1000,0000160000,0002,C,DB001,,
0000483532,1000,0000160000,Z060,TU,CB001,,
0000483860,2000,0000160000,NT30,C,,,
0000484170,1000,0000160000,0001,T,CB001,,
0000484180,3000,0000160000,NT30,TU,BOA01,,
0000485382,1000,0000160000,Z030,T,CB001,,
0000485382,2000,0000160000,Z060,S,HSBC1,,
0000485843,1000,0000160000,Z030,T,CB001,,
0000485843,3000,0000160000,0002,TU,BOA01,,
0000486101,1000,0000160000,Z060,C,DB001,,
0000486312,1000,0000160000,Z014,T,DB001,,
0000489654,1000,0000160000,0002,U,,,
0000492087,1000,0000160000,0001,U,CB001,,
0000494282,1000,0000160000,0002,S,DB001,,
0000494473,1000,0000160000,Z060,U,CB001,,
0000495221,1000,0000160000,0002,,,,
0000495221,2000,0000160000,Z030,,,,
0000495244,1000,0000160000,Z060,C,CB001,,
0000495926,1000,0000160000,0001,TU,,,
0000497716,1000,0000160000,Z014,S,DB001,,
0000497716,3000,0000160000,0001,C,,,
0000498972,2000,0000160000,0001,U,HSBC1,,
0000500258,1000,0000161000,Z060,T,CB001,,
0000500258,3000,0000161000,Z014,,,,
0000504244,1000,0000161000,NT30,S,DB001,,
0000504244,2000,0000161000,Z014,T,HSBC1,,
0000511454,1000,0000161000,Z030,C,CB001,,
0000513350,1000,0000161000,NT30,,,,
0000516107,1000,0000161000,NT30,,,,
0000521680,1000,0000161000,0002,U,,,
0000523241,1000,0000161000,Z014,T,DB001,,
0000523241,3000,0000161000,NT30,,,,
0000530080,1000,0000161000,Z014,,,,
0000530080,3000,0000161000,NT30,TU,,,
0000530883,1000,0000161000,0001,T,,,
0000530883,2000,0000161000,0002,C,HSBC1,,
0000536025,1000,0000161000,0002,T,DB001,,
0000536137,1000,0000161000,Z014,T,DB001,,
0000543213,1000,0000161000,Z030,TU,CB001,,
0000543213,3000,0000161000,Z030,T,BOA01,,
0000544807,1000,0000161000,0001,TU,DB001,,
0000551044,1000,0000161000,0001,C,CB001,,
0000553328,1000,0000161000,0001,C,CB001,,
0000553328,2000,0000161000,Z014,S,BARC1,,
0000572903,1000,0000161000,9999,T,CB001,,
0000572903,2000,0000161000,Z030,U,HSBC1,,
0000578970,1000,0000161000,Z060,TU,CB001,,
0000586304,1000,0000161000,0001,TU,DB001,,
0000589666,1000,0000161000,NT30,U,DB001,,
0000589666,3000,0000161000,0002,S,JPM01,,
0000590938,1000,0000161000,Z060,S,CB001,,
0000595491,1000,0000161000,Z030,T,DB001,,
0000597947,1000,0000161000,0002,S,DB001,,
0000909466,3000,0000160000,Z030,T,DB001,,
0000916641,1000,0000160000,Z014,T,DB001,,
0000921371,1000,0000160000,NT30,T,DB001,,
0000928275,3000,0000160000,Z030,T,DB001,,
0000932556,1000,0000160000,Z030,T,DB001,,
0000933020,1000,0000160000,0002,T,DB001,,
0000938163,2000,0000160000,0001,T,DB001,,
0000942679,2000,0000160000,Z030,T,DB001,,
0000949655,1000,0000160000,NT30,T,DB001,,
0000963201,1000,0000160000,0002,T,DB001,,
0000968394,2000,0000160000,Z030,T,DB001,,
0000975886,1000,0000160000,0002,T,DB001,,
