LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000076264,LIEF,"Shanghai Huayang-Lixin Hardware Co., Ltd.",Branch Office,SHANGHAIHU,"Building 58, Xingye Road",Shanghai,200187,CN,ZH,+86 769 589 2580,purchasing@shanghai-huayang.com.cn,91065317JOWHQV41R5,,,2016-04-01
0000076274,KRED,Martin Schwarzwald GmbH & Co. KG,,MARTINSCHW,Carl-Benz-Straße 137,Essen,45203,DE,DE,+49 89 2172 4214,service@martin-schwarzwald.de,DE708710366,,,2014-06-12
0000076324,KRED,Martin Osterbach GmbH,,MARTINOSTE,Am Handelshof 202,Münster,,DE,DE,+49 421 228 0374,service@martin-osterbach.de,DE179161141,,,2014-02-23
0000076460,DIEN,Osterbach Ladenbau & Partner GmbH,,OSTERBACH,Otto-Hahn-Straße 92,Frankfurt am Main,60363,DE,DE,+49 40 3613 0188,,,,,2016-04-01
0000076516,DIEN,Schwarzwald Logistik e.K.,,SCHWARZWAL,Gewerbepark 85,Dresden,01137,DE,DE,+49 30 9085 6775,kontakt@schwarzwald-logistik.de,DE818556012,,,2011-01-08
0000076542,DIEN,Tannhof-Donautal Reinigung GmbH,,TANNHOFDON,Gewerbepark 7,Köln,50733,DE,DE,+49 221 757 8138,einkauf@tannhof-donautal.de,DE420516274,,,2016-04-01
0000076620,DIEN,Meridian Technologies & Partner Co.,,MERIDIANTE,239 Industrial Parkway,Newark,07109,US,EN,+1 206 555 9251,ap@meridian-technologies.com,34-3479782,,,2016-04-01
0000076665,KRED,Lindner-Hanse Sicherheit GmbH,,LINDNERHAN,Bahnhofstraße 25,Berlin,10120,DE,DE,+49 711 788 4401,office@lindner-hanse.de,DE999059034,,,2016-04-01
0000076693,DIEN,Schönfeld & Mühlbach GmbH,,SCHONFELD,Gewerbepark 191,Nürnberg,90473,,DE,+49 421 355 3793,vertrieb@schonfeld-muhlbach.de,DE052393884,,,2012-03-24
0000076696,KRED,Kranich Elektronik & Partner GmbH,,KRANICH EL,Gewerbepark 109,Leipzig,04150,DE,DE,+49 30 5505 1361,kontakt@kranich-elektronik.de,DE801386914,,,2010-09-05
0000076728,LIEF,Marchetti Tessile S.r.l.,,MARCHETTI,Via Giuseppe Verdi 164,Torino,10159,IT,IT,+39 081 6323 5777,,IT58342482451,,,2016-04-01
0000076748,LIEF,Castaño Distribución S.A.,,CASTANODIS,Avenida de la Constitución 16,Madrid,28007,ES,ES,+34 93 684 8252,office@castano-distribucion.es,ESI8808789M,,,2016-04-01
0000076970,KRED,Sonnenfeld Logistik GmbH,Logistikzentrum Ost,SONNENFELD,Bahnhofstraße 92,Essen,45216,DE,DE,+49 69 8697 2154,verwaltung@sonnenfeld-logistik.de,DE439397673,,,2010-04-29
0000076971,KRED,Steinhaus-Elbtal Systeme GmbH,Werk Nord,STEINHAUSE,Lindenallee 205,Hamburg,20109,DE,DE,+49 89 3252 0017,,DE025594988,,,2016-04-01
0000077024,KRED,Adler Elektronik & Partner GmbH,c/o Zentralregulierung Nord,ADLER ELEK,Bahnhofstraße 29,Köln,50749,DE,DE,./.,info@adler-elektronik.de,DE306781556,X,,2009-05-24
0000077033,DIEN,Julia Greystone Ltd,,JULIAGREYS,"Unit 51, Kingsway Business Park",,W1F 1GF,GB,EN,+44 141 886 1741,admin@julia-greystone.co.uk,GB435325232,,X,2016-04-01
0000077074,LIEF,Bragança Comércio S.A.,,BRAGANCA C,Avenida da Liberdade 157,Braga,4700-044,PT,EN,+351 21 236 3378,braganca-comercio.pt,PT990832651,,,2012-06-16
0000077254,KRED,BUHLER SICHERHEIT & PARTNER E.K.,,BUHLERSICH,ROBERT-BOSCH-STRASSE 100,FRANKFURT AM MAIN,60331,DE,DE,+49 30 6653 6364,vertrieb@buhler-sicherheit.de,DE 138 688335,,,2016-04-01
0000077270,DIEN,Kaltenbach Sicherheit & Partner e.K.,,KALTENBACH,Otto-Hahn-Straße 101,Nürnberg,90468,DE,DE,+49,rechnung@kaltenbach-sicherheit.de,DE478566555,,,2016-04-01
0000077291,LIEF,Yardley Shopfitting LLC,Unit 2,YARDLEY SH,146 Industrial Parkway,Los Angeles,90028,US,EN,+1 404 555 2566,accounts@yardley-shopfitting.com,32-1733638,,,2010-02-25
0000077302,KRED,Lindner-Kaltenbach Getränke GmbH & Co. KG,,LINDNERKAL,Bahnhofstraße 76,Stuttgart,70237,DE,DE,+49 221 891 5457,buchhaltung@lindner-kaltenbach.de,DE571677335,,,2016-04-01
0000077376,LIEF,Trimurti-Shreeji Trading Private Limited,,TRIMURTISH,"SIDCO Industrial Estate, Unit 155",Ahmedabad,380053,IN,EN,+91 161 662 0943,orders@trimurti-shreeji.in,24XZNOU3857B1ZL,,,2014-01-09
0000077400,LIEF,Toros-Haliç Ambalaj A.Ş.,,TOROSHALIC,Atatürk Bulvarı No:68,İzmir,35220,TR,EN,+90 312 505 9691,purchasing@toros-halic.com.tr,6847774841,,,2012-01-19
0000077406,LIEF,"Guangzhou Mingda Textile Co., Ltd.",,GUANGZHOU,"Building 181, Xingye Road",Guangzhou,510062,CN,ZH,+86 21 3396 1336,sales@@guangzhou-mingda.com.cn,918709960OKCB1O1T5,,,2010-11-22
0000077435,LIEF,"Shenzhen Baolong Homeware & Partner Co., Ltd.",,SHENZHENBA,,Shenzhen,518014,CN,ZH,+86 592 395 2038,admin@shenzhen-baolong.com.cn,91192909OUB9ZHMAO3,,,2014-12-08
0000077475,DIEN,Duarte Servicios & Partner S.L.,,DUARTESERV,"Polígono Industrial Sur, Nave 84",Valencia,46037,ES,ES,+34 96 246 3323,contact@duarte-servicios.es,ESP6172004Z,,,2011-04-17
0000077503,KRED,Hochstätt Service AG,,HOCHSTATT,Carl-Benz-Straße 94,Leipzig,04115,DE,DE,+49 511 792 5651,service@hochstatt-service.de,DE965191291,,,2016-04-01
0000077556,LIEF,Hollingwood Foods Ltd,,HOLLINGWOO,"Unit 159, Kingsway Business Park",Birmingham,B7 1DS,GB,EN,+44 141 937 0796,export@hollingwood-foods.co.uk,GB207506775,,,2016-04-01
0000077557,KRED,Nordwind-Westphal Service GmbH,,NORDWINDWE,Am Handelshof 216,Frankfurt am Main,60373,DE,DE,+49 341 623 9462,verwaltung@nordwind-westphal.de,DE958333664,X,,2016-04-01
0000077639,KRED,Elbtal Sicherheit AG,,ELBTALSICH,Bahnhofstraße 135,München,80378,DE,DE,+49 421 603 9042,office@elbtal-sicherheit.de,DE772245683,,,2012-08-31
0000077705,LIEF,"Shanghai Baolong Footwear Co., Ltd.",,SHANGHAI B,"Building 83, Xingye Road",Shanghai,200164,CN,ZH,+86 21 2397 2393,office@shanghai-baolong.com.cn,91516445TMWPBLH6T6,,,2016-04-01
0000077712,KRED,  Donautal  Sicherheit GmbH & Co. KG ,,DONAUTALSI,Fabrikweg 33,Nürnberg,90423,DE,DE,+49 211 604 7207,buchhaltung@donautal-sicherheit.de,DE081497630,,,2016-04-01
0000077750,LIEF,Ourcq Électronique S.A.,,OURCQ ELEC,159 Rue du Commerce,Nantes,44028,FR,XX,+33 1 7067 8667,facturation@ourcq-electronique.fr,FR55059442541,,,2016-04-01
0000077866,KRED,Sonnenfeld Frischdienst GmbH,,SONNENFELD,Gewerbepark 121,Hannover,30213,DE,DE,+49 69 7781 7636,einkauf@sonnenfeld-frischdienst.de,DE820864921,,,2016-04-01
0000077886,LIEF,Crestwood & Longacre Ltd,,CRESTWOOD,144 Mill Lane,Birmingham,B7 0EJ,GB,EN,+44 161 862 4081,contact@crestwood-longacre.co.uk,GB272974420,,,2009-02-06
0000077902,LIEF,Thornbury-Quarrymill Print PLC,,THORNBURYQ,"Unit 99, Kingsway Business Park",Leeds,LS1 3HJ,GB,EN,+44 141 620 0041,admin@thornbury-quarrymill.co.uk,GB922530039,,,2012-10-26
0000077985,LIEF,Yıldız Deri A.Ş.,,YILDIZ DER,"227. Sokak, Merter",İstanbul,34052,TR,EN,+90 312 761 0316,contact@yıldız-deri.com.tr,8339084703,,,2016-04-01
0000077998,LIEF,Deverill Technologies Ltd,,DEVERILL T,"Unit 190, Riverside Industrial Estate",Birmingham,B7 0XS,GB,EN,+44 117 757 3631,purchasing@deverill-technologies.co.uk,GB332947613,,,2016-04-01
0000078015,LIEF,Stanmore-Larkfield Trading Inc.,Export Department,STANMORELA,165 Airport Road,Newark,07155,US,EN,+1 206 555 7425,orders@stanmore-larkfield.com,,,,2016-04-01
0000078039,DIEN,RICCIARDI-SALVATORI COMMERCIALE S.R.L.,,RICCIARDIS,VIALE DELLA REPUBBLICA 144,Napoli,80158,IT,IT,+39 02 8851 92415,purchasing@ricciardi-salvatori.it,IT44214437637,,,2016-04-01
0000078064,LIEF,Zawadzki Handel Sp. z o.o.,,ZAWADZKI H,ul. Handlowa 157,Poznań,60-877,PL,EN,+48 22 220 1125,,PL3394917244,,,2016-04-01
0000078102,LIEF,"Shenzhen Haiyu-Meilin Hardware Co., Ltd.",,SHENZHENHA,No. 176 Zhenhai Industrial Zone,Shenzhen,518008,CN,ZH,+86 755 856 7890,contact@shenzhen-haiyu.com.cn,91940171XXT2EZXDE1,,,2013-07-30
0000078165,LIEF,Bartosz Dystrybucja Sp. z o.o.,,BARTOSZ DY,,Wrocław,50-834,PL,EN,+48 58 998 6257,,PL0368409272,,,2009-10-07
0000078192,KRED,Bühler & Sonnenfeld GmbH,,BUHLERSONN,Hafenstraße 171,Stuttgart,70184,DE,DE,+49 341 201 3124,service@buhler-sonnenfeld.de,DE764956967,,,2016-04-01
0000078196,LIEF,"Ningbo Ruiyang Textile Co., Ltd",,NINGBO RUI,No. 2 Jinshan Road,Ningbo,315076,CN,RU,,admin@ningbo-ruiyang.com.cn,91276609ZTF1W5BEI0,X,X,2015-02-11
0000078214,DIEN,Barcelo & Jiménez S.L.,,BARCELOJIM,Calle Industria 106,Madrid,28031,ES,ES,+34 93 272 9684,info@barcelo-jimenez.es,ESV2024003U,,,2016-04-01
0000078282,LIEF,Salvatori Stampa & Partner S.p.A.,,SALVATORI,Via Giuseppe Verdi 109,Roma,00156,IT,IT,+39 06 8420 46006,office@salvatori-stampa.it,IT43755776577,,,2016-04-01
0000078284,LIEF,"Kim Son & Bao Tin Co., Ltd",,KIM SON BA,"Lot 55, Song Than Industrial Zone",Da Nang,550703,VN,EN,+84 236 939 0556,purchasing@kim-son.com.vn,7712043984,,,2013-11-06
0000078304,DIEN,Falkenstein Textil AG,,FALKENSTEI,Carl-Benz-Straße 162,Essen,45193,DE,DE,+49 211 246 0088,service@falkenstein-textil.de,DE983655213,,,2015-08-06
0000078326,KRED,Rheinland Druck GmbH,,RHEINLAND,Hauptstraße 229,Stuttgart,70192,DE,DE,+49 221 313 0677,export@rheinland-druck.de,DE500953997,,,2014-07-22
0000078342,DIEN,Lacroix Technologies SAS,,LACROIX TE,42 Avenue de la République,Nantes,44019,FR,FR,+33 4 2300 3863,facturation@lacroix-technologies.fr,FR53428991619,,,2016-04-01
0000078358,LIEF,"Guangzhou Antai & Lixin Co., Ltd.",,GUANGZHOU,"Block 199, Longgang District",Guangzhou,510043,CN,ZH,+86 755 480 1764,admin@guangzhou-antai.com.cn,91053224YF4H4PEYE8,,,2011-05-19
0000078359,LIEF,  Sophie  Kirkstall Limited ,,SOPHIE KIR,"Unit 88, Kingsway Business Park",Bristol,BS2 9GX,GB,EN,+44 113 402 2643,purchasing@sophie-kirkstall.co.uk,GB234654203,,,2016-04-01
0000078435,LIEF,Schouten & Terlouw B.V.,,SCHOUTEN T,Handelskade 136,Eindhoven,5668 XN,NL,EN,+31 20 521 0533,export@schouten-terlouw.nl,NL625692841B71,,,2014-06-29
0000078440,LIEF,Thibault & Valmy S.A.,,THIBAULT V,232 Chemin des Vignes,Lille,59007,FR,FR,+33 3 5341 1012,,FR74385993487,,,2016-04-01
0000078489,KRED,Osterbach Lebensmittel GmbH,,OSTERBACH,Industriestraße 122,Stuttgart,70181,DE,DE,+49 69 7110 7404,kontakt@osterbach-lebensmittel.de,DE569848460,,,2015-05-16
0000078491,DIEN,Cieślak Tekstylia Sp. z o.o.,,CIESLAK TE,ul. Przemysłowa 24,Kraków,30-085,PL,EN,+48 12 630 6908,billing@cieslak-tekstylia.pl,PL2852357800,,,2016-01-19
0000078492,LIEF,Granville Systems Inc.,,GRANVILLE,145 Industrial Parkway,Dallas,75225,US,EN,+1 973 555 4387,contact@granville-systems.com,91-5879849,,,2011-08-27
0000078548,KRED,Osterbach Service AG,,OSTERBACH,Zur Mühle 2,Dortmund,44150,DE,DE,+49 421 425 2674,,DE278107451,,,2014-11-14
0000078603,LIEF,Dunmore & Vantage PLC,,DUNMORE VA,"Unit 193, Kingsway Business Park",Manchester,M1 9HR,GB,EN,+44 113 735 2666,,GB481888361,,,2016-04-01
0000078630,DIEN,Valmy Électronique & Partner SAS,,VALMY ELEC,"ZI Nord, Lot 30",Nantes,44030,FR,FR,+33 1 5704 3842,info@valmy-electronique.fr,FR06642387614,,,2015-06-26
0000078683,KRED,BRENNER LADENBAU AG,,BRENNER LA,HAFENSTRASSE 122,Wien,1012,AT,DE,+43 662 626339,service@brenner-ladenbau.at,ATU32787316,,,2016-04-01
0000078715,DIEN,Weissmann Handels & Partner AG,- Zweigniederlassung -,WEISSMANN,Lindenallee 109,Hamburg,20121,DE,DE,,info@weissmann-handels.de,DE295868146,,,2014-05-21
0000078946,KRED,Donautal & Nordwind GmbH,,DONAUTAL N,Zur Mühle 116,Bremen,28250,DE,DE,+49 69 8577 4642,vertrieb@donautal-nordwind.de,DE930339224,,,2014-06-02
0000078947,DIEN,Jansen Logistiek B.V.,,JANSEN LOG,Handelskade 164,Utrecht,3560 HJ,NL,EN,+31 20 327 6757,billing@jansen-logistiek.nl,NL112551432B82,,,2014-07-11
0000079064,LIEF,Ostrowski Logistyka Sp. z o.o.,,OSTROWSKIL,ul. Handlowa 135,Łódź,90-101,PL,EN,+48 71 474 2512,,PL5331587942,,,2016-04-01
0000079095,LIEF,"Shanghai Yuxin Industrial Co., Ltd.",Unit 2,SHANGHAIYU,"Block 45, Longgang District",Shanghai,200147,CN,ZH,+86 532 869 2093,finance@shanghai-yuxin.com.cn,91747149REJ1XYEKE4,,,2009-02-05
0000079101,DIEN,Steinhaus Technik AG,,STEINHAUS,Carl-Benz-Straße 65,Leipzig,04131,DE,DE,+49 40 5249 8255,vertrieb@steinhaus-technik.de,DE093860048,,,2016-04-01
0000079115,KRED,Martin Westphal GmbH,,MARTINWEST,Fabrikweg 107,Münster,48143,DE,DE,+49 511 390 3321,buchhaltung@martin-westphal.de,DE514477889,,,2015-08-11
0000079185,DIEN,Brenner-Haustein Kosmetik GmbH,,BRENNERHAU,Carl-Benz-Straße 59,Münster,48219,DE,DE,+49 40 7876 4218,export@brenner-haustein.de,DE672770784,,,2012-06-12
0000079293,LIEF,Northgate Technologies Ltd,,NORTHGATE,183 High Street,Bristol,BS1 1QS,GB,EN,+44 115 785 6217,finance@northgate-technologies.co.uk,GB754496904,,,2012-05-29
0000079303,KRED,Donautal & Adler GmbH,Verwaltung,DONAUTAL A,Industriestraße 13,Düsseldorf,40265,DE,DE,+49 711 418 3388,service@donautal-adler.de,DE490905822,,,2016-04-01
0000079432,KRED,Haustein Verpackungen & Partner e.K.,,HAUSTEIN V,Industriestraße 132,Hannover,30247,DE,DE,+49 421 709 9756,einkauf@haustein-verpackungen.de,DE024204282,X,,2016-04-01
0000079449,LIEF,"Hangzhou Zhenxing Toys Co., Ltd.",,HANGZHOU Z,No. 120 Zhenhai Industrial Zone,Hangzhou,310036,CN,ZH,+86 532 226 2531,orders@hangzhou-zhenxing.com.cn,914671627O2X3C9U29,,,2016-04-01
0000079496,KRED,Clara Steinhaus AG,c/o Zentralregulierung Nord,CLARA STEI,Carl-Benz-Straße 214,Stuttgart,70254,DE,DE,,einkauf@clara-steinhaus.de,DE629814212,,,2015-04-25
0000079556,LIEF,Padma Accessories Ltd.,,PADMA ACCE,183 Agrabad C/A,Gazipur,1726,BD,EN,+880 821 982570,finance@padma-accessories.com.bd,196134504-9332,,,2012-03-29
0000079583,LIEF,Greystone Furniture Ltd,,GREYSTONEF,"Unit 167, Riverside Industrial Estate",Birmingham,B7 7AR,GB,EN,+44 20 5867 3835,admin@greystone-furniture.co.uk,GB025296115,,,2014-04-13
0000079620,LIEF,Thomas Longacre Ltd,,THOMAS LON,110 Queens Road,Leeds,LS1 0PL,GB,EN,+44 121 654 8516,office@thomas-longacre.co.uk,GB240763224,,,2009-03-25
0000079680,LIEF,Trimurti Prints & Partner Pvt Ltd,,TRIMURTI P,237 Avinashi Road,Bengaluru,560031,IN,AR,+91 421 794 3351,ap@trimurti-prints.in,29MSAAV5617L1Z6,,,2010-02-12
0000079760,KRED,Donautal-Eichberg Elektronik e.K.,,DONAUTALEI,Otto-Hahn-Straße 23,Frankfurt am Main,60307,DE,DE,+49 711 945 0373,,DE948925651,,,2012-05-21
0000079764,KRED,  Peter  Vogel AG ,,PETER VOGE,Otto-Hahn-Straße 234,Köln,50684,DE,DE,+49 511 244 0112,export@peter-vogel.de,DE408086410,,,2016-04-01
0000079807,LIEF,Doubrava & Moravia a.s.,,DOUBRAVAMO,Tovární 114,Praha,110 14,CZ,EN,+420 2 5150 3102,admin@doubrava-moravia.cz,CZ71675992,,,2009-01-20
0000079823,KRED,Rheinland-Kranich Technik GmbH,,RHEINLANDK,Otto-Hahn-Straße 125,Dresden,01076,DE,DE,+49 221 740 7237,export@rheinland-kranich.de,DE868204186,,,2009-03-04
0000079850,KRED,Elbtal Frischdienst GmbH,,ELBTALFRIS,Zur Mühle 18,Bremen,28273,DE,DE,+49 40 2778 7278,office@elbtal-frischdienst.de,DE904743650,,,2009-07-30
0000079946,LIEF,Guimarães S.A.,Division Retail,GUIMARAESS,Avenida da Liberdade 17,Lisboa,1000-682,PT,EN,+351 253 513645,purchasing@guimaraes-s.pt,PT435472374,,,2010-03-24
0000079959,KRED,Rheinland & Bergmann GmbH,,RHEINLAND,Robert-Bosch-Straße 57,Düsseldorf,40286,DE,DE,,service@rheinland-bergmann.de,DE880271980,,,2016-04-01
0000079971,KRED,Reinhardt e.K.,,REINHARDT,Fabrikweg 159,Essen,45164,DE,AR,+49 221 460 1797,rechnung@reinhardt-e.de,DE195929705,,,2015-07-22
0000100048,KRED,Hanse-Elbtal Getränke GmbH,Werk Nord,HANSEELBTA,Lindenallee 31,Hannover,30236,DE,DE,+49 421 246 3236,einkauf@hanse-elbtal.de,DE512153607,,,2017-04-17
0000100393,KRED,  Kranich  & Maibach GmbH ,Logistikzentrum Ost,KRANICH MA,Fabrikweg 223,Düsseldorf,40274,DE,DE,+49 69 4609 5021,office@kranich-maibach.de,DE431594189,,,2021-11-27
0000100620,KRED,HochstÃ¤tt Handels GmbH & Co. KG,,HOCHSTATT,Fabrikweg 34,München,80397,DE,DE,+49 341 536 7970,office@hochstatt-handels.de,DE002296364,,,2018-12-21
0000101189,KRED,Nordwind-Bühler Handels e.K.,,NORDWINDBU,Hauptstraße 161,Münster,48170,DE,DE,+49 211 284 9594,info@nordwind-buhler.de,DE941407295,,,2021-06-07
0000101255,KRED,Schönfeld Lebensmittel SA,,SCHONFELDL,Werkstrasse 147,Zürich,8007,CH,DE,+41 31 521 0229,rechnung@schonfeld-lebensmittel.ch,CHE-322.027.585 MWST,,,2017-05-18
0000101940,KRED,Haustein GmbH,,HAUSTEINGM,Hauptstraße 198,Köln,50671,DE,DE,+49 221 451 6802,office@haustein.de,DE035149746,,,2021-06-06
0000101991,KRED,Kornblum AG,,KORNBLUM A,Fabrikweg 51,Nürnberg,90491,DE,DE,+49 511 324 3098,,DE545050036,,,2023-05-25
0000102437,KRED,Hochstätt-Sonnenfeld Ladenbau GmbH & Co. KG,,HOCHSTATTS,Carl-Benz-Straße 28,Essen,45197,DE,DE,+49 711 486 3218,rechnung@hochstatt-sonnenfeld.de,TBD,,,2021-11-28
0000102802,KRED,  Eichberg-Grünwald  Logistik GmbH ,,EICHBERGGR,Bahnhofstraße 40,Frankfurt am Main,60365,DE,DE,+49 89 5213 9832,rechnung@eichberg-grunwald.de,DE988853680,,,2021-08-03
0000103092,KRED,Eichberg Lebensmittel e.K.,,EICHBERGLE,Carl-Benz-Straße 144,Nürnberg,90464,DE,DE,+49 40 5386 9787,vertrieb@eichberg-lebensmittel.de,DE749125035,,,2023-10-16
0000103650,KRED,Kessler e.K.,,KESSLER EK,Zur Mühle 57,Dresden,01085,DE,DE,+49 30 3397 9788,buchhaltung@kessler-e.de,DE299751641,,,2019-09-03
0000104548,KRED,Elbtal Service AG,,ELBTAL SER,Fabrikweg 146,München,,DE,DE,+49 511 668 4161,info@elbtal-service.de,DE301919518,,,2023-01-02
0000104818,KRED,Adler Möbel & Partner GmbH,c/o Zentralregulierung Nord,ADLER MOBE,,Düsseldorf,40293,DE,DE,+49 711 706 9912,info@adler-mobel.de,DE259620567,,,2024-03-15
0000104905,KRED,Schönfeld Sicherheit GmbH & Co. KG,,SCHONFELDS,Otto-Hahn-Straße 166, MÜNSTER ,48199,DE,DE,+49 341 225 7338,,DE099496032,,,2024-12-04
0000105912,KRED,WESTPHAL & FALKENSTEIN GMBH & CO. KG,Logistikzentrum Ost,WESTPHALFA,OTTO-HAHN-STRASSE 223,Berlin,10147,DE,DE,+49 421 546 9652,rechnung@westphal-falkenstein.de,DE580366,,,2023-10-17
0000106098,KRED,Grünwald Frischdienst & Partner GmbH,,,Am Handelshof 37,Bremen,28281,DE,DE,+49 341 647 6020,kontakt@grunwald-frischdienst.de,DE150082224,,,2022-02-03
0000106702,KRED,Kessler Möbel e.K.,,KESSLER MO,Otto-Hahn-Straße 89,Dresden,01098,DE,DE,+49 89 7566 8923,export@kessler-mobel.de,,,,2025-05-05
0000106952,KRED,LINDNER GMBH,,LINDNER GM,FABRIKWEG 77,Stuttgart,70192,DE,DE,+49 711 600 9673,einkauf@lindner.de,DE507966927,,,2023-12-27
0000107166,KRED,Falkenstein Druck GmbH,,FALKENSTEI,Bahnhofstraße 110,Hannover,30238,DE,DE,+49 511 901 6001,verwaltung@falkenstein-druck.de,DE435095980,,,2017-01-13
0000108175,KRED,Maibach Ladenbau AG,,MAIBACHLAD,Robert-Bosch-Straße 76,Düsseldorf,40287,DE,DE,+49 30 4561 5895,,,,,2022-07-17
0000108413,KRED,Seibert GmbH,,SEIBERT GM,Hafenstraße 110,Dresden,01104,DE,DE,+49 69 7945 1314,office@seibert.de,DE850398619,,,2018-04-24
0000108472,KRED,Rheinland Reinigung AG,- Zweigniederlassung -,RHEINLANDR,Lindenallee 19,Dresden,01154,DE,DE,,einkauf@rheinland-reinigung.de,DE354062487,,,2024-01-24
0000108478,KRED,Reinhardt Kosmetik AG,,REINHARDTK,Carl-Benz-Straße 178,Salzburg,5025,AT,DE,+43 662 810406,office@reinhardt-kosmetik.at,ATU94801823,,,2019-06-10
0000108929,KRED,Schönfeld Technik GmbH,,SCHONFELD,Am Handelshof 205,Köln,50678,DE,DE,,einkauf@schonfeld-technik.de,DE693141538,,,2020-01-08
0000108979,KRED,Seibert-Brenner Textil GmbH,,SEIBERTBRE,Industriestraße 198,Stuttgart,70224,DE,DE,+49 421 597 3703,einkauf@seibert-brenner.de,DE735549446,,,2020-06-24
0000109102,KRED,Osterbach Sicherheit GmbH,c/o Zentralregulierung Nord,OSTERBACH,Robert-Bosch-Straße 159,Hannover,30207,DE,DE,+49 40 2004 8378,sales@@osterbach-sicherheit.de,DE554637962,,,2021-10-22
0000109104,KRED,Adler e.K.,,ADLER EK,Am Handelshof 147,Leipzig,04139,DE,DE,+49 30 9590 7698,info@adler-e.de,DE466674381,,,2019-11-04
0000110131,KRED,Thomas Wieland e.K.,,THOMAS WIE,,Köln,50734,DE,DE,+49 711 711 7524,kontakt@thomas-wieland.de,DE987143819,,,2018-02-09
0000110617,KRED,Thomas Weissmann e.K.,,THOMAS WEI,Carl-Benz-Straße 168,Dortmund,44180,DE,DE,+49,office@thomas-weissmann.de,DE578904777,,,2018-06-20
0000110935,KRED,Hanse Verpackungen GmbH,,HANSE VERP,Robert-Bosch-Straße 82,Stuttgart,70254,DE,DE,+49 341 404 9695,vertrieb@hanse-verpackungen.de,DE813169184,,,2017-02-06
0000111712,KRED,Kranich Reinigung & Partner AG,,KRANICHREI,Lindenallee 120,Berlin,10198,DE,DE,+49 421 432 3797,,DE151927576,,,2021-01-13
0000111814,KRED,Wieland GmbH,,WIELAND GM,Zur Mühle 202,Essen,45153,DE,DE,+49 30 4315 8462,vertrieb@wieland.de,DE550507475,,,2019-04-04
0000112384,KRED,Sonnenfeld AG,,SONNENFELD,Zur Mühle 163,Linz,4020,AT,DE,+43 732 830056,export@sonnenfeld.at,ATU93987994,,,2019-11-14
0000112484,KRED,BERGMANN-NORDWIND REINIGUNG GMBH,Logistikzentrum Ost,BERGMANNNO,FABRIKWEG 58,Berlin,10203,DE,DE,+49 711 891 3736,office@bergmann-nordwind.de,DE568692559,,,2009-03-24
0000112486,KRED,Tannhof & Adler e.K.,,TANNHOF AD,Bahnhofstraße 185,Dortmund,44167,DE,DE,+49 511 401 7694,verwaltung@tannhof-adler.de,DE971065507,,,2025-03-02
0000112659,KRED,Osterbach Lebensmittel GmbH,,OSTERBACHL,Industriestraße 122,Stuttgart,70181,DE,DE,+49 30 5922 7906,l.dubois@osterbach-lebensmittel.de,,,,2016-12-06
0000113244,KRED,Maibach-Hochstätt Kosmetik GmbH & Co. KG,,MAIBACHHOC,Gewerbepark 48,Düsseldorf,40240,DE,DE,+49 89 4860 6883,,DE855022395,,,2025-08-03
0000113345,KRED,Hochstätt & Eichberg AG,,HOCHSTATT,Hafenstraße 77,München,80339,DE,DE,+49 40 2716 6476,rechnung@hochstatt-eichberg.de,DE955125541,,,2023-06-05
0000113879,KRED,  Lorenz  Elektronik & Partner AG ,,LORENZ ELE,Hauptstraße 82,Stuttgart,70182,DE,DE,+49 89 2361 1750,verwaltung@lorenz-elektronik.de,DE484139010,,,2023-07-06
0000114189,KRED,Hochstätt Kosmetik & Partner GmbH,,HOCHSTATTK,Am Handelshof 163,Nürnberg,90489,DE,DE,+49 40 3860 9436,kontakt@hochstatt-kosmetik.de,DE428383836,,,2024-10-18
0000114533,KRED,Steinhaus Elektronik & Partner GmbH,,STEINHAUSE,Gewerbepark 50,Hamburg,20171,DE,DE,+49 89 7490 6629,,DE450998943,,,2026-07-23
0000114869,KRED,  Nordwind  & Grünwald GmbH & Co. KG ,Geschäftsbereich Handel,NORDWIND G,Industriestraße 183,Essen,45162,DE,DE,+49 89 7277 2041,,DE198228615,,,2024-04-19
0000114915,KRED,Mühlbach & Brenner GmbH,,MUHLBACHBR,Bahnhofstraße 91,Berlin,10182,DE,DE,,buchhaltung@muhlbach-brenner.de,de027323181,,X,2020-02-23
0000115037,KRED,Reinhardt Lebensmittel & Partner e.K.,,REINHARDT,Otto-Hahn-Straße 154,Bremen,28230,DE,DE,+49 211 528 4513,rechnung@reinhardt-lebensmittel.de,DE702596722,,,2013-07-17
0000115468,KRED,Westphal Reinigung & Partner GmbH,,WESTPHAL R,Hauptstraße 193,Stuttgart,70224,DE,DE,,verwaltung@westphal-reinigung.de,DE339622688,,,2026-04-19
0000116314,KRED,KESSLER-ACKERMANN TECHNIK GMBH,,KESSLERACK,ROBERT-BOSCH-STRASSE 127,Düsseldorf,40217,DE,DE,+49 421 339 4201,vertrieb@kessler-ackermann.de,DE168334150,,,2018-09-23
0000116336,KRED,Grünwald & Mühlbach GmbH,,GRUNWALDMU,Zur Mühle 227,Düsseldorf,40287,DE,DE,,vertrieb@grunwald-muhlbach.de,DE435797781,,,2019-01-16
