LIFNR,EKORG,WAERS,ZTERM,INCO1,MINBW,SPERM,LOEVM
0000224528,P100,EUR,0002,DAP,2500,,
0000226389,P200,GBP,Z060,DDP,2500,,
0000226432,P100,EUR,0001,FCA,2500,,
0000227634,P100,EUR,0002,EXW,1000,,
0000227762,P100,EUR,Z014,DAP,250,,
0000227787,P100,EUR,0002,DAP,250,,
0000228009,P100,EUR,Z014,FCA,1000,,
0000228314,P300,USD,Z060,EXW,2500,,
0000229007,P100,EUR,0002,DDP,2500,,
0000229007,P200,EUR,Z060,FCA,0,,
0000229182,P100,INR,0001,FCA,500,,
0000229343,P100,CZK,0002,DAP,100,,
0000229467,P100,EUR,Z014,DAP,2500,,
0000229583,P100,CNY,Z060,CIF,250,,
0000229834,P100,CZK,0002,DDP,1000,,
0000229911,P100,GBP,Z060,XX,500,,
0000229911,P200,GBP,0001,DAP,500,,
0000230581,P100,BRL,Z014,CFR,0,,
0000231531,P100,VND,Z030,FOB,0,,
0000231568,P200,GBP,0002,FCA,100,,
0000232058,P200,USD,0002,EXW,2500,,
0000232058,P300,USD,0002,EXW,500,,
0000232543,P100,PLN,NT30,DAP,1000,,
0000233213,P200,GBP,Z014,DAP,0,,
0000234235,P100,VND,0001,FOB,0,,
0000234284,P300,USD,0001,EXW,250,,
0000234312,P100,CZK,0001,EXW,0,,
0000234390,P200,GBP,Z060,FCA,1000,,
0000234500,P100,EUR,NT30,EXW,250,,
0000234586,P200,GBP,NT30,FCA,100,,
0000234761,P100,CZK,Z030,DDP,0,,
0000234761,P300,CZK,0001,DAP,100,,
0000235883,P100,EUR,Z060,DDP,1000,,
0000236282,P100,EUR,0002,DAP,100,,
0000236344,P100,PLN,Z060,DAP,2500,,
0000236344,P200,PLN,Z014,DDP,0,,
0000236606,P200,GBP,Z060,DAP,500,,
0000236639,P100,EUR,0001,DAP,0,,
0000236639,P300,EUR,Z014,DDP,0,,
0000237201,P200,GBP,NT30,DDP,0,,
0000237514,P200,GBP,0001,DAP,0,,
0000237780,P100,EUR,Z014,DDP,0,,
0000237952,P100,EUR,0001,DDP,0,,
0000238779,P100,TRY,Z030,CFR,100,,
0000238779,P200,TRY,0002,CFR,500,,
0000238910,P100,EUR,Z030,EXW,500,,
0000239239,P100,INR,Z014,CIF,0,,
0000240253,P100,EUR,0001,FCA,100,,
0000240344,P200,GBP,Z014,FCA,2500,,
0000240781,P100,PLN,Z030,DAP,100,,
0000241151,P200,GBP,Z060,DAP,1000,,
0000241151,P300,SEK,NT30,DDP,500,,
0000241202,P100,PLN,Z060,FCA,0,,
0000241460,P100,EUR,Z014,DAP,1000,,
0000241460,P200,EUR,Z030,DAP,2500,,
0000241688,P100,EUR,0002,DDP,1000,,
0000241740,P200,GBP,0001,DDP,250,,
0000241769,P200,GBP,NT30,FCA,250,,
0000241789,P100,EUR,0001,EXW,250,,
0000241789,P300,EUR,Z014,DDP,0,,
0000242100,P200,GBP,Z060,EXW,0,,
0000242409,P100,EUR,Z014,FCA,100,,
0000243658,P100,EUR,0001,DAP,100,,
0000244033,P100,CNY,Z014,CFR,0,,
0000244115,P100,CNY,Z030,FOB,250,,
0000244269,P100,INR,Z060,FOB,0,,
0000244289,P100,CNY,Z014,CFR,100,,
0000244853,P100,INR,Z030,FCA,2500,,
0000244963,P200,GBP,0002,FCA,2500,,
0000245159,P200,GBP,Z014,EXW,2500,,
0000245733,P100,EUR,0002,FCA,0,,
0000245773,P100,CNY,0002,CIF,2500,,
0000246009,P100,EUR,Z030,DDP,0,,
0000246410,P100,INR,Z060,FCA,100,,
0000246416,P100,EUR,Z060,DDP,1000,,
0000247133,P100,CNY,Z030,CIF,0,,
0000247133,P200,CNY,0001,CFR,2500,,
0000247193,P100,EUR,Z060,EXW,0,,
0000247193,P200,EUR,0001,EXW,0,,
0000247209,P100,EUR,Z014,EXW,100,,
0000247369,P200,GBP,Z060,DAP,2500,,
0000248105,P100,EUR,0001,DDP,250,,
0000248228,P100,EUR,Z014,FCA,1000,,
0000248823,P100,CZK,Z014,DDP,250,,
0000248823,P300,CZK,NT30,DDP,2500,,
0000248827,P100,EUR,Z060,FCA,2500,,
0000249419,P200,GBP,NT30,DAP,100,,
0000249479,P100,EUR,Z014,DAP,0,,
0000249479,P300,EUR,Z014,EXW,0,,
0000249515,P300,USD,0002,DDP,250,,
0000250411,P100,USD,0002,FCA,250,,
0000250411,P300,USD,Z014,DAP,0,,
0000250791,P100,USD,NT30,DDP,100,,
0000250791,P300,USD,Z060,DDP,250,,
0000250798,P100,EUR,Z060,FCA,500,,
0000250866,P100,CNY,0002,FOB,1000,,
0000250934,P300,USD,NT30,EXW,0,,
0000251045,P100,USD,Z060,DDP,0,,
0000251045,P300,USD,NT30,DAP,0,,
0000251067,P200,GBP,0001,EXW,250,,
0000253383,P100,EUR,Z030,FCA,100,,
0000253383,P200,EUR,Z060,EXW,100,,
0000253613,P100,EUR,Z030,DDP,250,,
0000253840,P100,EUR,Z014,FCA,100,,
0000254278,P100,INR,Z060,CIF,100,,
0000254754,P200,GBP,Z014,EXW,500,,
0000254779,P100,USD,Z014,CIF,2500,,
0000254779,P200,USD,Z014,FCA,2500,,
0000255112,P300,USD,Z014,DDP,250,,
0000255975,P100,TRY,0001,FOB,100,,
0000255975,P200,TRY,Z014,FCA,250,,
0000256045,P200,GBP,Z030,EXW,1000,,
0000256228,P100,CNY,Z030,FOB,1000,,
0000256228,P300,CNY,Z014,CIF,500,,
0000256657,P300,USD,0002,EXW,0,,
0000256666,P100,EUR,0002,DDP,0,,
0000257325,P100,EUR,0002,FCA,100,,
0000257325,P100,EUR,0002,FCA,100,,
0000257325,P300,EUR,Z014,DDP,500,,
0000257605,P200,GBP,Z014,FCA,0,,
0000258848,P100,EUR,NT30,DDP,0,,
0000259205,P100,EUR,0002,FCA,0,,
0000259262,P100,TRY,0001,FCA,2500,,
0000259262,P300,TRY,Z060,FCA,250,,
0000259440,P200,GBP,Z060,DDP,0,,
0000259683,P100,EUR,Z060,FCA,100,,
0000260808,P100,PLN,0002,FCA,100,,
0000261213,P200,GBP,NT30,DDP,100,,
0000261213,P300,GBP,Z060,FCA,250,,
0000261463,P300,USD,Z030,DAP,250,,
0000261596,P100,XXX,Z060,FOB,0,,
0000261917,P200,GBP,Z014,DDP,250,,
0000263124,P100,EUR,0002,DAP,0,,
0000263263,P100,USD,NT30,FCA,0,,
0000263591,P100,EUR,Z060,FCA,0,,
0000263591,P300,EUR,0002,DAP,500,,
0000263638,P100,CNY,0001,CFR,250,,
0000263700,P100,PLN,Z030,FCA,1000,,
0000263779,P100,CNY,Z060,CFR,500,,
0000263883,P100,PLN,Z014,FCA,0,,
0000263883,P300,PLN,NT30,FCA,100,,
0000264268,P200,GBP,Z060,EXW,0,,
0000264328,P100,TRY,NT30,CFR,500,,
0000264847,P200,GBP,0002,DDP,1000,,
0000265023,P100,EUR,Z014,DDP,2500,,
0000265023,P300,EUR,0001,DDP,250,,
0000265577,P200,GBP,0001,DDP,0,,
0000266236,P200,GBP,0001,EXW,500,,
0000266286,P100,CZK,Z030,DDP,0,,
0000266360,P100,CNY,Z014,CFR,0,,
0000267038,P100,TRY,NT30,FOB,500,,
0000267106,P100,VND,0002,CIF,500,,
0000267311,P100,TRY,Z060,FOB,250,,
0000267362,P200,GBP,Z030,DDP,0,,
0000267749,P300,USD,0001,DAP,250,,
0000268122,P100,EUR,Z030,DAP,0,,
0000268415,P100,EUR,0001,FCA,500,,
0000269713,P100,CNY,Z030,FCA,0,,
0000269825,P100,INR,Z014,FCA,1000,,
0000270068,P100,TRY,0002,FCA,2500,,
0000270415,P200,TRY,0002,DDP,0,,
0000270808,P100,EUR,Z060,DAP,500,,
0000270845,P100,TRY,0002,CIF,100,,
0000270845,P300,TRY,0001,CIF,0,,
0000271258,P200,GBP,Z060,DDP,250,,
0000271258,P300,GBP,0001,DAP,100,,
0000271455,P100,EUR,Z014,EXW,0,,
0000271455,P200,EUR,NT30,FCA,250,,
0000271647,P100,INR,0002,FCA,2500,,
0000272094,P200,GBP,0001,DAP,0,,
0000272185,P100,INR,0002,CIF,1000,,
0000272185,P200,INR,Z060,CFR,0,,
0000272448,P300,USD,NT30,EXW,1000,,
0000272594,P100,EUR,0001,DDP,0,,
0000274023,P100,VND,Z060,FOB,100,,
0000274425,P100,EUR,0002,FCA,0,,
0000274462,P100,EUR,NT30,EXW,100,,
0000274633,P100,EUR,0001,DAP,250,,
0000274741,P100,GBP,Z060,DDP,500,,
0000274741,P200,GBP,Z030,FCA,250,,
0000274908,P100,EUR,Z060,DAP,0,,
0000274908,P300,EUR,Z014,DAP,0,,
0000275710,P100,EUR,0002,EXW,2500,,
0000275710,P300,EUR,Z060,DAP,0,,
0000275796,P100,GBP,Z060,DAP,2500,,
0000275796,P200,GBP,Z014,DAP,1000,,
0000275883,P100,EUR,Z030,DAP,500,,
0000275883,P200,EUR,Z014,DAP,2500,,
0000276032,P300,USD,0001,EXW,100,,
0000276084,P100,CNY,NT30,CFR,2500,,
0000276390,P100,INR,Z060,FOB,250,,
0000276475,P100,EUR,Z030,DAP,0,,
0000276809,P200,GBP,NT30,EXW,500,,
0000276999,P100,EUR,0001,FCA,500,,
0000277184,P100,CNY,Z060,FCA,100,,
0000277184,P300,CNY,Z030,FCA,0,,
0000277333,P100,CNY,0002,CFR,0,,
0000278850,P100,EUR,Z060,FCA,100,,
0000279047,P200,GBP,Z060,EXW,500,,
0000279615,P100,INR,0001,CFR,0,,
0000279660,P300,USD,0002,DDP,100,,
0000279871,P100,EUR,0001,DAP,100,,
0000281437,P100,PLN,Z060,DAP,250,,
0000281975,P100,GBP,Z030,DDP,250,,
0000281975,P200,GBP,0002,FCA,0,,
0000283819,P100,VND,0001,FOB,500,,
0000283875,P200,USD,NT30,FCA,0,,
0000283875,P300,USD,0002,EXW,250,,
0000283978,P100,EUR,Z060,DDP,0,,
0000284007,P100,EUR,Z060,EXW,1000,,
0000284018,P300,USD,Z014,DAP,0,,
0000284210,P100,EUR,Z014,DDP,0,,
0000285117,P200,GBP,0001,DDP,0,,
0000285160,P100,EUR,0002,DDP,2500,,
0000285802,P100,USD,0002,EXW,100,,
0000285802,P300,USD,NT30,FCA,500,,
0000286207,P200,GBP,Z060,XX,250,,
0000286270,P100,PLN,Z060,FCA,100,,
0000286800,P100,EUR,Z030,DAP,0,,
0000286859,P100,VND,0001,FOB,2500,,
0000287241,P100,CNY,0001,FCA,500,,
0000287418,P100,EUR,0002,FCA,-500,,
0000288410,P200,GBP,Z014,DAP,1000,,
0000288468,P100,TRY,Z030,CIF,100,,
0000289080,P100,EUR,Z014,FCA,100,,
0000289080,P200,EUR,NT30,DAP,2500,,
0000289201,P100,usd,0001,EXW,500,,
0000289201,P300,USD,0001,DDP,500,,
0000289680,P200,GBP,0002,DDP,2500,,
0000289730,P100,EUR,NT30,DDP,500,,
0000289872,P100,PLN,Z030,EXW,0,,
0000289872,P200,PLN,Z060,DAP,1000,,
0000290464,P100,EUR,0001,DDP,1000,,
0000290464,P300,EUR,Z060,DAP,500,,
0000290797,P100,TRY,NT30,FCA,0,,
0000290881,P200,GBP,Z030,DDP,1000,,
0000291002,P100,USD,Z060,DDP,0,,
0000291002,P300,USD,Z030,EXW,250,,
0000291793,P100,INR,Z014,CIF,1000,,
0000291793,P200,INR,0001,FCA,2500,,
0000292269,P100,EUR,Z030,DAP,1000,,
0000292520,P300,USD,0001,EXW,100,,
0000292567,P100,TRY,Z014,CFR,1000,,
0000292588,P100,EUR,NT30,DAP,2500,,
0000292588,P300,EUR,0002,FCA,250,,
0000293051,P100,PLN,Z030,EXW,250,,
0000293323,P200,GBP,Z060,,0,,
0000293539,P100,PLN,NT30,DAP,2500,,
0000293551,P100,GBP,NT30,EXW,0,,
0000293551,P200,GBP,Z060,FCA,0,,
0000293626,P100,INR,NT30,FCA,250,,
0000293626,P300,INR,0002,CFR,250,,
0000294031,P100,TRY,Z014,CIF,250,,
0000294571,P100,CNY,Z060,CFR,2500,,
0000294612,P100,CNY,Z014,FCA,2500,,
0000294612,P200,CNY,NT30,CFR,100,,
0000294667,P100,EUR,Z014,FCA,500,,
0000295158,P100,EUR,Z014,FCA,0,,
0000295710,P100,TRY,Z060,CIF,1000,,
0000296136,P200,GBP,0002,DDP,1000,,
0000296772,P100,CNY,Z030,FOB,100,,
0000297299,P100,CZK,Z014,EXW,500,,
0000297314,P200,GBP,0002,EXW,0,,
0000297779,P100,PLN,Z014,DDP,1000,,
0000298224,P100,USD,NT30,DAP,0,,
0000298224,P300,USD,Z030,DDP,250,,
0000298327,P100,EUR,Z030,DAP,250,,
0000298327,P200,EUR,0001,DAP,500,,
0000299428,P300,,Z060,EXW,1000,,
0000299765,P100,GBP,Z014,DAP,500,,
0000299765,P200,GBP,Z060,EXW,1000,,
0000299877,P100,CNY,Z014,FCA,100,,
0000299996,P200,GBP,Z014,DDP,1000,,
0000402712,P100,EUR,Z030,EXW,0,,
0000403760,P100,PLN,NT30,DDP,500,,
0000407526,P100,EUR,NT30,DAP,0,,
0000407527,P100,CNY,0002,FCA,0,,
0000408596,P100,EUR,NT30,DDP,1000,,
0000409196,P100,CNY,Z014,CIF,0,,
0000410029,P100,EUR,NT30,DDP,250,,
0000410029,P300,EUR,0002,DDP,100,,
0000410205,P100,EUR,0001,EXW,2500,,
0000410205,P200,EUR,0001,EXW,500,,
0000411522,P100,EUR,Z030,DDP,250,,
0000412888,P100,EUR,NT30,EXW,500,,
0000412888,P200,EUR,Z014,FCA,500,,
0000413392,P100,EUR,Z030,DDP,0,,
0000415321,P100,EUR,Z060,FCA,0,,
0000415321,P300,EUR,Z060,DAP,2500,,
0000415333,P300,USD,0002,DAP,2500,,
0000415640,P100,EUR,0001,FCA,1000,,
0000416436,P100,EUR,NT30,FCA,100,,
0000416436,P300,EUR,Z014,EXW,500,,
0000416682,P100,EUR,0001,DDP,500,,
0000417281,P200,GBP,Z060,FCA,100,,
0000418180,P100,CNY,Z014,CIF,500,,
0000418895,P100,EUR,Z030,FCA,0,,
0000419681,P100,EUR,NT30,FCA,250,,
0000419816,P100,EUR,0001,FCA,500,,
0000420802,P100,EUR,Z014,DDP,500,,
0000421202,P100,EUR,0002,DAP,500,,
0000421249,P100,PLN,Z060,FCA,500,,
0000421249,P300,PLN,0001,FCA,500,,
0000423460,P100,CNY,NT30,CIF,500,,
0000423460,P200,CNY,Z030,CIF,100,,
0000425220,P100,EUR,Z014,DDP,1000,,
0000425561,P100,EUR,Z030,DAP,2500,,
0000427738,P100,EUR,Z030,DDP,2500,,
0000428350,P100,EUR,Z060,DAP,0,,
0000428350,P300,EUR,0001,FCA,1000,,
0000431198,P100,EUR,Z014,DAP,250,,
0000431198,P300,EUR,0002,FCA,0,,
0000431709,P100,EUR,Z060,DDP,0,,
0000433561,P100,EUR,NT30,---,250,,
0000434074,P100,EUR,Z030,EXW,0,,
0000434074,P200,EUR,0001,FCA,0,,
0000436048,P100,PLN,Z030,EXW,500,,
0000437574,P100,EUR,NT30,DDP,250,,
0000438431,P100,EUR,0001,DDP,0,,
0000438811,P200,USD,NT30,DAP,2500,,
0000438811,P300,USD,Z030,EXW,0,,
0000439604,P100,SEK,NT30,DDP,2500,,
0000439604,P200,GBP,NT30,EXW,1000,,
0000439976,P100,EUR,0001,FCA,250,,
0000440584,P100,INR,Z014,FOB,0,,
0000440584,P300,INR,Z030,FOB,100,,
0000441866,P100,EUR,0001,FCA,100,,
0000442683,P100,CNY,Z014,FOB,0,,
0000443782,P100,EUR,Z030,FCA,100,,
0000443782,P200,EUR,0001,FCA,0,,
0000447462,P100,EUR,NT30,FCA,100,,
0000449266,P100,EUR,Z014,DAP,0,,
0000449575,P100,EUR,0001,DAP,100,,
0000449923,P100,EUR,0001,DAP,500,,
0000450030,P100,EUR,Z014,DAP,0,,
0000450095,P100,EUR,Z014,FCA,2500,,
0000450095,P200,EUR,0001,DDP,100,,
0000450928,P100,EUR,Z060,DAP,250,,
0000453392,P100,EUR,0001,EXW,500,,
0000453745,P100,CHF,0001,DDP,0,,
0000454342,P100,EUR,NT30,FCA,0,,
0000455023,P100,CZK,Z014,EXW,2500,,
0000459238,P200,GBP,0001,DDP,250,,
0000461990,P100,EUR,NT30,FCA,2500,,
0000462277,P100,EUR,0002,EXW,2500,,
0000462679,P100,CNY,0001,CFR,1000,,
0000462679,P300,CNY,Z014,CFR,2500,,
0000463168,P100,EUR,Z014,FCA,1000,,
0000464404,P100,EUR,Z060,DAP,500,,
0000464800,P100,EUR,Z030,DDP,2500,,
0000465117,P100,EUR,0001,FCA,0,,
0000465202,P100,EUR,0001,DAP,1000,,
0000465673,P100,EUR,Z014,DDP,0,,
0000465673,P300,EUR,Z060,EXW,2500,,
0000466855,P100,SEK,NT30,DAP,2500,,
0000467256,P100,EUR,0001,DDP,2500,,
0000467707,P100,EUR,Z014,DDP,0,,
0000473182,P100,PLN,NT30,DAP,100,,
0000473592,P100,VND,0002,FCA,0,,
0000475210,P100,EUR,0001,DDP,0,,
0000475210,P200,EUR,Z030,EXW,1000,,
0000476019,P100,EUR,0002,DAP,250,,
0000477928,P100,EUR,NT30,FCA,2500,,
0000477928,P200,EUR,Z030,DDP,0,,
0000478044,P100,EUR,0001,DAP,0,,
0000478044,P300,EUR,0001,DDP,100,,
0000478592,P200,GBP,Z060,EXW,0,,
0000479499,P200,GBP,Z030,DAP,0,,
0000479499,P300,GBP,0001,FCA,250,,
0000479610,P100,EUR,Z030,EXW,0,,
0000480953,P100,EUR,Z014,FCA,500,,
0000481449,P100,EUR,NT30,DDP,1000,,
0000482314,P100,INR,Z014,CFR,1000,,
0000482335,P100,EUR,0001,EXW,500,,
0000482489,P100,VND,0002,FOB,100,,
0000484170,P100,EUR,Z014,FCA,0,,
0000484180,P300,USD,Z014,DDP,1000,,
0000485382,P100,GBP,0001,EXW,0,,
0000485382,P200,GBP,Z014,DAP,100,,
0000485843,P100,EUR,0002,EXW,100,,
0000486101,P100,EUR,Z030,DDP,100,,
0000486113,P100,EUR,NT30,EXW,250,,
0000486113,P200,EUR,Z030,FCA,100,,
0000486312,P100,EUR,Z014,DDP,1000,,
0000488151,P300,USD,0001,DDP,1000,,
0000494008,P100,EUR,0002,FCA,250,,
0000494282,P100,EUR,0001,DDP,100,,
0000494282,P200,EUR,0002,DDP,250,,
0000494473,P100,EUR,Z060,DAP,0,,
0000495221,P100,EUR,Z060,FCA,250,,
0000495244,P100,EUR,0001,EXW,250,,
0000495926,P100,EUR,Z014,FCA,100,,
0000495926,P300,EUR,Z030,FCA,2500,,
0000497608,P100,EUR,Z030,DDP,250,,
0000497716,P100,VND,Z014,CIF,0,,
0000497716,P200,VND,Z014,FCA,500,,
0000498972,P200,GBP,Z030,FCA,100,,
0000905171,P200,EUR,0001,FCA,0,,
0000906218,P100,EUR,0001,FCA,0,,
0000939169,P200,EUR,0001,FCA,0,,
0000942691,P100,EUR,0001,FCA,0,,
0000943446,P300,EUR,0001,FCA,0,,
0000969309,P200,EUR,0001,FCA,0,,
0000979376,P200,EUR,0001,FCA,0,,
0000979639,P200,EUR,0001,FCA,0,,
