LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000256,ZRAW,Ingredion Modified Food Starches 25,,,534 Avenida Industrial,Cincinnati,45202,US,EN,+93-813-8590804,contact@ingredion.modified.food.s.com,22-8351204,,,2019-07-30
0000000257,ZPKG,Huhtamaki Foodservice Packaging 257,,,24 Harbor Road,Atlanta,30303,US,EN,+95-349-9656941,contact@huhtamaki.foodservice.pac.com,96-3757404,,,2017-12-15
0000000258,ZSRV,HAVI Global Logistics & Supply Chai,Logistics Terminal,,437 Zone Industrielle,Hanover,30159,DE,DE,+24-290-8250013,contact@havi.global.logistics.and.com,DE776199993,,,2020-06-08
0000000259,ZPKG,Mondi Industrial Bags & Films 259,,,461 Route Nationale,Bengaluru,560001,IN,EN,+36-870-2049645,contact@mondi.industrial.bags.and.com,27W4519G1Z5,,,2022-06-22
0000000260,ZPKG,Sonoco Products Industrial 260,,,192 Gewerbestraße,Gurugram,122001,IN,EN,+86-983-9212178,contact@sonoco.products.industria.com,27O2867I1Z5,,,2021-12-01
0000000261,ZSRV,Spirax Sarco Clean Steam Systems 26,,,626 Industriestraße,Los Angeles,90001,US,EN,+59-732-3894531,contact@spirax.sarco.clean.steam..com,54-6905327,,,2023-07-22
0000000262,ZSRV,Menasha In-Store Merchandising 262,,,605 Factory Lane,Gurugram,122001,IN,EN,+40-219-4070977,contact@menasha.in-store.merchand.com,27K2931H1Z5,,,2020-03-09
0000000263,ZSRV,Schawk Global Pre-Media & Packaging,,,429 Commerce Way,Berlin,10117,DE,DE,+24-598-3906397,contact@schawk.global.pre-media.a.com,DE554234434,,,2022-03-22
0000000264,ZPKG,Greif Industrial Drum Packaging 264,,,192 Harbor Road,Dallas,75201,US,EN,+46-109-9130388,contact@greif.industrial.drum.pac.com,89-1899447,,,2017-07-13
0000000265,ZPKG,Gerresheimer Glass Packaging 265,,,518 Avenida Industrial,Gurugram,122001,IN,EN,+57-600-3806047,contact@gerresheimer.glass.packag.com,27P7809W1Z5,,,2016-12-04
0000000266,ZSRV,Bollore Logistics Food Cargo 266,,,300 Logistics Boulevard,Düsseldorf,40213,DE,DE,+37-272-8672579,contact@bollore.logistics.food.ca.com,DE677252858,,,2022-05-05
0000000267,ZSRV,DHL Supply Chain Cold-Chain 267,,,587 Packaging Avenue,Atlanta,30303,US,EN,+70-942-1698108,contact@dhl.supply.chain.cold-cha.com,79-7154919,,,2024-01-23
0000000268,ZSRV,Pacmoore Dry Blending & Sifting 268,,,105 Central Way,Los Angeles,90001,US,EN,+34-456-2459332,contact@pacmoore.dry.blending.and.com,14-8545256,,,2020-12-03
0000000269,ZPKG,Graphic Packaging International 269,,,215 Gewerbestraße,Bengaluru,560001,IN,EN,+79-242-4466502,contact@graphic.packaging.interna.com,27T8015F1Z5,,,2018-04-27
0000000270,ZPKG,Ardagh Glass Packaging 270,,,288 Agri Park Road,Bristol,BS1 1AA,GB,EN,+38-396-5485272,contact@ardagh.glass.packaging.27.com,GB855971970,,,2021-10-08
0000000271,ZSRV,Kalyan Retail Display & POS Solutio,,,986 Route Nationale,Bengaluru,560001,IN,EN,+17-355-3453557,contact@kalyan.retail.display.and.com,27I3078W1Z5,,,2023-12-23
0000000272,ZRAW,Corbion Lactic Acid & Preservation ,,,502 Commerce Way,Curitiba,80010-000,BR,PT,+58-177-2561871,contact@corbion.lactic.acid.and.p.com,44.742.524/0001-58,,,2020-07-08
0000000273,ZSRV,C.H. Robinson Worldwide Freight 273,,,959 Gewerbestraße,Ahmedabad,380001,IN,EN,+1-989-2562657,contact@c.h..robinson.worldwide.f.com,27P6362S1Z5,,,2024-03-12
0000000274,ZSRV,Del Monte Toll Manufacturing 274,,,367 Factory Lane,Glasgow,G1 1AA,GB,EN,+28-539-4554277,contact@del.monte.toll.manufactur.com,GB527044165,,,2021-07-19
0000000275,ZRAW,DSM-Firmenich Nutritional Products ,,DSM-FIRMEN,346 Commerce Way,Minneapolis,55401,US,EN,+88-880-1812172,contact@dsm-firmenich.nutritional.com,72-6766993,,,2016-07-07
0000000276,ZPKG,Constantia Flexibles Food Pkg 276,,CONSTANTIA,17 Packaging Avenue,Leeds,LS1 1BA,GB,EN,+57-567-1011340,contact@constantia.flexibles.food.com,GB269633510,,,2020-10-18
0000000277,ZRAW,Cargill Food Ingredients & Starches,Specialty Ingredients Div,CARGILLFO,904 Freight Terminal Drive,Geneva,1201,CH,DE,+84-469-5200835,contact@cargill.food.ingredients..com,CH22527880,,,2016-12-03
0000000278,ZRAW,Agrana Fruit Preparations 278,,AGRANAFRU,170 Logistics Boulevard,Glasgow,G1 1AA,GB,EN,+93-816-4928281,contact@agrana.fruit.preparations.com,GB428038048,,,2020-10-24
0000000279,ZSRV,Alfa Laval Hygienic Pumps & Valves ,,ALFALAVAL,2 Brewery Street,Hamburg,20095,DE,DE,+76-331-9714828,contact@alfa.laval.hygienic.pumps.com,DE242485313,,,2023-08-17
0000000280,,Pacmoore Dry Blending & Sifting 280,,PACMOORED,837 Packaging Avenue,Cologne,50667,DE,DE,+89-235-9014480,contact@pacmoore.dry.blending.and.com,DE553456129,,,2016-10-17
0000000281,,Kerry Taste & Nutrition Ingredients,,KERRYTAST,106 Harbor Road,Atlanta,30303,US,EN,+49-892-3233823,contact@kerry.taste.and.nutrition.com,48-3300647,,,2023-03-12
0000000282,,Kalyan Retail Display & POS Solutio,,KALYANRET,577 Industrial Park West,Hanover,30159,DE,DE,+57-459-4574477,contact@kalyan.retail.display.and.com,DE276218805,,,2023-01-16
0000000283,,AptarGroup Dispensing Systems 283,Plant Operations,APTARGROUP,881 Brewery Street,Lille,59000,FR,FR,+97-226-7442986,contact@aptargroup.dispensing.sys.com,FR28792245,,,2019-12-10
0000000284,,Nutra-Blend Contract Manufacturing ,,NUTRA-BLEN,254 Supply Chain Park,Dallas,75201,US,EN,+89-127-6060836,contact@nutra-blend.contract.manu.com,41-5780177,,,2018-04-21
0000000285,,DSV Road Freight & FMCG Logistics 2,,DSVROADF,766 Industriestraße,Manchester,M1 1AD,GB,EN,+31-606-7474085,contact@dsv.road.freight.and.fmcg.com,GB158593156,,,2017-04-06
0000000286,,Bunge Refined Edible Oils 286,,BUNGEREFI,541 Industrial Park West,Atlanta,30303,US,EN,+50-981-8060918,contact@bunge.refined.edible.oils.com,50-3214305,,,2020-02-05
0000000287,,Americold Temperature-Controlled 28,Plant Operations,AMERICOLD,978 Factory Lane,Leeds,LS1 1BA,GB,EN,+34-320-1668183,contact@americold.temperature-con.com,GB114810579,,,2016-09-04
0000000288,,Refresco Beverages Bottling 288,,REFRESCOB,786 Route Nationale,Philadelphia,19102,US,EN,+82-649-3561552,contact@refresco.beverages.bottli.com,61-2382909,,,2019-02-10
0000000289,,Avery Dennison Label Solutions 289,,AVERYDENN,944 Brewery Street,Philadelphia,19102,US,EN,+42-500-2109227,contact@avery.dennison.label.solu.com,29-9999133,,,2019-06-24
0000000290,,Quad Packaging Retail Displays 290,Logistics Terminal,QUADPACKA,60 Central Way,Cincinnati,45202,US,EN,+79-723-1923227,contact@quad.packaging.retail.dis.com,24-8606317,,,2019-06-20
0000000291,,Krones Bottling & Canning Machinery,Distribution Hub,KRONESBOT,180 Packaging Avenue,Ahmedabad,380001,IN,EN,+64-455-9774573,contact@krones.bottling.and.canni.com,27W1185F1Z5,,,2021-10-19
0000000292,,Chr. Hansen Food Cultures & Enzymes,,CHR.HANSE,768 Supply Chain Park,Munich,80331,DE,DE,+99-130-6620552,contact@chr..hansen.food.cultures.com,DE226762436,,,2020-10-24
0000000293,,DSM-Firmenich Nutritional Products ,,DSM-FIRMEN,730 Factory Lane,Minneapolis,55401,US,EN,+8-611-3799805,contact@dsm-firmenich.nutritional.com,75-7041876,,,2020-02-15
0000000294,,Kallfass Shrink Wrap Solutions 294,Regional HQ,KALLFASSS,916 Packaging Avenue,Hamburg,20095,DE,DE,+6-979-1206159,contact@kallfass.shrink.wrap.solu.com,DE102757916,,,2018-09-28
0000000295,ZPKG,Ball Beverage Packaging Corp 295,Plant Operations,BALLBEVER,943 Commerce Way,Los Angeles,90001,US,EN,+29-429-5165165,contact@ball.beverage.packaging.c.com,80-8035849,,,2020-08-31
0000000296,ZRAW,FMC BioPolymer Food Texturizers 296,Plant Operations,FMCBIOPOL,586 Gewerbestraße,Hamburg,20095,DE,DE,+29-923-9653253,contact@fmc.biopolymer.food.textu.com,DE292569534,,,2016-07-07
0000000297,ZSRV,Hearthside Food Solutions Co-Packin,,HEARTHSIDE,887 Freight Terminal Drive,Nuremberg,90402,DE,DE,+42-188-8662929,contact@hearthside.food.solutions.com,DE433609196,,,2016-02-02
0000000298,ZRAW,Agrana Fruit Preparations 298,,AGRANAFRU,758 Central Way,Stuttgart,70173,DE,DE,+64-891-4278644,contact@agrana.fruit.preparations.com,DE735323297,,,2024-03-19
0000000299,ZSRV,Americold Temperature-Controlled 29,,AMERICOLD,155 Industrial Park West,Bengaluru,560001,IN,EN,+45-751-1160974,contact@americold.temperature-con.com,27A4817R1Z5,,,2019-10-04
0000000300,ZPKG,Tetra Pak Packaging Systems 300,Regional HQ,TETRAPAK,870 Freight Terminal Drive,Pune,411001,IN,EN,+8-245-5694689,contact@tetra.pak.packaging.syste.com,27H7878P1Z5,,,2017-01-16
0000000301,ZPKG,Ball Beverage Packaging Corp 301,,BALLBEVER,718 Gewerbestraße,Lille,59000,UK,FR,+75-197-9479670,contact@ball.beverage.packaging.c.com,FR21395409,,,2017-06-30
0000000302,ZSRV,Spirax Sarco Clean Steam Systems 30,,SPIRAXSAR,607 Logistics Boulevard,Mumbai,400001,UK,EN,+34-971-6284972,contact@spirax.sarco.clean.steam..com,27E4879J1Z5,,,2020-05-28
0000000303,ZSRV,Quad Packaging Retail Displays 303,,QUADPACKA,326 Zone Industrielle,Campinas,13010-000,DEU,PT,+14-259-2772642,contact@quad.packaging.retail.dis.com,19.307.239/0001-84,,,2017-11-04
0000000304,ZSRV,TreeHouse Private Brands Co-Packing,,TREEHOUSE,124 Gewerbestraße,Los Angeles,90001,USA,EN,+40-574-5446095,contact@treehouse.private.brands..com,36-8581910,,,2017-05-06
0000000305,ZPKG,Sealed Air Protective Packaging 305,Specialty Ingredients Div,SEALEDAIR,847 Logistics Boulevard,Stuttgart,70173,XX,DE,+12-828-5164420,contact@sealed.air.protective.pac.com,DE259261469,,,2019-12-28
0000000306,ZSRV,Refresco Beverages Bottling 306,Logistics Terminal,REFRESCOB,267 Agri Park Road,Minneapolis,55401,EN,EN,+13-573-2709721,contact@refresco.beverages.bottli.com,67-5191831,,,2017-07-26
0000000307,ZPKG,Graphic Packaging International 307,,GRAPHICPA,134 Brewery Street,Düsseldorf,40213,99,DE,+88-745-2409947,contact@graphic.packaging.interna.com,DE499689381,,,2022-07-13
0000000308,ZSRV,Diversey Hygiene & CIP Solutions 30,Logistics Terminal,DIVERSEYH,23 Factory Lane,Hamburg,20095,ZZ,DE,+17-194-6562484,contact@diversey.hygiene.and.cip..com,DE968977829,,,2017-05-16
0000000309,ZPKG,Ball Beverage Packaging Corp 309,,BALLBEVER,173 Route Nationale,Rotterdam,3011,NL,FR,+64-130-7421134,contact@ball.beverage.packaging.c.com,NL63015826,,,2023-08-30
0000000310,ZSRV,Nutra-Blend Contract Manufacturing ,,NUTRA-BLEN,931 Agri Park Road,Düsseldorf,40213,DE,DE,+20-135-5123584,contact@nutra-blend.contract.manu.com,DE578901124,,,2023-04-05
0000000311,ZRAW,Barry Callebaut Cocoa Products 311,Logistics Terminal,BARRYCALL,491 Logistics Boulevard,Philadelphia,ABC12,DE,EN,+26-758-9821696,contact@barry.callebaut.cocoa.pro.com,27-8033593,,,2018-10-17
0000000312,ZSRV,Klüber Food-Grade Lubricants 312,,KLÜBERFOO,392 Gewerbestraße,Zurich,603,DE,DE,+45-679-9428760,contact@klüber.food-grade.lubrica.com,CH75052579,,,2019-08-10
0000000313,ZRAW,Fonterra Dairy Commodities 313,Specialty Ingredients Div,FONTERRAD,327 Central Way,Frankfurt,752,US,DE,+61-642-6996728,contact@fonterra.dairy.commoditie.com,DE162911855,,,2022-07-20
0000000314,ZRAW,Kerry Taste & Nutrition Ingredients,,KERRYTAST,254 Central Way,Zurich,CHICAGO,US,DE,+98-324-7516648,contact@kerry.taste.and.nutrition.com,CH17503932,,,2019-12-24
0000000315,ZPKG,Novelis Aluminum Can Sheet 315,,NOVELISAL,826 Gewerbestraße,Cologne,90210,GB,DE,+91-817-6900247,contact@novelis.aluminum.can.shee.com,DE130286569,,,2022-05-14
0000000316,ZSRV,Bollore Logistics Food Cargo 316,,BOLLORELO,857 Avenida Industrial,Düsseldorf,5600,IN,DE,+63-138-2514267,contact@bollore.logistics.food.ca.com,DE288502642,,,2016-08-18
0000000317,ZRAW,Kerry Taste & Nutrition Ingredients,Regional HQ,KERRYTAST,540 Avenida Industrial,London,PIN400,IN,EN,+17-448-3977282,contact@kerry.taste.and.nutrition.com,GB316320731,,,2019-08-18
0000000318,ZPKG,Ardagh Glass Packaging 318,,ARDAGHGLA,793 Packaging Avenue,Munich,12345,BR,DE,+10-482-7636992,contact@ardagh.glass.packaging.31.com,DE491797490,,,2022-07-28
0000000319,ZPKG,Constantia Flexibles Food Pkg 319,,CONSTANTIA,140 Agri Park Road,New York,10001,US,EN,+84-424-3922635,contact@constantia.flexibles.food.com,65-9173859,,,2023-12-06
0000000320,ZSRV,NFI Dedicated Fleet & Crossdock 320,Regional HQ,NFIDEDICA,806 Gewerbestraße,Bristol,BS1 1AA,GB,EN,+23-487-6147639,contact@nfi.dedicated.fleet.and.c.com,GB974513582,,,2023-09-21
0000000321,ZRAW,Barry Callebaut Cocoa Products 321,,BARRYCALL,972 Industriestraße,Frankfurt,60311,DE,DE,+73-133-4054824,contact@barry.callebaut.cocoa.pro.com,DE927672827,,,2022-10-03
0000000322,ZRAW,FMC BioPolymer Food Texturizers 322,,FMCBIOPOL,655 Packaging Avenue,Lyon,69001,FR,FR,+43-863-2305378,contact@fmc.biopolymer.food.textu.com,FR28876833,,,2018-09-01
0000000323,ZRAW,Glanbia Nutritionals Dairy Isolates,,GLANBIANU,652 Factory Lane,Geneva,1201,CH,DE,+82-846-6632941,contact@glanbia.nutritionals.dair.com,CH99929175,,,2021-01-03
0000000324,ZPKG,Amcor Flexibles Packaging 324,,AMCORFLEX,710 Factory Lane,Düsseldorf,40213,DE,DE,+14-837-1021494,contact@amcor.flexibles.packaging.com,DE945056299,,,2016-07-16
0000000325,ZRAW,Tetra Pak &amp; Packaging Systems,,FONTERRAD,993 Agri Park Road,Los Angeles,90001,US,EN,+45-659-7297287,contact@fonterra.dairy.commoditie.com,73-7353742,,,2017-02-19
0000000326,ZSRV,Diversey&#39;s Hygiene Products,Plant Operations,THIELMANN,667 Central Way,Gurugram,122001,IN,EN,+3-426-5380995,contact@thielmann.aseptic.keg.ser.com,27Z1547J1Z5,,,2017-03-04
0000000327,ZPKG,Refresco Beverages Bottling    ,,ALPLAPLAS,165 Factory Lane,Los Angeles,90001,US,EN,+77-728-9098979,contact@alpla.plastic.technologie.com,21-6669869,,,2023-11-25
0000000328,ZPKG,CARGILL FOOD INGREDIENTS BV,Plant Operations,MONDIINDU,622 Route Nationale,Dallas,75201,US,EN,+25-519-5450404,contact@mondi.industrial.bags.and.com,52-4448564,,,2023-05-29
0000000329,ZRAW,Roquette Fr&egrave;res Nutrition,,BARENTZFO,51 Industriestraße,Hamburg,20095,DE,DE,+20-155-7053704,contact@barentz.food.and.nutritio.com,DE627151698,,,2016-01-16
0000000330,ZSRV,Nutra-Blend Contract Manufacturing ,Distribution Hub,NUTRA-BLEN,205 Packaging Avenue,Nuremberg,90402,DE,DE,+38-183-8945197,contact@nutra-blend.contract.manu.com,DE785252000,,,2017-04-18
0000000331,ZRAW,Ingredion Modified Food Starches 33,Regional HQ,INGREDION,501 Supply Chain Park,Pune,411001,IN,EN,+49-478-4130342,contact@ingredion.modified.food.s.com,27M4029L1Z5,,,2020-12-30
0000000332,ZPKG,Ball Beverage Packaging Corp 332,,BALLBEVER,270 Central Way,Nuremberg,90402,DE,DE,+8-254-2622400,contact@ball.beverage.packaging.c.com,DE705855162,,,2016-12-17
0000000333,ZSRV,Krones Bottling & Canning Machinery,,KRONESBOT,424 Central Way,Philadelphia,19102,US,EN,+54-648-8966231,contact@krones.bottling.and.canni.com,59-9767475,,,2022-06-03
0000000334,ZRAW,Bunge Refined Edible Oils 334,,BUNGEREFI,405 Logistics Boulevard,Atlanta,30303,US,EN,+16-875-8533636,contact@bunge.refined.edible.oils.com,76-3473761,,,2017-12-09
0000000335,ZPKG,Greif Industrial Drum Packaging 335,,GREIFINDU,130 Logistics Boulevard,Geneva,1201,CH,DE,CALL-ECOLAB-NOW,contact@greif.industrial.drum.pac.com,CH68437492,,,2022-09-03
0000000336,ZRAW,Chr. Hansen Food Cultures & Enzymes,,CHR.HANSE,90 Industriestraße,Atlanta,30303,US,EN,000-000-0000,contact@chr..hansen.food.cultures.com,80-6471499,,,2016-02-20
0000000337,ZSRV,Quad Packaging Retail Displays 337,Distribution Hub,QUADPACKA,801 Route Nationale,Bristol,BS1 1AA,GB,EN,NA,contact@quad.packaging.retail.dis.com,GB259128258,,,2017-03-08
0000000338,ZSRV,Bollore Logistics Food Cargo 338,,BOLLORELO,889 Gewerbestraße,Chennai,600001,IN,EN,+49/999/INVALID,contact@bollore.logistics.food.ca.com,27I7275U1Z5,,,2016-06-02
0000000339,ZPKG,Novelis Aluminum Can Sheet 339,Specialty Ingredients Div,NOVELISAL,634 Industriestraße,Munich,80331,DE,DE,+31-150-8972838,contact@novelis.aluminum.can.shee.com,DE841433502,,,2019-01-05
0000000340,ZRAW,Agrana Fruit Preparations 340,,AGRANAFRU,319 Supply Chain Park,Stuttgart,70173,DE,DE,+88-200-4824490,contact@agrana.fruit.preparations.com,DE847520637,,,2017-07-04
0000000341,ZRAW,AAK Specialty Vegetable Fats 341,,AAKSPECIA,793 Harbor Road,Lausanne,1003,CH,DE,+78-761-2497984,contact@aak.specialty.vegetable.f.com,CH65938288,,,2018-02-08
0000000342,ZSRV,Pacmoore Dry Blending & Sifting 342,,PACMOORED,759 Avenida Industrial,Berlin,10117,DE,DE,+8-627-3667115,contact@pacmoore.dry.blending.and.com,DE501483027,,,2016-09-25
0000000343,ZRAW,Ingredion Modified Food Starches 34,Distribution Hub,INGREDION,139 Industrial Park West,Pune,411001,IN,EN,+59-151-7046090,contact@ingredion.modified.food.s.com,27B5087B1Z5,,,2023-11-26
0000000344,ZRAW,Cargill Food Ingredients & Starches,,CARGILLFO,518 Industriestraße,Nuremberg,90402,DE,DE,+88-131-5059047,contact@cargill.food.ingredients..com,DE233007467,,,2020-03-05
0000000345,ZSRV,Kuehne + Nagel FMCG Supply Chain 34,,KUEHNE+N,984 Avenida Industrial,Manchester,M1 1AD,GB,EN,+45-267-5339593,contact@kuehne.+.nagel.fmcg.suppl.com,GB475551835,,,2023-09-22
0000000346,ZPKG,Sealed Air Protective Packaging 346,,SEALEDAIR,51 Agri Park Road,Berlin,10117,DE,DE,+28-977-4713654,contact@sealed.air.protective.pac.com,DE937336224,,,2023-04-05
0000000347,ZRAW,Symrise Taste & Nutrition Solutions,,SYMRISETA,668 Route Nationale,Birmingham,B1 1AA,GB,EN,+99-798-1149283,contact@symrise.taste.and.nutriti.com,GB937844678,,,2021-04-25
0000000348,ZPKG,SIG Combibloc Aseptic Systems 348,Regional HQ,SIGCOMBIB,821 Industrial Park West,Bristol,BS1 1AA,GB,EN,+40-829-5620085,contact@sig.combibloc.aseptic.sys.com,GB964454042,,,2020-10-01
0000000349,ZRAW,Lactalis Food Ingredients 349,,LACTALISF,259 Brewery Street,Curitiba,80010-000,BR,PT,+51-698-2716512,contact@lactalis.food.ingredients.com,96.633.944/0001-89,,,2016-01-31
0000000350,ZSRV,C.H. Robinson Worldwide Freight 350,,C.H.ROBIN,575 Freight Terminal Drive,Basel,4001,CH,DE,+62-165-6641903,contact@c.h..robinson.worldwide.f.com,CH24509544,,,2019-02-06
0000000351,ZSRV,Spirax Sarco Clean Steam Systems 35,Regional HQ,SPIRAXSAR,268 Freight Terminal Drive,Minneapolis,55401,US,EN,+77-513-6361758,contact@spirax.sarco.clean.steam..com,40-1952520,,,2023-08-20
0000000352,ZPKG,Klöckner Pentaplast Food Films 352,,KLÖCKNERP,510 Freight Terminal Drive,Ahmedabad,380001,IN,EN,+95-136-4186247,contact@klöckner.pentaplast.food..com,27N7628M1Z5,,,2019-11-06
0000000353,ZRAW,Symrise Taste & Nutrition Solutions,,SYMRISETA,804 Avenida Industrial,Glasgow,G1 1AA,GB,EN,+46-619-6036433,contact@symrise.taste.and.nutriti.com,GB821413281,,,2017-11-27
0000000354,ZSRV,Bühler Food Processing Machinery 35,,BÜHLERFOO,301 Packaging Avenue,Rio de Janeiro,20000-000,BR,PT,+98-287-6630978,contact@bühler.food.processing.ma.com,43.842.927/0001-81,,,2023-05-04
0000000355,ZPKG,Sealed Air Protective Packaging 355,,SEALEDAIR,763 Freight Terminal Drive,Düsseldorf,40213,DE,DE,+48-366-5933359,contact@sealed.air.protective.pac.com,DE455749066,,,2021-03-14
0000000356,ZPKG,Graphic Packaging International 356,,GRAPHICPA,484 Brewery Street,Atlanta,30303,US,EN,+68-405-7930789,contact@graphic.packaging.interna.com,97-7403346,,,2016-08-09
0000000357,ZPKG,AptarGroup Dispensing Systems 357,,APTARGROUP,351 Route Nationale,Düsseldorf,40213,DE,DE,+19-423-4025884,contact@aptargroup.dispensing.sys.com,DE591313587,,,2016-11-27
0000000358,ZSRV,Kuehne + Nagel FMCG Supply Chain 35,Specialty Ingredients Div,KUEHNE+N,321 Logistics Boulevard,Dallas,75201,US,EN,+74-882-3658100,contact@kuehne.+.nagel.fmcg.suppl.com,36-3828735,,,2021-06-28
0000000359,ZPKG,Sealed Air Protective Packaging 359,,SEALEDAIR,649 Route Nationale,Berlin,10117,DE,DE,+50-104-1632925,contact@sealed.air.protective.pac.com,DE612604642,,,2021-12-26
0000000360,ZRAW,Cargill Food Ingredients & Starches,,CARGILLFO,914 Harbor Road,Mumbai,400001,IN,EN,+87-104-5174559,contact@cargill.food.ingredients..com,27Q4122A1Z5,,,2018-07-15
0000000361,ZSRV,Schawk Global Pre-Media & Packaging,,SCHAWKGLO,133 Packaging Avenue,Campinas,13010-000,BR,PT,+6-405-5879280,contact@schawk.global.pre-media.a.com,85.413.271/0001-18,,,2021-02-10
0000000362,ZSRV,DSV Road Freight & FMCG Logistics 3,,DSVROADF,445 Commerce Way,Birmingham,B1 1AA,GB,EN,+46-868-4161264,contact@dsv.road.freight.and.fmcg.com,GB626325353,,,2017-11-06
0000000363,ZSRV,Hearthside Food Solutions Co-Packin,Plant Operations,HEARTHSIDE,745 Commerce Way,Düsseldorf,40213,DE,DE,+65-273-3066315,contact@hearthside.food.solutions.com,DE733177858,,,2020-02-10
0000000364,ZSRV,Alfa Laval Hygienic Pumps & Valves ,,ALFALAVAL,898 Supply Chain Park,Pune,411001,IN,EN,+7-777-2813842,contact@alfa.laval.hygienic.pumps.com,27T1796T1Z5,,,2023-05-01
0000000365,ZPKG,Smurfit Kappa Corrugated 365,,SMURFITKA,427 Zone Industrielle,Hamburg,20095,DE,DE,+33-585-3569046,contact@smurfit.kappa.corrugated..com,DE687639985,,,2018-04-21
0000000366,ZSRV,Schawk Global Pre-Media & Packaging,,SCHAWKGLO,309 Route Nationale,London,EC1A 1BB,GB,EN,+67-376-3301222,contact@schawk.global.pre-media.a.com,GB811335671,,,2020-09-11
0000000367,ZPKG,Sonoco Products Industrial 367,,SONOCOPRO,290 Packaging Avenue,Atlanta,30303,US,EN,+78-304-5412305,contact@sonoco.products.industria.com,73-4332737,,,2021-11-12
0000000368,ZRAW,Cargill Food Ingredients & Starches,Logistics Terminal,CARGILLFO,303 Agri Park Road,Los Angeles,90001,US,EN,+43-340-1045936,contact@cargill.food.ingredients..com,36-9064202,,,2016-02-22
0000000369,ZSRV,Krones Bottling & Canning Machinery,Plant Operations,KRONESBOT,856 Avenida Industrial,Hamburg,20095,DE,DE,+66-176-2699372,contact@krones.bottling.and.canni.com,DE937009907,,,2018-11-14
0000000370,ZSRV,Endress+Hauser Sanitary Instrumenta,Distribution Hub,ENDRESS+HA,271 Zone Industrielle,Stuttgart,70173,DE,DE,+38-468-6246354,contact@endress+hauser.sanitary.i.com,DE142353230,,,2020-10-10
0000000371,ZPKG,Silgan Closures & Metal Containers ,,SILGANCLO,10 Commerce Way,Frankfurt,60311,DE,DE,+43-466-8343630,contact@silgan.closures.and.metal.com,DE283086166,,,2022-12-21
0000000372,ZRAW,DSM-Firmenich Nutritional Products ,Logistics Terminal,DSM-FIRMEN,382 Harbor Road,São Paulo,01000-000,BR,PT,+89-971-9023619,contact@dsm-firmenich.nutritional.com,61.567.378/0001-59,,,2020-09-23
0000000373,ZSRV,Alfa Laval Hygienic Pumps & Valves ,,ALFALAVAL,116 Commerce Way,Rio de Janeiro,20000-000,BR,PT,+54-704-9097940,contact@alfa.laval.hygienic.pumps.com,17.964.263/0001-23,,,2022-05-19
0000000374,ZSRV,Kalyan Retail Display & POS Solutio,,KALYANRET,798 Gewerbestraße,Los Angeles,90001,US,EN,+62-599-2894776,contact@kalyan.retail.display.and.com,97-3192032,,,2020-08-11
0000000375,ZSRV,Pacmoore Dry Blending & Sifting 375,Regional HQ,PACMOORED,671 Harbor Road,Stuttgart,70173,DE,DE,+96-690-4757843,contact@pacmoore.dry.blending.and.com,DE924127682,,,2023-07-06
0000000376,ZRAW,Sensient Technologies Flavors 376,,SENSIENTT,444 Central Way,Atlanta,30303,US,EN,+20-959-1915467,contact@sensient.technologies.fla.com,94-7457158,,,2016-02-17
0000000377,ZSRV,Endress+Hauser Sanitary Instrumenta,,ENDRESS+HA,873 Avenida Industrial,Lille,59000,FR,FR,+97-603-6379342,contact@endress+hauser.sanitary.i.com,FR20048242,,,2018-09-13
0000000378,ZRAW,Kalsec Natural Herb Extracts & Colo,,KALSECNAT,520 Central Way,Zurich,8001,CH,DE,+52-936-4942645,contact@kalsec.natural.herb.extra.com,CH60819877,,,2016-11-18
0000000379,ZSRV,Del Monte Toll Manufacturing 379,,DELMONTE,91 Avenida Industrial,Seattle,98101,US,EN,+96-769-1298116,contact@del.monte.toll.manufactur.com,25-9344540,,,2017-02-24
0000000380,ZSRV,Hearthside Food Solutions Co-Packin,,HEARTHSIDE,563 Industrial Park West,Philadelphia,19102,US,EN,+66-675-4470388,contact@hearthside.food.solutions.com,87-6110305,,,2023-05-05
0000000381,ZSRV,Krones Bottling & Canning Machinery,,KRONESBOT,373 Logistics Boulevard,New York,10001,US,EN,+72-885-8937865,contact@krones.bottling.and.canni.com,68-6569576,,,2024-01-14
0000000382,ZSRV,Bühler Food Processing Machinery 38,,BÜHLERFOO,117 Packaging Avenue,Seattle,98101,US,EN,+44-463-5898671,contact@bühler.food.processing.ma.com,38-1036858,,,2022-02-21
0000000383,ZSRV,DSV Road Freight & FMCG Logistics 3,,DSVROADF,47 Agri Park Road,Atlanta,30303,US,EN,+33-725-4287016,contact@dsv.road.freight.and.fmcg.com,62-2794516,,,2018-02-07
0000000384,ZPKG,Graphic Packaging International 384,,GRAPHICPA,221 Zone Industrielle,Lille,59000,FR,FR,+92-446-2808009,contact@graphic.packaging.interna.com,FR35579048,,,2020-08-24
0000000385,ZPKG,Ball Beverage Packaging Corp 385,,BALLBEVER,791 Zone Industrielle,Paris,75001,FR,FR,+65-237-9368955,contact@ball.beverage.packaging.c.com,FR89096676,,,2016-01-18
