LIFNR,BUKRS,AKONT,ZTERM,ZWELS,HBKID,SPERR,LOEVM
0000000525,2000,211400,0001,B,HDFC,,
0000000525,1000,160100,0090,C,HDFC,,
0000000526,2000,211400,Z090,E,DB01,,
0000000527,1000,160200,0014,C,BARC,,
0000000528,1000,160200,0001,B,SBI1,,
0000000529,2000,160200,Z090,C,DB01,,
0000000530,1000,211400,0045,T,SBI1,,
0000000531,2000,211000,0090,T,HDFC,,
0000000531,1000,160200,0014,C,CS01,,
0000000532,2000,211000,0045,C,DB01,,
0000000533,2000,211400,0045,U,CITI,,
0000000533,1000,211000,0014,C,CITI,,
0000000534,1000,160200,0001,E,CS01,,
0000000535,5000,211400,0001,U,DB01,,
0000000536,4000,160100,0090,T,CS01,,
0000000537,1000,160000,Z060,E,UBS1,,
0000000538,1000,211400,Z060,U,HDFC,,
0000000539,2000,160200,0030,U,HDFC,,
0000000540,5000,160000,0090,B,CS01,,
0000000541,2000,211400,0001,T,SBI1,,
0000000542,4000,211400,0090,T,CS01,,
0000000542,1000,160200,0045,U,CITI,,
0000000543,1000,211000,0030,C,UBS1,,
0000000544,2000,160200,0045,T,DB01,,
0000000545,1000,160000,Z060,T,UBS1,,
0000000546,1000,211000,0045,C,CS01,,
0000000547,3000,160000,0014,T,CITI,,
0000000547,1000,160200,0045,E,BARC,,
0000000548,1000,160100,Z090,C,CS01,,
0000000549,3000,211400,0014,B,SBI1,,
0000000550,2000,211400,0014,U,CS01,,
0000000551,2000,160000,Z090,U,CITI,,
0000000552,2000,160200,0045,B,UBS1,,
0000000553,3000,160100,Z030,T,CS01,,
0000000554,2000,160000,0030,E,CS01,,
0000000555,1000,160000,Z030,C,SBI1,,
0000000556,1000,160200,0030,E,DB01,,
0000000557,2000,160100,Z060,E,CS01,,
0000000558,1000,160000,Z030,C,CITI,,
0000000559,2000,160100,Z030,E,CS01,,
0000000560,1000,160200,Z060,B,DB01,,
0000000561,2000,160000,Z060,E,DB01,,
0000000562,1000,160100,0060,U,HDFC,,
0000000563,3000,160000,Z030,U,CITI,,
0000000564,2000,160200,Z060,U,BARC,,
0000000565,3000,160200,Z060,U,DB01,,
0000000566,1000,211400,0001,T,CITI,,
0000000567,2000,160200,0014,B,BARC,,
0000000567,1000,211000,0060,U,DB01,,
0000000568,4000,211000,0090,T,CITI,,
0000000569,1000,160200,0045,B,CS01,,
0000000570,2000,160100,0001,T,DB01,,
0000000570,1000,160200,0090,B,DB01,,
0000000571,3000,160100,0030,T,UBS1,,
0000000572,5000,160200,0030,E,HDFC,,
0000000573,2000,211000,0030,E,HDFC,,
0000000574,1000,160000,0090,U,BARC,,
0000000575,3000,160200,0014,T,SBI1,,
0000000575,1000,160200,Z090,E,BARC,,
0000000576,1000,160200,0090,T,SBI1,,
0000000577,2000,160000,0014,C,HDFC,,
0000000577,1000,160000,0014,U,CS01,,
0000000578,3000,160100,Z090,E,CS01,,
0000000578,1000,160000,0060,U,BARC,,
0000000579,1000,160200,0030,B,DB01,,
0000000580,1000,211000,Z090,C,UBS1,,
0000000581,1000,211400,0045,B,SBI1,,
0000000582,1000,160000,0001,U,CS01,,
0000000583,1000,160200,0014,T,CITI,,
0000000584,3000,160100,Z090,B,UBS1,,
0000000585,1000,211400,0060,E,DB01,,
0000000586,1000,211000,0030,E,BARC,,
0000000587,2000,211400,Z030,T,UBS1,,
0000000587,1000,211400,0090,E,SBI1,,
0000000588,5000,211000,0090,B,DB01,,
0000000589,1000,160100,0060,T,CITI,,
0000000590,2000,160100,0014,C,SBI1,,
0000000591,2000,160100,Z090,B,BARC,,
0000000591,1000,160000,0090,E,HDFC,,
0000000592,1000,160000,0014,T,HDFC,,
0000000593,2000,160200,0045,C,BARC,,
0000000594,2000,160200,0001,B,SBI1,,
0000000595,3000,160100,0090,U,DB01,,
0000000596,2000,160000,0014,B,UBS1,,
0000000597,4000,211000,0014,B,UBS1,,
0000000597,1000,160100,Z060,C,HDFC,,
0000000598,3000,160200,0030,U,HDFC,,
0000000599,2000,211400,0014,C,SBI1,,
0000000600,4000,160200,0060,E,BARC,,
0000000601,2000,160200,Z030,C,CITI,,
0000000602,1000,211000,0014,E,HDFC,,
0000000603,1000,160100,0014,B,SBI1,,
0000000604,3000,211400,Z090,E,UBS1,,
0000000604,1000,211400,0060,U,HDFC,,
0000000605,2000,160100,0014,U,DB01,,
0000000606,1000,160200,0045,E,CS01,,
0000000607,1000,211000,0014,U,UBS1,,
0000000608,3000,160000,0001,U,SBI1,,
0000000609,1000,211400,0045,C,HDFC,,
0000000610,1000,160200,0060,E,CS01,,
0000000611,1000,211400,0001,T,DB01,,
0000000612,4000,211000,0001,B,UBS1,,
0000000613,2000,211000,0001,E,HDFC,,
0000000614,4000,160000,0060,C,DB01,,
0000000615,1000,160000,Z030,B,CS01,,
0000000616,1000,211400,0060,C,SBI1,,
0000000617,4000,160100,Z060,C,CS01,,
0000000617,1000,160200,Z090,E,SBI1,,
0000000618,2000,211000,0001,T,UBS1,,
0000000619,1000,160100,0090,T,SBI1,,
0000000620,2000,160200,0090,B,CS01,,
0000000621,2000,160000,0045,C,UBS1,,
0000000622,1000,160100,0060,U,CS01,,
0000000623,2000,160000,0030,B,CS01,,
0000000624,2000,160200,Z090,E,CS01,,
0000000625,2000,211400,Z030,B,CITI,,
0000000625,1000,160000,0030,C,HDFC,,
0000000626,1000,160100,0014,B,SBI1,,
0000000627,3000,211400,0090,B,BARC,,
0000000628,1000,160000,Z060,B,BARC,,
0000000629,2000,211400,0060,E,UBS1,,
0000000630,2000,160200,0045,T,CS01,,
0000000631,2000,160000,0001,C,UBS1,,
0000000632,2000,211400,0030,B,UBS1,,
0000000633,2000,211000,Z030,T,CITI,,
0000000634,1000,211000,0001,B,BARC,,
0000000635,1000,160000,0090,E,SBI1,,
0000000636,1000,211400,0030,E,BARC,,
0000000637,2000,160000,0001,U,HDFC,,
0000000638,1000,160200,0090,C,HDFC,,
0000000639,2000,211400,0045,U,CITI,,
0000000640,2000,160000,Z060,B,CS01,,
0000000640,1000,211400,0014,U,SBI1,,
0000000641,1000,160200,0001,T,BARC,,
0000000642,1000,160100,Z090,E,HDFC,,
0000000643,1000,160000,0060,T,BARC,,
0000000644,2000,211400,Z060,C,BARC,,
0000000645,5000,211400,Z090,C,CITI,,
0000000646,5000,160000,Z030,U,UBS1,,
0000000647,2000,160200,Z090,B,UBS1,,
0000000648,1000,211000,Z090,E,BARC,,
0000000649,1000,211400,Z060,U,DB01,,
0000000650,1000,211400,0030,U,CITI,,
0000000651,2000,211400,0060,B,SBI1,,
0000000652,1000,211000,Z090,C,UBS1,,
0000000653,1000,160000,0060,T,SBI1,,
0000000654,2000,160200,0060,C,BARC,,
0000000654,1000,211400,0030,E,DB01,,
0000000655,1000,211400,0090,U,HDFC,,
0000000656,2000,211400,0030,E,BARC,,
0000000657,3000,160200,0001,U,BARC,,
0000000658,2000,160200,0060,B,CITI,,
0000000659,3000,160200,0060,E,DB01,,
0000000660,3000,160000,0014,U,CITI,,
0000000661,1000,160000,0090,E,SBI1,,
0000000662,2000,211000,0014,C,CS01,,
0000000663,3000,211400,Z090,C,DB01,,
0000000664,1000,160000,0060,T,BARC,,
0000000665,3000,211000,Z060,U,BARC,,
0000000666,2000,160100,0045,T,UBS1,,
0000000666,1000,160000,0060,E,UBS1,,
0000000667,3000,211400,Z030,U,UBS1,,
0000000668,2000,160200,Z060,U,CITI,,
0000000668,1000,160200,Z090,T,CS01,,
0000000669,3000,160000,0030,C,CITI,,
0000000670,3000,160200,0060,B,SBI1,,
0000000671,2000,211400,0001,E,UBS1,,
0000000672,1000,160200,Z090,B,DB01,,
0000000673,1000,211400,Z090,C,UBS1,,
0000000674,1000,211400,0001,E,DB01,,
0000000675,1000,211000,0060,E,DB01,,
0000000676,2000,160200,Z060,U,HDFC,,
0000000677,1000,211400,Z060,B,BARC,,
0000000678,2000,211000,0060,U,UBS1,,
0000000679,2000,211000,Z030,C,BARC,,
0000000679,1000,160000,0090,B,BARC,,
0000000680,2000,211000,Z060,E,DB01,,
0000000681,1000,211000,0014,U,BARC,,
0000000682,2000,160100,0030,U,UBS1,,
0000000683,2000,211400,0045,E,BARC,,
0000000684,1000,160100,0060,B,UBS1,,
0000000685,1000,211000,0060,B,BARC,,
0000000686,3000,160200,0030,E,HDFC,,
0000000687,3000,160200,Z030,U,HDFC,,
0000000688,5000,160100,Z030,E,HDFC,,
0000000689,3000,211000,Z030,B,HDFC,,
0000000690,2000,211400,0001,U,BARC,,
0000000691,1000,160100,0030,U,CS01,,
0000000692,3000,160000,Z090,E,CITI,,
0000000693,2000,211400,0001,C,BARC,,
0000000694,1000,211400,Z030,U,UBS1,,
0000000695,1000,160200,0060,C,CITI,,
0000000696,1000,160100,0060,C,BARC,,
0000000697,2000,160100,0001,E,DB01,,
0000000697,1000,160100,0090,B,CS01,,
0000000698,1000,160000,Z030,C,CITI,,
0000000699,2000,160200,0030,U,BARC,,
0000000700,2000,211000,Z060,B,UBS1,,
0000000701,2000,160000,0060,B,DB01,,
0000000702,3000,211400,0060,T,UBS1,,
0000000703,3000,160000,Z060,U,DB01,,
0000000704,1000,160100,0014,C,CS01,,
0000000705,3000,211400,0060,U,HDFC,,
0000000706,1000,160000,0030,U,CS01,,
0000000707,2000,160100,Z060,E,BARC,,
0000000708,1000,211000,Z060,E,UBS1,,
0000000709,5000,160100,0060,E,DB01,,
0000000710,2000,211000,0001,B,CITI,,
0000000711,2000,160000,Z090,U,HDFC,,
0000000712,1000,211400,0014,T,BARC,,
0000000713,5000,211400,0001,C,CITI,,
0000000714,1000,160000,0060,E,DB01,,
0000000715,5000,160100,0060,E,DB01,,
0000000716,3000,160000,Z060,C,SBI1,,
0000000717,2000,160100,0060,U,BARC,,
0000000718,4000,211400,Z060,C,DB01,,
0000000719,1000,211400,0045,E,CITI,,
0000000720,2000,160200,0001,C,UBS1,,
0000000721,2000,160100,0001,C,DB01,,
0000000722,2000,160200,0090,U,BARC,,
0000000723,1000,160100,Z060,T,UBS1,,
0000000724,1000,211000,0060,C,CS01,,
0000000725,1000,160000,0045,U,HDFC,,
0000000726,1000,211000,0090,B,DB01,,
0000000727,1000,211000,0030,B,CITI,,
0000000728,1000,160200,Z060,T,BARC,,
0000000729,2000,160100,0030,E,UBS1,,
0000000730,2000,211000,0001,C,DB01,,
0000000731,2000,160000,0090,U,CS01,,
0000000732,2000,211000,0090,U,CITI,,
0000000733,3000,160100,0045,C,SBI1,,
0000000734,2000,211000,0014,C,HDFC,,
0000000734,1000,211000,Z060,E,HDFC,,
0000000735,1000,211400,0045,U,HDFC,,
0000000736,1000,211400,0001,B,UBS1,,
0000000737,4000,211000,0001,U,BARC,,
0000000737,1000,211400,0030,U,BARC,,
0000000738,2000,160200,0045,C,DB01,,
0000000738,1000,211400,Z030,B,CS01,,
0000000739,2000,211400,0090,C,UBS1,,
0000000739,1000,160200,0090,E,SBI1,,
0000000740,2000,160200,0045,E,DB01,,
0000000740,1000,211400,Z030,C,CITI,,
0000000741,4000,211000,0090,T,CS01,,
0000000742,3000,160000,0001,B,BARC,,
0000000742,1000,160200,0030,U,SBI1,,
0000000743,1000,160100,0045,T,UBS1,,
0000000744,1000,160200,0014,C,UBS1,,
0000000745,1000,160200,Z060,U,HDFC,,
0000000746,1000,211400,Z060,B,CITI,,
0000000747,1000,211400,Z090,E,DB01,,
0000000748,2000,160000,0090,U,CS01,,
0000000749,2000,160000,Z030,C,HDFC,,
0000000749,1000,160100,0014,E,DB01,,
0000000750,1000,160200,0045,E,UBS1,,
0000000751,1000,211400,Z060,T,CITI,,
0000000752,2000,211000,0060,C,BARC,,
0000000753,2000,211400,Z090,C,SBI1,,
0000000754,2000,160200,0060,T,BARC,,
0000000755,1000,211400,0030,C,SBI1,,
0000000756,5000,160100,0030,T,HDFC,,
0000000757,3000,160200,Z030,B,CITI,,
0000000757,1000,160000,0001,B,CITI,,
0000000758,3000,160100,0030,E,UBS1,,
0000000759,1000,211400,0001,B,SBI1,,
0000000760,1000,211400,0014,C,UBS1,,
0000000761,5000,160000,Z030,E,CITI,,
0000000762,1000,160100,Z030,B,SBI1,,
0000000763,3000,160100,0014,E,HDFC,,
0000000764,1000,160200,Z060,B,DB01,,
0000000765,1000,160000,0090,U,CS01,,
0000000766,3000,160100,0060,E,CITI,,
0000000767,2000,160200,0090,T,BARC,,
0000000768,1000,160100,Z090,E,BARC,,
0000000769,3000,160100,0014,B,BARC,,
0000000770,3000,160000,Z090,U,CITI,,
0000000771,2000,211000,0090,T,BARC,,
0000000772,1000,160200,Z060,B,UBS1,,
0000000773,2000,211400,Z060,T,SBI1,,
0000000774,2000,211000,0030,T,DB01,,
0000000775,2000,160100,Z060,T,UBS1,,
0000000776,1000,211400,0045,E,CS01,,
0000000777,2000,160000,Z060,B,UBS1,,
0000000777,1000,160100,Z060,B,UBS1,,
0000000778,1000,160200,Z060,T,BARC,,
0000000779,1000,211400,0060,B,CS01,,
0000000780,2000,211400,0060,T,UBS1,,
0000000781,1000,160000,Z060,U,UBS1,,
0000000782,1000,160100,0001,U,CITI,,
0000000783,2000,160000,Z060,E,SBI1,,
0000000784,1000,211000,0045,B,UBS1,,
0000000785,1000,211400,0090,C,UBS1,,
0000000786,2000,211400,0090,B,HDFC,,
0000000787,5000,160100,0045,U,HDFC,,
0000000788,2000,160100,0030,B,CS01,,
0000000788,1000,211400,0014,C,BARC,,
0000000789,1000,160200,0001,C,SBI1,,
0000000790,2000,160200,0001,C,HDFC,,
0000000791,4000,160000,0001,B,CS01,,
0000000791,1000,160200,0045,E,DB01,,
0000000792,4000,211400,0090,U,HDFC,,
0000000793,2000,160200,Z090,C,CS01,,
0000000794,1000,160100,Z030,C,DB01,,
0000000795,2000,160000,0060,E,SBI1,,
0000000796,1000,211400,Z030,E,CITI,,
0000000797,2000,160100,0014,B,HDFC,,
0000000798,1000,211000,Z030,B,SBI1,,
0000000799,1000,211000,Z090,C,HDFC,,
0000000800,1000,211000,0014,E,CITI,,
0000000801,1000,160100,Z030,T,DB01,,
0000000802,1000,160000,0001,C,CS01,,
0000000803,3000,160100,0060,B,CITI,,
0000000803,1000,160000,Z060,C,HDFC,,
0000000804,1000,211400,0014,C,BARC,,
0000000805,2000,160000,Z030,U,SBI1,,
0000000805,1000,160200,0045,U,CITI,,
0000000806,3000,211000,Z090,C,UBS1,,
0000000807,3000,211400,0090,C,SBI1,,
0000000808,2000,160100,0030,E,BARC,,
0000000809,2000,160000,0060,B,DB01,,
0000000810,3000,211400,Z060,T,SBI1,,
0000000811,1000,211000,0060,U,HDFC,,
0000000812,1000,160200,0030,U,CITI,,
0000000813,2000,160100,0014,B,CITI,,
0000000814,1000,211000,0014,U,BARC,,
0000000815,2000,211000,0090,C,DB01,,
0000000816,1000,160200,0030,B,DB01,,
0000000817,1000,211400,Z030,E,HDFC,,
0000000818,1000,160000,0045,T,CITI,,
0000000819,2000,211000,Z090,U,HDFC,,
0000000819,1000,160100,0090,T,UBS1,,
0000000820,1000,160100,0060,T,HDFC,,
0000000821,2000,211000,Z090,T,BARC,,
0000000822,1000,160200,0090,B,CITI,,
0000000823,1000,160000,0014,U,DB01,,
0000000824,1000,160000,0045,U,DB01,,
0000000825,4000,160100,0045,B,SBI1,,
0000000826,2000,160100,0090,E,BARC,,
0000000827,2000,160000,0060,B,BARC,,
0000000828,2000,160000,Z030,U,BARC,,
0000000829,2000,160000,0030,C,CS01,,
0000000830,2000,160100,Z090,C,BARC,,
0000000831,1000,211000,0001,B,CITI,,
0000000832,1000,211000,0045,T,BARC,,
0000000833,3000,211000,0001,U,DB01,,
0000000834,2000,160000,Z030,B,CITI,,
0000000835,2000,160000,Z060,C,CITI,,
0000000836,1000,211400,0030,T,SBI1,,
0000000837,3000,211000,0030,C,DB01,,
0000000838,2000,211000,Z060,T,CS01,,
0000000839,2000,160000,Z060,U,DB01,,
0000000839,1000,160100,0001,B,SBI1,,
0000000840,2000,160100,0045,E,CITI,,
0000000841,2000,211400,0045,E,UBS1,,
0000000841,1000,160100,0014,B,CS01,,
0000000842,2000,160100,Z060,T,DB01,,
0000000843,2000,160200,0090,C,DB01,,
0000000844,1000,160000,0014,C,SBI1,,
0000000845,2000,160100,0045,T,CITI,,
0000000846,2000,160100,0060,U,SBI1,,
0000000846,1000,160100,0014,T,CS01,,
0000000847,1000,160000,0014,U,BARC,,
0000000848,2000,160100,0045,E,BARC,,
0000000848,1000,160000,0030,B,CS01,,
0000000849,1000,211000,0001,E,HDFC,,
0000000850,2000,160100,Z030,C,BARC,,
0000000851,1000,160000,0030,B,DB01,,
0000000852,5000,160100,0001,C,CITI,,
0000000853,1000,160200,0030,C,CITI,,
0000000854,3000,160000,Z090,E,BARC,,
0000000855,1000,211400,Z060,C,HDFC,,
0000000856,3000,211400,Z030,B,SBI1,,
0000000857,2000,211400,0030,C,DB01,,
0000000858,1000,211000,0090,C,UBS1,,
0000000859,2000,211000,0014,C,HDFC,,
0000000860,1000,211400,Z090,T,HDFC,,
0000000861,1000,160200,0030,U,CITI,,
0000000862,1000,160100,Z030,E,CS01,,
0000000863,4000,160200,Z060,C,CITI,,
0000000864,1000,160100,0030,U,SBI1,,
0000000865,2000,160200,Z060,B,CITI,,
0000000865,1000,211000,0060,U,CITI,,
0000000866,3000,160000,Z030,U,SBI1,,
0000000867,2000,211000,Z090,T,SBI1,,
0000000868,1000,160000,0090,T,SBI1,,
0000000869,2000,160100,0045,C,DB01,,
0000000870,2000,211400,0060,U,CS01,,
0000000871,1000,160100,Z090,U,CS01,,
0000000872,4000,160000,Z090,E,HDFC,,
0000000872,1000,211000,0001,U,SBI1,,
0000000873,1000,211000,0060,U,BARC,,
0000000874,2000,211000,Z090,E,CITI,,
0000000874,1000,160200,Z060,T,DB01,,
0000000875,2000,160100,0014,B,CITI,,
0000000876,1000,211400,0045,T,CS01,,
0000000877,5000,160000,0001,U,SBI1,,
0000000878,3000,160100,0001,E,UBS1,,
0000000878,1000,160100,0090,C,HDFC,,
0000000879,3000,160000,0090,U,BARC,,
0000000880,1000,211000,0090,C,BARC,,
0000000881,1000,160200,0045,T,HDFC,,
0000000882,3000,160000,0014,T,DB01,,
0000000882,1000,211400,Z060,B,UBS1,,
0000000883,1000,211000,Z060,U,CS01,,
0000000884,2000,160200,Z090,T,SBI1,,
0000000885,1000,211400,Z090,E,HDFC,,
0000000886,3000,160200,0030,U,SBI1,,
0000000887,5000,160100,Z030,U,CITI,,
0000000887,1000,160000,0001,C,HDFC,,
0000000888,2000,160100,0030,E,SBI1,,
0000000889,1000,160000,Z030,U,HDFC,,
0000000890,1000,160200,0030,C,BARC,,
0000000891,2000,211000,Z030,B,CITI,,
0000000892,3000,211000,0090,E,SBI1,,
0000000893,2000,160200,0060,T,BARC,,
0000000894,3000,160000,Z030,U,SBI1,,
0000000894,1000,211000,Z090,C,CITI,,
0000000895,1000,211400,0090,C,HDFC,,
0000000896,2000,160200,0001,B,BARC,,
0000000897,3000,211400,0030,U,CITI,,
0000000898,1000,211400,Z030,C,BARC,,
0000000899,1000,160200,0090,T,CS01,,
0000000900,4000,160200,Z060,B,DB01,,
0000000900,1000,160100,0001,B,DB01,,
0000000901,2000,160200,0045,T,UBS1,,
0000000902,2000,160200,0001,C,SBI1,,
0000000903,4000,160000,Z090,U,HDFC,,
0000000904,5000,211400,0045,E,CITI,,
0000000904,1000,160200,0045,U,BARC,,
0000000905,1000,160200,0090,C,CS01,,
0000000906,1000,211000,0030,T,BARC,,
0000000907,3000,211000,0090,C,BARC,,
0000000908,1000,160100,0060,E,UBS1,,
0000000909,3000,160100,0090,U,SBI1,,
0000000909,1000,160100,0060,E,CITI,,
0000000910,2000,160200,Z030,C,BARC,,
0000000911,3000,211400,0090,E,HDFC,,
0000000912,1000,211400,Z030,B,HDFC,,
0000000913,1000,160200,0014,U,CS01,,
0000000914,1000,160200,0045,C,CS01,,
0000000915,2000,160200,Z030,C,CITI,,
0000000916,1000,160000,Z060,T,DB01,,
0000000917,2000,211400,0014,U,DB01,,
0000000917,1000,160100,0001,B,HDFC,,
0000000918,2000,211400,Z090,E,HDFC,,
0000000918,1000,211400,0060,E,CS01,,
0000000919,2000,160200,0090,C,DB01,,
0000000919,1000,211400,Z030,T,SBI1,,
0000000920,2000,211000,Z090,C,DB01,,
0000000921,3000,160100,0090,E,CS01,,
0000000921,1000,211400,0060,E,BARC,,
0000000922,1000,211000,0045,T,HDFC,,
0000000923,4000,160000,0030,E,CITI,,
0000000924,1000,211400,0045,C,BARC,,
0000000925,2000,211000,0014,C,BARC,,
0000000925,1000,160200,Z030,U,SBI1,,
0000000926,2000,211000,Z060,E,CS01,,
0000000926,1000,160000,Z030,T,SBI1,,
0000000927,3000,160100,0045,U,SBI1,,
0000000927,1000,160100,0014,B,SBI1,,
0000000928,3000,160100,Z060,B,SBI1,,
0000000929,2000,160100,Z060,T,HDFC,,
0000000930,2000,160100,0001,E,CITI,,
0000000931,1000,211000,0090,U,CITI,,
0000000932,2000,160000,0060,U,SBI1,,
0000000933,2000,211000,0014,E,SBI1,,
0000000933,1000,160200,0001,C,HDFC,,
0000000934,5000,160000,0060,B,SBI1,,
0000000935,2000,211000,0060,C,BARC,,
0000000935,1000,211000,0030,E,CS01,,
0000000936,1000,211000,0090,T,BARC,,
0000000937,3000,160100,0060,U,CITI,,
0000000938,3000,211400,0060,C,HDFC,,
0000000939,1000,160200,0014,C,HDFC,,
0000000940,2000,160200,0014,B,HDFC,,
0000000940,1000,211000,Z060,U,HDFC,,
0000000941,1000,160100,0090,E,SBI1,,
0000000942,2000,160200,0060,B,HDFC,,
0000000943,1000,160000,Z090,E,CS01,,
0000000944,1000,160000,0030,T,CS01,,
0000000945,2000,160000,Z090,B,DB01,,
0000000945,1000,160200,0060,U,CS01,,
0000000946,1000,160000,0001,C,DB01,,
0000000947,4000,160200,0001,U,SBI1,,
0000000948,3000,160000,0090,B,BARC,,
0000000949,3000,160000,0001,E,CS01,,
0000000949,1000,160100,Z030,E,SBI1,,
0000000950,3000,211000,0030,T,CITI,,
0000000951,2000,160100,0014,U,SBI1,,
0000000951,1000,211000,0090,U,SBI1,,
0000000952,4000,160100,Z060,C,CS01,,
0000000953,2000,211000,Z090,B,BARC,,
0000000954,2000,160200,Z030,B,UBS1,,
0000000955,1000,211000,0090,B,BARC,,
0000000956,1000,160000,0090,U,HDFC,,
0000000957,2000,211000,0045,E,HDFC,,
0000000958,3000,160100,0060,E,UBS1,,
0000000958,1000,160200,0060,C,CITI,,
0000000959,3000,211400,0014,U,UBS1,,
0000000959,1000,211000,Z060,B,HDFC,,
0000000960,2000,160100,0045,B,UBS1,,
0000000961,3000,211400,Z030,T,HDFC,,
0000000962,3000,211400,Z060,E,DB01,,
0000000963,2000,160100,0045,B,HDFC,,
0000000963,1000,160200,0014,E,HDFC,,
0000000964,1000,160200,0001,B,SBI1,,
0000000995,2000,211000,Z090,C,UBS1,,
0000000996,1000,211000,Z090,B,CITI,,
0000000997,1000,211000,0060,E,HDFC,,
0000000998,1000,211000,0014,E,CITI,,
0000000999,2000,211400,0001,E,BARC,,
0000001000,1000,211400,0060,T,CS01,,
0000000067,2000,211000,0045,T,BARC,,
0000000068,2000,211000,Z060,E,CITI,,
0000000068,1000,211000,0045,T,CS01,,
0000000069,2000,160000,0014,U,CS01,,
0000000070,1000,160200,Z060,T,BARC,,
0000000071,1000,160100,0060,B,UBS1,,
0000000072,1000,160000,0014,E,SBI1,,
0000000073,1000,211000,Z060,T,CS01,,
0000000074,5000,160100,0045,C,HDFC,,
0000000075,1000,160000,0001,B,DB01,,
0000999001,1000,160000,0030,T,UBS1,,
0000999002,1000,160000,0030,T,UBS1,,
0000999003,1000,160000,0030,T,UBS1,,
0000999004,1000,160000,0030,T,UBS1,,
0000999005,1000,160000,0030,T,UBS1,,
0000999006,1000,160000,0030,T,UBS1,,
0000999007,1000,160000,0030,T,UBS1,,
0000999008,1000,160000,0030,T,UBS1,,
0000999009,1000,160000,0030,T,UBS1,,
0000999010,1000,160000,0030,T,UBS1,,
0000999011,1000,160000,0030,T,UBS1,,
0000999012,1000,160000,0030,T,UBS1,,
0000999013,1000,160000,0030,T,UBS1,,
0000999014,1000,160000,0030,T,UBS1,,
0000999015,1000,160000,0030,T,UBS1,,
