LIFNR,EKORG,WAERS,ZTERM,INCO1,MINBW,SPERM,LOEVM
0000000576,EK03,EUR,0045,DDP,500,,
0000000577,EK02,INR,0045,CIP,2500,,
0000000578,EK04,USD,0090,DDP,10000,,
0000000579,EK03,EUR,0014,EXW,10000,,
0000000580,EK03,EUR,0030,CIP,1000,,
0000000581,EK03,EUR,0090,DDP,0,,
0000000582,EK03,EUR,0060,DAP,1000,,
0000000583,EK03,EUR,0014,CPT,0,,
0000000584,EK04,USD,Z090,FCA,2500,,
0000000585,EK03,EUR,0090,CPT,0,,
0000000586,EK03,EUR,0001,FCA,0,,
0000000587,EK02,INR,Z030,EXW,500,,
0000000588,EK04,USD,0030,EXW,0,,
0000000589,EK03,EUR,0090,EXW,500,,
0000000590,EK02,INR,Z030,EXW,500,,
0000000591,EK02,INR,0045,CIP,2500,,
0000000592,EK03,EUR,0001,DAP,500,,
0000000593,EK02,INR,0030,CPT,10000,,
0000000594,EK02,INR,Z060,CIP,0,,
0000000595,EK04,USD,Z030,CPT,2500,,
0000000596,EK02,INR,Z090,EXW,10000,,
0000000597,EK03,EUR,Z030,DDP,1000,,
0000000598,EK04,USD,Z090,EXW,10000,,
0000000599,EK02,INR,Z060,FCA,1000,,
0000000600,EK03,EUR,0090,DAP,2500,,
0000000601,EK02,INR,0090,DDP,2500,,
0000000602,EK03,EUR,0090,CIP,2500,,
0000000603,EK03,EUR,0001,DDP,500,,
0000000604,EK04,USD,0060,DAP,2500,,
0000000605,EK02,INR,Z060,EXW,500,,
0000000606,EK03,EUR,Z060,DDP,500,,
0000000607,EK03,EUR,0001,DAP,0,,
0000000608,EK04,USD,Z090,DDP,1000,,
0000000609,EK03,EUR,Z090,EXW,2500,,
0000000610,EK03,EUR,0014,FCA,10000,,
0000000611,EK03,EUR,0060,DAP,10000,,
0000000612,EK03,EUR,Z030,CPT,500,,
0000000613,EK02,INR,0060,DAP,10000,,
0000000614,EK03,EUR,Z060,DDP,2500,,
0000000615,EK03,EUR,0090,EXW,500,,
0000000616,EK03,EUR,0090,DAP,500,,
0000000617,EK03,EUR,0001,CPT,0,,
0000000618,EK02,INR,Z030,CPT,10000,,
0000000619,EK03,EUR,Z030,CIP,10000,,
0000000620,EK02,INR,Z060,CPT,2500,,
0000000621,EK02,INR,0060,CPT,1000,,
0000000622,EK03,EUR,0001,EXW,1000,,
0000000623,EK02,INR,0045,CIP,0,,
0000000624,EK02,INR,Z060,EXW,500,,
0000000625,EK02,INR,0060,FCA,0,,
0000000626,EK03,EUR,0060,CPT,500,,
0000000627,EK04,USD,0060,FCA,10000,,
0000000628,EK03,EUR,Z030,DAP,10000,,
0000000629,EK02,INR,Z030,DDP,500,,
0000000630,EK02,INR,Z060,DAP,1000,,
0000000631,EK02,INR,0045,FCA,2500,,
0000000632,EK02,INR,0030,CPT,0,,
0000000633,EK02,INR,0060,EXW,0,,
0000000634,EK03,EUR,0030,DAP,0,,
0000000635,EK03,EUR,Z060,CIP,10000,,
0000000636,EK03,EUR,Z030,DDP,500,,
0000000637,EK02,INR,0060,EXW,1000,,
0000000638,EK03,EUR,0030,CPT,0,,
0000000639,EK02,INR,Z060,FCA,0,,
0000000640,EK02,INR,0090,FCA,10000,,
0000000641,EK03,EUR,0001,CIP,10000,,
0000000642,EK03,EUR,Z090,EXW,0,,
0000000643,EK03,EUR,0014,DDP,0,,
0000000644,EK02,INR,0090,DDP,2500,,
0000000645,EK04,USD,0001,DAP,500,,
0000000646,EK04,USD,0045,DDP,1000,,
0000000647,EK02,INR,Z060,EXW,0,,
0000000648,EK03,EUR,0045,CIP,0,,
0000000649,EK03,EUR,0030,FCA,2500,,
0000000650,EK03,EUR,0090,EXW,500,,
0000000651,EK02,INR,0014,CPT,10000,,
0000000652,EK03,EUR,Z060,EXW,500,,
0000000653,EK03,EUR,0045,DDP,500,,
0000000654,EK02,INR,0030,DDP,10000,,
0000000655,EK03,EUR,0001,DAP,2500,,
0000000656,EK02,INR,Z060,DDP,1000,,
0000000657,EK04,USD,0060,CIP,500,,
0000000658,EK02,INR,Z060,DAP,2500,,
0000000659,EK04,USD,0060,DDP,500,,
0000000660,EK04,USD,0001,DDP,2500,,
0000000661,EK03,EUR,Z090,FCA,1000,,
0000000662,EK02,INR,0014,DAP,500,,
0000000663,EK04,USD,Z030,DDP,2500,,
0000000664,EK03,EUR,Z090,CPT,0,,
0000000665,EK04,USD,0060,DAP,2500,,
0000000666,EK02,INR,Z060,EXW,10000,,
0000000667,EK04,USD,0001,FCA,10000,,
0000000668,EK02,INR,0090,DDP,500,,
0000000669,EK04,USD,0060,DAP,2500,,
0000000670,EK04,USD,Z090,FCA,1000,,
0000000671,EK02,INR,Z090,CPT,0,,
0000000672,EK03,EUR,Z060,CIP,2500,,
0000000673,EK03,EUR,0001,DAP,0,,
0000000674,EK03,EUR,0030,CIP,0,,
0000000675,EK03,EUR,0090,FCA,500,,
0000000676,EK02,INR,0060,EXW,0,,
0000000677,EK03,EUR,0090,DDP,0,,
0000000678,EK02,INR,Z030,DAP,500,,
0000000679,EK02,INR,Z030,FCA,10000,,
0000000680,EK02,INR,0060,DDP,500,,
0000000681,EK03,EUR,0045,CPT,2500,,
0000000682,EK02,INR,Z030,EXW,2500,,
0000000683,EK02,INR,0045,CIP,2500,,
0000000684,EK03,EUR,0001,EXW,1000,,
0000000685,EK03,EUR,0045,EXW,2500,,
0000000686,EK04,USD,Z030,FCA,10000,,
0000000687,EK04,USD,0001,CIP,0,,
0000000688,EK04,USD,0045,EXW,500,,
0000000689,EK04,USD,0090,DAP,10000,,
0000000690,EK02,INR,Z030,EXW,500,,
0000000691,EK03,EUR,Z060,FCA,2500,,
0000000692,EK04,USD,0001,DDP,2500,,
0000000693,EK02,INR,Z060,DDP,1000,,
0000000694,EK03,EUR,Z090,DDP,2500,,
0000000695,EK03,EUR,0060,CIP,10000,,
0000000696,EK03,EUR,0060,DDP,1000,,
0000000697,EK02,INR,0060,EXW,10000,,
0000000698,EK03,EUR,Z090,EXW,500,,
0000000699,EK02,INR,0045,FCA,0,,
0000000700,EK02,INR,0014,CIP,0,,
0000000701,EK02,INR,0090,DDP,1000,,
0000000702,EK04,USD,0001,EXW,0,,
0000000703,EK04,USD,0045,DDP,10000,,
0000000704,EK03,EUR,0001,EXW,10000,,
0000000705,EK04,USD,0045,CIP,0,,
0000000706,EK03,EUR,Z060,CIP,0,,
0000000707,EK02,INR,0045,FCA,0,,
0000000708,EK03,EUR,Z090,EXW,1000,,
0000000709,EK04,USD,Z060,FCA,10000,,
0000000710,EK02,INR,Z090,DAP,2500,,
0000000711,EK02,INR,Z060,EXW,500,,
0000000712,EK03,EUR,Z060,EXW,10000,,
0000000713,EK04,USD,0001,DAP,10000,,
0000000714,EK03,EUR,0014,CPT,2500,,
0000000715,EK04,USD,0001,CIP,2500,,
0000000716,EK04,USD,Z090,DDP,2500,,
0000000717,EK02,INR,Z060,DAP,2500,,
0000000718,EK03,EUR,0045,CPT,500,,
0000000719,EK03,EUR,0014,DDP,0,,
0000000720,EK02,INR,0001,DAP,0,,
0000000721,EK02,INR,0014,CPT,2500,,
0000000722,EK02,INR,0090,CPT,1000,,
0000000723,EK03,EUR,0014,CIP,2500,,
0000000724,EK03,EUR,Z060,DAP,500,,
0000000725,EK03,EUR,Z030,DAP,10000,,
0000000726,EK03,EUR,0060,DAP,10000,,
0000000727,EK03,EUR,Z060,CPT,500,,
0000000728,EK03,EUR,Z030,DDP,10000,,
0000000729,EK02,INR,0001,CPT,1000,,
0000000730,EK02,INR,0090,DDP,0,,
0000000731,EK02,INR,Z030,FCA,10000,,
0000000732,EK02,INR,0001,CIP,0,,
0000000733,EK04,USD,0001,EXW,500,,
0000000734,EK02,INR,0014,FCA,0,,
0000000735,EK03,EUR,0060,FCA,10000,,
0000000736,EK03,EUR,0030,EXW,2500,,
0000000737,EK03,EUR,0001,CIP,500,,
0000000738,EK02,INR,Z090,CIP,2500,,
0000000739,EK02,INR,0030,EXW,10000,,
0000000740,EK02,INR,0090,EXW,1000,,
0000000741,EK03,EUR,0060,DDP,2500,,
0000000742,EK04,USD,Z030,DAP,1000,,
0000000743,EK03,EUR,0090,DAP,10000,,
0000000744,EK03,EUR,0060,DAP,1000,,
0000000745,EK03,EUR,Z090,FCA,0,,
0000000746,EK03,EUR,0001,CIP,2500,,
0000000747,EK03,EUR,0001,DAP,1000,,
0000000748,EK02,INR,Z060,CPT,500,,
0000000749,EK02,INR,0045,FCA,1000,,
0000000750,EK03,EUR,Z030,DDP,2500,,
0000000751,EK03,EUR,Z030,DDP,500,,
0000000752,EK02,INR,0001,DDP,0,,
0000000753,EK02,INR,Z090,CPT,1000,,
0000000754,EK02,INR,0045,CPT,500,,
0000000755,EK03,EUR,0045,CPT,0,,
0000000756,EK04,USD,Z090,CIP,2500,,
0000000757,EK04,USD,0045,EXW,500,,
0000000758,EK04,USD,0090,CPT,10000,,
0000000759,EK03,EUR,0090,FCA,1000,,
0000000760,EK03,EUR,0090,FCA,10000,,
0000000761,EK04,USD,Z090,DAP,10000,,
0000000762,EK03,EUR,Z030,DDP,2500,,
0000000763,EK04,USD,Z090,DDP,2500,,
0000000764,EK03,EUR,Z090,DDP,2500,,
0000000765,EK03,EUR,Z060,DDP,0,,
0000000766,EK04,USD,0045,DDP,0,,
0000000767,EK02,INR,Z030,CIP,500,,
0000000768,EK03,EUR,Z030,EXW,1000,,
0000000769,EK04,USD,0090,CIP,0,,
0000000770,EK04,USD,0014,FCA,10000,,
0000000771,EK02,INR,0060,DAP,1000,,
0000000772,EK03,EUR,Z030,FCA,2500,,
0000000773,EK02,INR,Z060,EXW,500,,
0000000774,EK02,INR,0090,CPT,10000,,
0000000775,EK02,INR,0014,CIP,500,,
0000000776,EK03,EUR,0090,DDP,2500,,
0000000777,EK02,INR,0014,CIP,10000,,
0000000778,EK03,EUR,Z030,CIP,0,,
0000000779,EK03,EUR,0045,CIP,500,,
0000000780,EK02,INR,0060,FCA,1000,,
0000000781,EK03,EUR,0001,DDP,2500,,
0000000782,EK03,EUR,0090,CIP,500,,
0000000783,EK02,INR,Z030,FCA,1000,,
0000000784,EK03,EUR,0001,EXW,0,,
0000000785,EK03,EUR,0060,CPT,0,,
0000000786,EK02,INR,Z060,DDP,1000,,
0000000787,EK04,USD,Z030,DAP,1000,,
0000000788,EK02,INR,0045,CIP,500,,
0000000789,EK03,EUR,0045,FCA,0,,
0000000790,EK02,INR,0001,DDP,2500,,
0000000791,EK03,EUR,0014,CIP,500,,
0000000792,EK03,EUR,0060,CIP,1000,,
0000000793,EK02,INR,Z060,EXW,500,,
0000000794,EK03,EUR,0045,DDP,2500,,
0000000795,EK02,INR,Z090,DDP,2500,,
0000000796,EK03,EUR,0030,CIP,10000,,
0000000797,EK02,INR,0060,DDP,0,,
0000000798,EK03,EUR,Z030,FCA,1000,,
0000000799,EK03,EUR,Z090,CIP,10000,,
0000000800,EK03,EUR,0090,CIP,10000,,
0000000801,EK03,EUR,0060,DAP,500,,
0000000802,EK03,EUR,Z090,DAP,0,,
0000000803,EK04,USD,0030,FCA,0,,
0000000804,EK03,EUR,0060,DAP,2500,,
0000000805,EK02,INR,0014,DDP,2500,,
0000000806,EK04,USD,Z060,DAP,0,,
0000000807,EK04,USD,0030,DDP,2500,,
0000000808,EK02,INR,0090,DAP,2500,,
0000000809,EK02,INR,0045,DAP,0,,
0000000810,EK04,USD,0090,EXW,10000,,
0000000811,EK03,EUR,0030,DDP,0,,
0000000812,EK03,EUR,0001,CPT,2500,,
0000000813,EK02,INR,0090,DAP,1000,,
0000000814,EK03,EUR,0030,CPT,0,,
0000000815,EK02,INR,0090,DDP,0,,
0000000816,EK03,EUR,Z090,FCA,2500,,
0000000817,EK03,EUR,Z030,DAP,10000,,
0000000818,EK03,EUR,Z090,CPT,1000,,
0000000819,EK02,INR,0030,EXW,500,,
0000000820,EK03,EUR,0014,DDP,500,,
0000000821,EK02,INR,0090,EXW,10000,,
0000000822,EK03,EUR,0060,CIP,0,,
0000000823,EK03,EUR,0001,CPT,10000,,
0000000824,EK03,EUR,0001,EXW,10000,,
0000000825,EK03,EUR,0090,CIP,1000,,
0000000826,EK02,INR,0060,CPT,0,,
0000000827,EK02,INR,Z060,FCA,10000,,
0000000828,EK02,INR,0030,CPT,0,,
0000000829,EK02,INR,0030,FCA,10000,,
0000000830,EK02,INR,0045,DDP,1000,,
0000000831,EK03,EUR,0014,CIP,500,,
0000000832,EK03,EUR,Z090,CPT,1000,,
0000000833,EK04,USD,0090,FCA,500,,
0000000834,EK02,INR,0045,DAP,10000,,
0000000835,EK02,INR,Z090,DAP,500,,
0000000836,EK03,EUR,0060,CPT,2500,,
0000000837,EK04,USD,Z060,DAP,2500,,
0000000838,EK02,INR,0090,EXW,1000,,
0000000839,EK02,INR,0090,EXW,2500,,
0000000840,EK02,INR,0001,EXW,2500,,
0000000841,EK02,INR,Z090,DAP,0,,
0000000842,EK02,INR,Z060,DAP,1000,,
0000000843,EK02,INR,0060,CIP,0,,
0000000844,EK03,EUR,Z090,CPT,1000,,
0000000845,EK02,INR,0045,CPT,500,,
0000000846,EK02,INR,0030,DDP,2500,,
0000000847,EK03,EUR,Z060,FCA,0,,
0000000848,EK02,INR,0060,DAP,2500,,
0000000849,EK03,EUR,0045,CPT,1000,,
0000000850,EK02,INR,Z030,DDP,10000,,
0000000851,EK03,EUR,0090,CIP,10000,,
0000000852,EK04,USD,Z030,DAP,10000,,
0000000853,EK03,EUR,0030,CPT,1000,,
0000000854,EK04,USD,0060,DAP,0,,
0000000855,EK03,EUR,0001,EXW,500,,
0000000856,EK04,USD,0090,DDP,0,,
0000000857,EK02,INR,0001,FCA,0,,
0000000858,EK03,EUR,0090,CIP,0,,
0000000859,EK02,INR,0060,EXW,0,,
0000000860,EK03,EUR,0045,EXW,0,,
0000000861,EK03,EUR,Z030,DAP,1000,,
0000000862,EK03,EUR,Z060,CIP,1000,,
0000000863,EK03,EUR,0030,EXW,2500,,
0000000864,EK03,EUR,0090,FCA,1000,,
0000000865,EK02,INR,0030,CIP,2500,,
0000000866,EK04,USD,0090,FCA,1000,,
0000000867,EK02,INR,0045,CPT,2500,,
0000000868,EK03,EUR,0045,CPT,10000,,
0000000869,EK02,INR,0030,CPT,500,,
0000000870,EK02,INR,Z060,DAP,0,,
0000000871,EK03,EUR,Z060,CPT,0,,
0000000872,EK03,EUR,0001,DDP,1000,,
0000000873,EK03,EUR,Z090,CPT,10000,,
0000000874,EK02,INR,0014,DDP,1000,,
0000000875,EK02,INR,Z090,DAP,1000,,
0000000876,EK03,EUR,Z090,CIP,500,,
0000000877,EK04,USD,Z090,CIP,10000,,
0000000878,EK04,USD,Z090,CIP,10000,,
0000000879,EK04,USD,0001,DAP,1000,,
0000000880,EK03,EUR,Z030,DAP,2500,,
0000000881,EK03,EUR,0045,DAP,2500,,
0000000882,EK04,USD,0014,EXW,2500,,
0000000883,EK03,EUR,Z090,CPT,2500,,
0000000884,EK02,INR,Z060,EXW,1000,,
0000000885,EK03,EUR,Z030,DAP,0,,
0000000886,EK04,USD,Z090,CIP,10000,,
0000000887,EK04,USD,Z090,EXW,0,,
0000000888,EK02,INR,0060,EXW,10000,,
0000000889,EK03,EUR,0030,FCA,1000,,
0000000890,EK03,EUR,0045,EXW,500,,
0000000891,EK02,INR,0060,DDP,10000,,
0000000892,EK04,USD,Z030,DDP,500,,
0000000893,EK02,INR,0030,EXW,10000,,
0000000894,EK04,USD,Z030,EXW,10000,,
0000000895,EK03,EUR,0001,DAP,1000,,
0000000896,EK02,INR,0090,CIP,10000,,
0000000897,EK04,USD,0030,DDP,500,,
0000000898,EK03,EUR,0090,DDP,2500,,
0000000899,EK03,EUR,0045,DDP,10000,,
0000000900,EK03,EUR,0045,EXW,0,,
0000000901,EK02,INR,0014,DAP,500,,
0000000902,EK02,INR,0014,FCA,2500,,
0000000903,EK03,EUR,Z030,CIP,10000,,
0000000904,EK04,USD,Z060,DDP,0,,
0000000905,EK03,EUR,0090,CIP,0,,
0000000906,EK03,EUR,Z090,FCA,500,,
0000000907,EK04,USD,0090,DAP,2500,,
0000000908,EK03,EUR,Z090,DAP,500,,
0000000909,EK04,USD,Z090,CIP,500,,
0000000910,EK02,INR,0014,FCA,1000,,
0000000911,EK04,USD,Z090,CPT,0,,
0000000912,EK03,EUR,0060,CIP,1000,,
0000000913,EK03,EUR,Z060,CPT,500,,
0000000914,EK03,EUR,0014,EXW,2500,,
0000000915,EK02,INR,0090,EXW,2500,,
0000000916,EK03,EUR,0045,CIP,1000,,
0000000917,EK02,INR,Z060,DAP,10000,,
0000000918,EK02,INR,0001,DAP,0,,
0000000919,EK02,INR,0001,EXW,2500,,
0000000920,EK02,INR,Z090,DDP,0,,
0000000921,EK04,USD,Z060,EXW,500,,
0000000922,EK03,EUR,Z030,CPT,1000,,
0000000923,EK03,EUR,0014,DAP,2500,,
0000000924,EK03,EUR,0090,DAP,0,,
0000000925,EK02,INR,0030,DDP,1000,,
0000000926,EK02,INR,Z030,CPT,0,,
0000000927,EK04,USD,0090,CIP,10000,,
0000000928,EK04,USD,0045,DAP,0,,
0000000929,EK02,INR,0030,CPT,10000,,
0000000930,EK02,INR,Z090,DDP,1000,,
0000000931,EK03,EUR,0001,DAP,1000,,
0000000932,EK02,INR,Z090,CIP,0,,
0000000933,EK02,INR,0090,CPT,1000,,
0000000934,EK04,USD,Z090,CPT,2500,,
0000000935,EK02,INR,0045,EXW,1000,,
0000000936,EK03,EUR,0090,DDP,10000,,
0000000937,EK04,USD,Z090,FCA,500,,
0000000938,EK04,USD,Z030,DDP,2500,,
0000000939,EK03,EUR,0014,FCA,1000,,
0000000940,EK02,INR,0030,FCA,1000,,
0000000941,EK03,EUR,Z090,EXW,0,,
0000000942,EK02,INR,Z030,CIP,0,,
0000000943,EK03,EUR,0090,EXW,1000,,
0000000944,EK03,EUR,0090,DDP,500,,
0000000945,EK02,INR,Z060,CIP,500,,
0000000946,EK03,EUR,Z030,DDP,2500,,
0000000947,EK03,EUR,0060,DDP,1000,,
0000000948,EK04,USD,Z030,DAP,1000,,
0000000949,EK04,USD,Z030,DDP,1000,,
0000000950,EK04,USD,0090,CPT,500,,
0000000951,EK02,INR,0001,EXW,10000,,
0000000952,EK03,EUR,0045,CPT,10000,,
0000000953,EK02,INR,0045,DDP,500,,
0000000954,EK02,INR,0014,DAP,2500,,
0000000955,EK03,EUR,Z090,DAP,2500,,
0000000956,EK03,EUR,0001,FCA,10000,,
0000000957,EK02,INR,0030,EXW,1000,,
0000000958,EK04,USD,Z060,DDP,500,,
0000000959,EK04,USD,0001,DAP,1000,,
0000000960,EK02,INR,0045,EXW,0,,
0000000961,EK04,USD,0014,FCA,10000,,
0000000962,EK04,USD,Z090,CPT,1000,,
0000000963,EK02,INR,0090,FCA,2500,,
0000000964,EK03,EUR,0045,EXW,1000,,
0000000995,EK02,INR,0001,FCA,2500,,
0000000996,EK03,EUR,0090,DDP,500,,
0000000997,EK03,EUR,0060,FCA,2500,,
0000000998,EK03,EUR,0045,EXW,10000,,
0000000999,EK02,INR,0014,DAP,1000,,
0000001000,EK03,EUR,Z030,DDP,500,,
0000999016,EK01,USD,0030,CIP,2500,,
0000999017,EK01,USD,0030,CIP,2500,,
0000999018,EK01,USD,0030,CIP,2500,,
0000999019,EK01,USD,0030,CIP,2500,,
0000999020,EK01,USD,0030,CIP,2500,,
0000999021,EK01,USD,0030,CIP,2500,,
0000999022,EK01,USD,0030,CIP,2500,,
0000999023,EK01,USD,0030,CIP,2500,,
0000999024,EK01,USD,0030,CIP,2500,,
0000999025,EK01,USD,0030,CIP,2500,,
