LIFNR,KTOKK,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,LOEVM,SPERM,ERDAT
0000000234,ZCLD,,,MARKENCLI,279 Novartis Campus Basel,Geneva,1202,CH,DE,+55-903-3717490,regulatory@marken.clinical.cold.chai.com,CHE-139.932.723,,,2016-03-31
0000000235,ZPKG,Bilcare Research Pharma Blister Fil,,BILCARERE,330 Technology Square,Schaffhausen,8200,CH,DE,+59-978-6707067,regulatory@bilcare.research.pharma.b.com,CHE-541.636.961,,,2019-02-14
0000000236,ZPKG,Constantia Flexibles Coldform Foils,,CONSTANTIA,245 Pashamylaram Industrial Area,Strasbourg,67000,FR,FR,+35-522-4568226,regulatory@constantia.flexibles.cold.com,FR27227218,,,2023-10-31
0000000237,ZAPI,Evonik Health Care Biomaterials 237,API Custom Synthesis Wing,EVONIKHEA,20 Discovery Boulevard,Strasbourg,67000,FR,FR,+49-116-7651613,regulatory@evonik.health.care.biomat.com,FR17317802,,,2019-03-10
0000000238,ZEXC,Gattefosse Lipid Excipients Europe ,Cold-Chain Depôt,GATTEFOSSE,224 Science Park Road,Lausanne,1015,CH,DE,+36-592-6782047,regulatory@gattefosse.lipid.excipien.com,CHE-990.774.324,,,2016-02-27
0000000239,ZAPI,Lonza Biologics Custom Synthesis AG,,LONZABIOL,167 Biotechpark Freiburg,Leverkusen,51373,DE,DE,+13-529-8623903,regulatory@lonza.biologics.custom.sy.com,DE559314402,,,2020-07-12
0000000240,ZAPI,Hovione Pharmascience API Lisbon 24,,HOVIONEPH,258 Novartis Campus Basel,Visakhapatnam,530017,,EN,+57-546-9272048,regulatory@hovione.pharmascience.api.com,36AAACD3322S1Z6,,,2019-10-12
0000000241,ZAPI,Cambrex Fine Chemicals & Custom API,,CAMBREXFI,317 Technology Square,Mannheim,68305,,DE,+85-346-3451389,regulatory@cambrex.fine.chemicals.an.com,DE440730917,,,2018-01-23
0000000242,ZMRO,BWT Pharma Pure Water & WFI Systems,Cold-Chain Depôt,BWTPHARMA,258 Genome Valley Phase 2,Cambridge,02139,,EN,+99-855-5080833,regulatory@bwt.pharma.pure.water.and.com,48-9939394,,,2017-10-15
0000000243,ZCRO,Syneos Health Clinical Development ,,SYNEOSHEA,285 Genome Valley Phase 2,Basel,4058,,DE,+22-538-6589776,regulatory@syneos.health.clinical.de.com,CHE-988.456.294,,,2021-08-13
0000000244,ZCRO,IQVIA Clinical Research Solutions 2,,IQVIACLIN,229 Bio-Campus Drive,San Diego,92121,,EN,+28-856-7059324,regulatory@iqvia.clinical.research.s.com,14-4151744,,,2023-08-20
0000000245,ZCLD,DHL LifeConEx Validated Temperature,Biologics Development Div,DHLLIFECO,85 Technology Square,Visakhapatnam,530017,,EN,+62-599-7253604,regulatory@dhl.lifeconex.validated.t.com,36AAACD8689C1Z6,,,2019-04-18
0000000246,ZMRO,Pall Medical Biopharmaceutical Filt,,PALLMEDIC,130 Discovery Boulevard,Oxford,OX4 4GA,,EN,+86-253-9409223,regulatory@pall.medical.biopharmaceu.com,GB822625371,,,2017-04-19
0000000247,ZAPI,Hetero Drugs Bulk API Manufacturing,,HETERODRU,251 Grand Canal Square,Hyderabad,500090,,EN,+61-704-5692440,regulatory@hetero.drugs.bulk.api.man.com,36AAACD4977O1Z6,,,2019-09-15
0000000248,ZAPI,Dishman Carbogen Amcis APIs 248,Sterile Fill-Finish Unit,DISHMANCA,43 Life Sciences Way,Bengaluru,560100,,EN,+91-122-6689026,regulatory@dishman.carbogen.amcis.ap.com,36AAACD3907U1Z1,,,2024-03-03
0000000249,ZMRO,Spirax Sarco Pure Steam Generators ,,SPIRAXSAR,43 Genome Valley Phase 2,Mannheim,68305,,DE,+10-891-4562712,regulatory@spirax.sarco.pure.steam.g.com,DE280442746,,,2018-02-01
0000000250,ZMRO,Sartorius Stedim Biotech Sterile Fi,Quality Control Testing Lab,SARTORIUS,133 Industriepark Höchst,Cork,T12 A26F,IE,EN,+16-453-3441893,regulatory@sartorius.stedim.biotech..com,IE2368233U,,,2024-02-21
0000000251,ZCLD,DHL LifeConEx Validated Temperature,,DHLLIFECO,52 Technology Square,Ahmedabad,382213,IN,EN,+29-776-9669322,regulatory@dhl.lifeconex.validated.t.com,36AAACD5534W1Z2,,,2022-04-25
0000000252,ZMRO,Steris Life Sciences GMP Decontamin,,STERISLIF,327 Novartis Campus Basel,Schaffhausen,8200,CH,DE,+18-523-4532966,regulatory@steris.life.sciences.gmp..com,CHE-849.674.679,,,2020-07-28
0000000253,ZEXC,Croda Pharma High Purity Lipids 253,,CRODAPHAR,338 Industriepark Höchst,Darmstadt,64293,DE,DE,+62-685-8727515,regulatory@croda.pharma.high.purity..com,DE609508824,,,2019-06-05
0000000254,ZCLD,Kuehne + Nagel PharmaChain Cold Sto,,KUEHNE+N,298 Bio-Campus Drive,Ingelheim,55218,DE,DE,+76-670-8604947,regulatory@kuehne.+.nagel.pharmachai.com,DE634408251,,,2016-01-11
0000000255,ZMRO,Sartorius Stedim Biotech Sterile Fi,,,342 Science Park Road,Hyderabad,500090,IN,EN,+98-828-4712529,regulatory@sartorius.stedim.biotech..com,36AAACD1225X1Z3,,,2018-02-24
0000000256,ZAPI,Lonza Biologics Custom Synthesis AG,,,161 Grand Canal Square,Mumbai,400072,IN,EN,+60-941-4596494,regulatory@lonza.biologics.custom.sy.com,36AAACD1536M1Z6,,,2016-03-16
0000000257,ZPKG,Gerresheimer Primary Packaging Glas,,,126 Novartis Campus Basel,Hyderabad,500032,IN,EN,+86-760-8587841,regulatory@gerresheimer.primary.pack.com,36AAACD6890T1Z1,,,2019-04-29
0000000258,ZPKG,Amcor Flexibles Healthcare Packagin,,,155 Grand Canal Square,Darmstadt,64293,DE,DE,+55-506-2543563,regulatory@amcor.flexibles.healthcar.com,DE903878683,,,2016-03-01
0000000259,ZEXC,Gattefosse Lipid Excipients Europe ,Sterile Fill-Finish Unit,,217 Innovation Parkway,Boston,02210,US,EN,+13-302-7950486,regulatory@gattefosse.lipid.excipien.com,35-8662048,,,2017-10-09
0000000260,ZEXC,Ashland Specialty Pharma Polymers 2,Clinical Trial Packaging Hub,,275 Pashamylaram Industrial Area,Hyderabad,500032,IN,EN,+70-319-8237100,regulatory@ashland.specialty.pharma..com,36AAACD2615K1Z2,,,2016-05-10
0000000261,ZEXC,Roquette Pharma Excipients & Polyol,Cold-Chain Depôt,,73 Bio-Campus Drive,Hyderabad,500078,IN,EN,+1-828-7540887,regulatory@roquette.pharma.excipient.com,36AAACD6037Y1Z5,,,2016-08-05
0000000262,ZCLD,Ceva Biopharma Dedicated Logistics ,,,53 Genome Valley Phase 1,Mumbai,400072,IN,EN,+9-603-4222202,regulatory@ceva.biopharma.dedicated..com,36AAACD4509X1Z1,,,2017-05-12
0000000263,ZCLD,Kuehne + Nagel PharmaChain Cold Sto,,,124 IDA Bollaram Road,Hyderabad,500032,IN,EN,+89-298-4055942,regulatory@kuehne.+.nagel.pharmachai.com,36AAACD8604V1Z8,,,2018-09-26
0000000264,ZMRO,Spirax Sarco Pure Steam Generators ,,,154 Industriepark Höchst,Geneva,1202,CH,DE,+83-400-7695729,regulatory@spirax.sarco.pure.steam.g.com,CHE-776.597.272,,,2016-11-15
0000000265,ZCRO,Parexel International Clinical Serv,,,142 IDA Bollaram Road,Cambridge,02139,US,EN,+11-420-7122738,regulatory@parexel.international.cli.com,14-5745199,,,2016-11-16
0000000266,ZMRO,Steris Life Sciences GMP Decontamin,,,326 Novartis Campus Basel,Mumbai,400072,IN,EN,+29-992-3540128,regulatory@steris.life.sciences.gmp..com,36AAACD3866M1Z2,,,2022-05-31
0000000267,ZAPI,Polpharma API & Advanced Intermedia,,,43 Genome Valley Phase 1,Boston,02210,US,EN,+50-795-5213438,regulatory@polpharma.api.and.advance.com,24-8867548,,,2022-09-12
0000000268,ZMRO,BWT Pharma Pure Water & WFI Systems,API Custom Synthesis Wing,,262 Industriepark Höchst,Philadelphia,19104,US,EN,+63-569-6219382,regulatory@bwt.pharma.pure.water.and.com,56-4318499,,,2021-11-27
0000000269,ZMRO,Pall Medical Biopharmaceutical Filt,,,292 Bio-Campus Drive,Boston,02210,US,EN,+50-989-3888121,regulatory@pall.medical.biopharmaceu.com,41-3631389,,,2022-11-26
0000000270,ZPKG,Nipro PharmaPackaging Syringes 270,,,233 Silicon Docks,San Diego,92121,US,EN,+27-419-5974062,regulatory@nipro.pharmapackaging.syr.com,51-8408346,,,2016-01-22
0000000271,ZPKG,Schott Pharma Borosilicate Glass Vi,,,45 Science Park Road,Ahmedabad,382213,IN,EN,+91-232-6976903,regulatory@schott.pharma.borosilicat.com,36AAACD1261R1Z3,,,2022-01-17
0000000272,ZCRO,Covance Central Laboratory Services,,,255 Pharma City Industrial Zone,Hyderabad,500090,IN,EN,+65-159-1709965,regulatory@covance.central.laborator.com,36AAACD7710Q1Z4,,,2021-03-04
0000000273,ZEXC,Shin-Etsu Chemical Cellulose Excipi,,,161 Novartis Campus Basel,Lausanne,1015,CH,DE,+12-103-6358451,regulatory@shin-etsu.chemical.cellul.com,CHE-280.593.826,,,2017-01-15
0000000274,ZEXC,Colorcon Film Coating & Formulation,,,274 Pharma City Industrial Zone,Ahmedabad,382213,IN,EN,+45-447-2738791,regulatory@colorcon.film.coating.and.com,36AAACD5898L1Z2,,,2016-01-02
0000000275,ZCRO,Catalent Pharma Solutions Softgel &,Sterile Fill-Finish Unit,,67 Grand Canal Square,Mumbai,400072,IN,EN,+36-907-9599518,regulatory@catalent.pharma.solutions.com,36AAACD8499G1Z5,,,2018-12-26
0000000276,ZMRO,BWT Pharma Pure Water & WFI Systems,,,283 Technology Square,Princeton,08540,US,EN,+27-822-5540070,regulatory@bwt.pharma.pure.water.and.com,43-7235794,,,2016-02-27
0000000277,ZMRO,Sartorius Stedim Biotech Sterile Fi,,,21 Silicon Docks,Bengaluru,560100,IN,EN,+79-247-1998214,regulatory@sartorius.stedim.biotech..com,36AAACD6560A1Z6,,,2016-04-16
0000000278,ZPKG,Klöckner Pentaplast Pharma Blister ,Clinical Trial Packaging Hub,,119 Pashamylaram Industrial Area,Zurich,8005,CH,DE,+97-822-6870311,regulatory@klöckner.pentaplast.pharm.com,CHE-147.943.212,,,2017-03-24
0000000279,ZMRO,Getinge Sterile Processing Equipmen,Cold-Chain Depôt,,283 HITEC City Bio Park,San Diego,92121,US,EN,+57-828-3700489,regulatory@getinge.sterile.processin.com,59-8285369,,,2017-07-11
0000000280,ZCLD,Marken Clinical Cold Chain Logistic,,MARKENCLI,288 Biotechpark Freiburg,Geneva,1202,CH,DE,+94-914-9286643,regulatory@marken.clinical.cold.chai.com,CHE-140.128.367,,,2022-09-15
0000000281,ZCLD,Envirotainer Temperature Controlled,Clinical Trial Packaging Hub,ENVIROTAIN,132 Biotechpark Freiburg,Cork,T12 A26F,IE,EN,+45-495-8760219,regulatory@envirotainer.temperature..com,IE5262091P,,,2018-08-27
0000000282,ZCRO,IQVIA Clinical Research Solutions 2,Biologics Development Div,IQVIACLIN,216 Technology Square,Mumbai,400072,IN,EN,+64-697-7716132,regulatory@iqvia.clinical.research.s.com,36AAACD6706V1Z8,,,2018-03-25
0000000283,ZCLD,QuickSTAT Global Life Science Logis,,QUICKSTAT,158 Novartis Campus Basel,Visakhapatnam,530017,IN,EN,+72-238-1444234,regulatory@quickstat.global.life.sci.com,36AAACD8393R1Z2,,,2018-11-29
0000000284,ZPKG,West Pharmaceutical Services Stoppe,,WESTPHARM,193 IDA Bollaram Road,Durham,27709,US,EN,+95-406-4432441,regulatory@west.pharmaceutical.servi.com,68-7108388,,,2019-05-29
0000000285,,Granules India Active Pharmaceutica,Clinical Trial Packaging Hub,GRANULESI,88 Grand Canal Square,Waterford,X91 C7K9,IE,EN,+88-705-3148058,regulatory@granules.india.active.pha.com,IE5738450O,,,2017-06-24
0000000286,,Evonik Health Care Biomaterials 286,,EVONIKHEA,350 Genome Valley Phase 2,Philadelphia,19104,US,EN,+14-842-3600194,regulatory@evonik.health.care.biomat.com,87-7186397,,,2023-11-26
0000000287,,PPD Clinical Research Services 287,,PPDCLINIC,189 Jeedimetla Industrial Estate,Boston,02210,US,EN,+73-574-5472909,regulatory@ppd.clinical.research.ser.com,13-3954915,,,2016-07-28
0000000288,,Amcor Flexibles Healthcare Packagin,,AMCORFLEX,88 Pharma City Industrial Zone,Mumbai,400072,IN,EN,+25-286-2642338,regulatory@amcor.flexibles.healthcar.com,36AAACD4533Y1Z6,,,2019-11-15
0000000289,,Ceva Biopharma Dedicated Logistics ,,CEVABIOPH,150 Jeedimetla Industrial Estate,Oxford,OX4 4GA,GB,EN,+91-968-5876403,regulatory@ceva.biopharma.dedicated..com,GB637530755,,,2021-12-08
0000000290,,Dishman Carbogen Amcis APIs 290,,DISHMANCA,30 Pharma City Industrial Zone,Frankfurt,65926,DE,DE,+5-710-1896011,regulatory@dishman.carbogen.amcis.ap.com,DE887797642,,,2016-09-25
0000000291,,Nipro PharmaPackaging Syringes 291,,NIPROPHAR,142 Genome Valley Phase 1,Ahmedabad,382213,IN,EN,+91-398-4248385,regulatory@nipro.pharmapackaging.syr.com,36AAACD7939Y1Z4,,,2017-08-17
0000000292,,Amcor Flexibles Healthcare Packagin,,AMCORFLEX,304 Pharma City Industrial Zone,Ahmedabad,382213,IN,EN,+60-124-8918553,regulatory@amcor.flexibles.healthcar.com,36AAACD1263B1Z1,,,2016-08-31
0000000293,,Wuxi AppTec Laboratory Testing Divi,,WUXIAPPTE,171 HITEC City Bio Park,Princeton,08540,US,EN,+91-574-4166811,regulatory@wuxi.apptec.laboratory.te.com,47-1424277,,,2020-07-13
0000000294,,Polpharma API & Advanced Intermedia,,POLPHARMA,202 Jeedimetla Industrial Estate,Geneva,1202,CH,DE,+65-784-2472450,regulatory@polpharma.api.and.advance.com,CHE-445.947.213,,,2021-10-12
0000000295,,Schott Pharma Borosilicate Glass Vi,,SCHOTTPHA,3 Discovery Boulevard,Mumbai,400072,IN,EN,+89-522-5137441,regulatory@schott.pharma.borosilicat.com,36AAACD9656U1Z5,,,2018-12-13
0000000296,,QuickSTAT Global Life Science Logis,,QUICKSTAT,105 Novartis Campus Basel,Hyderabad,500078,IN,EN,+49-638-8453128,regulatory@quickstat.global.life.sci.com,36AAACD5822M1Z1,,,2022-01-23
0000000297,,Icon Clinical Research Global 297,,ICONCLINI,259 Kendall Square,Galway,H91 W2TV,IE,EN,+46-624-5653910,regulatory@icon.clinical.research.gl.com,IE1589923Q,,,2021-04-09
0000000298,,Nemera Injectable Drug Delivery Dev,Cold-Chain Depôt,NEMERAINJ,134 Jeedimetla Industrial Estate,Lausanne,1015,CH,DE,+35-282-9071732,regulatory@nemera.injectable.drug.de.com,CHE-533.355.432,,,2018-06-08
0000000299,,Covance Central Laboratory Services,API Custom Synthesis Wing,COVANCECE,163 Pharma City Industrial Zone,Bridgewater,08807,US,EN,+18-904-7105616,regulatory@covance.central.laborator.com,75-3763732,,,2019-05-02
0000000300,ZEXC,BASF Pharma Solutions Excipients 30,,BASFPHARM,328 Route de Crassier,Hyderabad,500078,IN,EN,+43-424-9650867,regulatory@basf.pharma.solutions.exc.com,36AAACD2828Y1Z8,,,2017-10-16
0000000301,ZEXC,Gattefosse Lipid Excipients Europe ,,GATTEFOSSE,340 Grand Canal Square,Biberach,88400,DE,DE,+32-873-2539586,regulatory@gattefosse.lipid.excipien.com,DE880424195,,,2016-04-29
0000000302,ZCRO,Wuxi AppTec Laboratory Testing Divi,Sterile Fill-Finish Unit,WUXIAPPTE,45 Bio-Campus Drive,Ingelheim,55218,DE,DE,+94-864-5032787,regulatory@wuxi.apptec.laboratory.te.com,DE473693123,,,2021-09-18
0000000303,ZEXC,Shin-Etsu Chemical Cellulose Excipi,,SHINETSU,270 Grand Canal Square,Bridgewater,08807,US,EN,+3-951-8498082,regulatory@shin-etsu.chemical.cellul.com,65-9974192,,,2019-04-14
0000000304,ZPKG,Klöckner Pentaplast Pharma Blister ,,KLÖCKNERP,292 Innovation Parkway,London,WC1E 6BT,GB,EN,+75-962-7157607,regulatory@klöckner.pentaplast.pharm.com,GB993541331,,,2018-05-04
0000000305,ZEXC,Thermo Fisher Scientific Fisher Che,Quality Control Testing Lab,THERMOFIS,127 Pashamylaram Industrial Area,Zurich,8005,IND,DE,+69-941-3317295,regulatory@thermo.fisher.scientific..com,CHE-360.851.196,,,2022-07-14
0000000306,ZCRO,Catalent Pharma Solutions Softgel &,Cold-Chain Depôt,CATALENTP,42 Technology Square,Biberach,88400,SWI,DE,+90-100-2100911,regulatory@catalent.pharma.solutions.com,DE450467016,,,2016-10-20
0000000307,ZCRO,Syneos Health Clinical Development ,Sterile Fill-Finish Unit,SYNEOSHEA,139 Grand Canal Square,Visakhapatnam,530017,UK,EN,+1-197-6350379,regulatory@syneos.health.clinical.de.com,36AAACD4252C1Z6,,,2016-11-10
0000000308,ZPKG,Stevanato Group Ompi Sterile Vials ,,STEVANATO,328 Route de Crassier,Visakhapatnam,530017,GER,EN,+34-251-3242219,regulatory@stevanato.group.ompi.ster.com,36AAACD3516B1Z1,,,2019-04-15
0000000309,ZAPI,Granules India Active Pharmaceutica,Cold-Chain Depôt,GRANULESI,193 Jeedimetla Industrial Estate,Geneva,1202,USA,DE,+36-170-5125033,regulatory@granules.india.active.pha.com,CHE-257.191.355,,,2022-10-27
0000000310,ZEXC,BASF Pharma Solutions Excipients 31,,BASFPHARM,17 Technology Square,Hyderabad,500078,XX,EN,+48-474-7513304,regulatory@basf.pharma.solutions.exc.com,36AAACD3392O1Z1,,,2018-01-13
0000000311,ZPKG,Nipro PharmaPackaging Syringes 311,,NIPROPHAR,58 Novartis Campus Basel,Geneva,1202,CH,DE,+87-527-1358592,regulatory@nipro.pharmapackaging.syr.com,CHE-692.493.178,,,2022-09-06
0000000312,ZEXC,Ashland Specialty Pharma Polymers 3,,ASHLANDSP,246 Genome Valley Phase 1,Cambridge,02139,US,EN,+89-112-8337793,regulatory@ashland.specialty.pharma..com,48-1290893,,,2019-01-22
0000000313,ZCLD,Kuehne + Nagel PharmaChain Cold Sto,,KUEHNE+N,125 Silicon Docks,Cork,T12 A26F,IE,EN,+44-203-3382542,regulatory@kuehne.+.nagel.pharmachai.com,IE2899789I,,,2019-01-26
0000000314,ZMRO,Getinge Sterile Processing Equipmen,Cold-Chain Depôt,GETINGEST,194 Discovery Boulevard,Hyderabad,500081,IN,EN,+17-216-1046089,regulatory@getinge.sterile.processin.com,36AAACD2069W1Z9,,,2020-09-15
0000000315,ZPKG,Bilcare Research Pharma Blister Fil,Quality Control Testing Lab,BILCARERE,163 Technology Square,Ahmedabad,5000,IN,EN,+66-465-5462011,regulatory@bilcare.research.pharma.b.com,36AAACD3628V1Z2,,,2023-12-25
0000000316,ZEXC,FMC BioPolymer Microcrystalline Cel,Biologics Development Div,FMCBIOPOL,202 Genome Valley Phase 2,Bengaluru,HYD500,IN,EN,+69-150-8015176,regulatory@fmc.biopolymer.microcryst.com,36AAACD3686O1Z6,,,2016-07-07
0000000317,ZAPI,Hikal Fine Chemicals & Intermediate,,HIKALFINE,124 Science Park Road,Bridgewater,CH-4058,CH,EN,+81-569-6629583,regulatory@hikal.fine.chemicals.and..com,75-3499364,,,2023-05-07
0000000318,ZMRO,Sartorius Stedim Biotech Sterile Fi,Quality Control Testing Lab,SARTORIUS,231 Industriepark Höchst,Mumbai,088,US,EN,+21-433-6017881,regulatory@sartorius.stedim.biotech..com,36AAACD8928B1Z9,,,2021-05-15
0000000319,ZEXC,DFE Pharma Inhalation Lactose 319,,DFEPHARMA,327 HITEC City Bio Park,Hyderabad,PRINCETON,US,EN,+67-752-5443390,regulatory@dfe.pharma.inhalation.lac.com,36AAACD5061G1Z4,,,2021-11-11
0000000320,ZAPI,Neuland Laboratories Custom APIs 32,Cold-Chain Depôt,NEULANDLA,88 Innovation Parkway,Hyderabad,PLZ65,DE,EN,+19-660-1216405,regulatory@neuland.laboratories.cust.com,36AAACD1069M1Z2,,,2016-03-17
0000000321,ZEXC,DFE Pharma Inhalation Lactose 321,Sterile Fill-Finish Unit,DFEPHARMA,317 Innovation Parkway,Hyderabad,DUBLIN2,IE,EN,+79-846-6884290,regulatory@dfe.pharma.inhalation.lac.com,36AAACD2912J1Z7,,,2021-09-05
0000000322,ZMRO,Getinge Sterile Processing Equipmen,,GETINGEST,233 Silicon Docks,Zurich,8005,CH,DE,+64-511-4447295,regulatory@getinge.sterile.processin.com,CHE-590.917.991,,,2020-04-25
0000000323,ZAPI,Siegfried Active Pharmaceutical Ing,Sterile Fill-Finish Unit,SIEGFRIED,2 Genome Valley Phase 2,Geneva,1202,CH,DE,+48-231-6783043,regulatory@siegfried.active.pharmace.com,CHE-821.774.240,,,2016-12-09
0000000324,ZEXC,DFE Pharma Inhalation Lactose 324,API Custom Synthesis Wing,DFEPHARMA,120 Genome Valley Phase 1,Dublin,D02 XY45,IE,EN,+13-676-4387409,regulatory@dfe.pharma.inhalation.lac.com,IE6772924L,,,2018-05-28
0000000325,ZCRO,Cambrex Fine Chemicals &amp; APIs,,PPDCLINIC,321 Discovery Boulevard,Waterford,X91 C7K9,IE,EN,+83-681-1580917,regulatory@ppd.clinical.research.ser.com,IE6577214E,,,2020-04-07
0000000326,ZEXC,Divis&#39;s Laboratories Custom,,DFEPHARMA,62 Innovation Parkway,Galway,H91 W2TV,IE,EN,+73-438-4188296,regulatory@dfe.pharma.inhalation.lac.com,IE5368672S,,,2019-07-31
0000000327,ZPKG,SCHOTT PHARMA BOROSILICATE VIALS,,NEMERAINJ,342 Novartis Campus Basel,Bengaluru,560100,IN,EN,+96-409-9458699,regulatory@nemera.injectable.drug.de.com,36AAACD7373A1Z5,,,2018-03-11
0000000328,ZMRO,Catalent Pharma Solutions   ,,BWTPHARMA,167 Genome Valley Phase 2,Hyderabad,500081,IN,EN,+48-294-9637297,regulatory@bwt.pharma.pure.water.and.com,36AAACD6088D1Z8,,,2019-05-01
0000000329,ZPKG,Lonza Biologics Custom Synthe&nbsp;is,,BILCARERE,58 Genome Valley Phase 2,Cambridge,02139,US,EN,+34-847-4457788,regulatory@bilcare.research.pharma.b.com,46-6865853,,,2016-02-27
0000000330,ZMRO,Steris Life Sciences GMP Decontamin,Clinical Trial Packaging Hub,STERISLIF,238 Jeedimetla Industrial Estate,Visakhapatnam,530017,IN,EN,+26-315-3192962,regulatory@steris.life.sciences.gmp..com,36AAACD4235D1Z6,,,2018-10-24
0000000331,ZCRO,Covance Central Laboratory Services,,COVANCECE,167 Pharma City Industrial Zone,Lausanne,1015,CH,DE,+12-586-6679752,regulatory@covance.central.laborator.com,CHE-160.970.782,,,2018-11-27
0000000332,ZCRO,SGS Health Science Bioanalytical Te,,SGSHEALTH,65 HITEC City Bio Park,Hyderabad,500078,IN,EN,+17-612-3417966,regulatory@sgs.health.science.bioana.com,36AAACD9494F1Z4,,,2019-08-18
0000000333,ZMRO,Getinge Sterile Processing Equipmen,,GETINGEST,29 Innovation Parkway,Galway,H91 W2TV,IE,EN,+12-504-3665370,regulatory@getinge.sterile.processin.com,IE3508656A,,,2024-02-15
0000000334,ZAPI,Hikal Fine Chemicals & Intermediate,,HIKALFINE,188 Genome Valley Phase 2,Darmstadt,64293,DE,DE,+14-558-7732366,regulatory@hikal.fine.chemicals.and..com,DE582215690,,,2018-06-21
0000000335,ZAPI,Aarti Industries Specialty Intermed,,AARTIINDU,248 Science Park Road,San Diego,92121,US,EN,CALL-HYDERABAD-LAB,regulatory@aarti.industries.specialt.com,23-8621495,,,2022-10-15
0000000336,ZCRO,Vetter Pharma Sterile Fill & Finish,,VETTERPHA,316 Bio-Campus Drive,Hyderabad,500078,IN,EN,000-0000000,regulatory@vetter.pharma.sterile.fil.com,36AAACD3965L1Z2,,,2022-04-27
0000000337,ZEXC,Ashland Specialty Pharma Polymers 3,,ASHLANDSP,3 Kendall Square,Zurich,8005,CH,DE,N/A,regulatory@ashland.specialty.pharma..com,CHE-170.343.489,,,2022-06-12
0000000338,ZPKG,Gerresheimer Primary Packaging Glas,,GERRESHEIM,261 Novartis Campus Basel,Hyderabad,500072,IN,EN,+55-339-5557079,regulatory@gerresheimer.primary.pack.com,36AAACD8372G1Z1,,,2017-12-23
0000000339,ZEXC,Shin-Etsu Chemical Cellulose Excipi,,SHINETSU,271 Silicon Docks,Boston,02210,US,EN,+69-351-3262177,regulatory@shin-etsu.chemical.cellul.com,24-4658655,,,2023-12-02
0000000340,ZPKG,Datwyler Pharma Packaging Rubber Pl,,DATWYLERP,330 Pharma City Industrial Zone,Ahmedabad,382213,IN,EN,+12-379-7465880,regulatory@datwyler.pharma.packaging.com,36AAACD8889W1Z8,,,2021-08-09
0000000341,ZAPI,Neuland Laboratories Custom APIs 34,,NEULANDLA,109 Grand Canal Square,Lausanne,1015,CH,DE,+7-876-3414747,regulatory@neuland.laboratories.cust.com,CHE-121.661.607,,,2016-01-06
0000000342,ZAPI,Hovione Pharmascience API Lisbon 34,,HOVIONEPH,312 Life Sciences Way,Darmstadt,64293,DE,DE,+51-125-3678259,regulatory@hovione.pharmascience.api.com,DE594959868,,,2021-01-22
0000000343,ZCRO,Eurofins BioPharma Testing Laborato,,EUROFINSB,276 Discovery Boulevard,Cambridge,02139,US,EN,+15-630-6378062,regulatory@eurofins.biopharma.testin.com,62-7843332,,,2023-06-08
0000000344,ZMRO,Endress+Hauser Sanitary Flowmeters ,,ENDRESS+HA,162 Industriepark Höchst,Princeton,08540,US,EN,+3-834-4200919,regulatory@endress+hauser.sanitary.f.com,65-9471752,,,2018-06-24
0000000345,ZCLD,DHL LifeConEx Validated Temperature,Biologics Development Div,DHLLIFECO,320 Pharma City Industrial Zone,Geneva,1202,CH,DE,+77-366-5675146,regulatory@dhl.lifeconex.validated.t.com,CHE-312.648.487,,,2016-07-05
0000000346,ZEXC,Thermo Fisher Scientific Fisher Che,Biologics Development Div,THERMOFIS,25 Innovation Parkway,Lausanne,1015,CH,DE,+54-950-2361143,regulatory@thermo.fisher.scientific..com,CHE-786.734.244,,,2021-07-17
0000000347,ZEXC,Croda Pharma High Purity Lipids 347,Clinical Trial Packaging Hub,CRODAPHAR,243 Pashamylaram Industrial Area,Hyderabad,500078,IN,EN,+93-764-6158028,regulatory@croda.pharma.high.purity..com,36AAACD2631Z1Z9,,,2018-11-15
0000000348,ZAPI,Neuland Laboratories Custom APIs 34,,NEULANDLA,225 IDA Bollaram Road,Hyderabad,500090,IN,EN,+47-454-2236352,regulatory@neuland.laboratories.cust.com,36AAACD3120Z1Z4,,,2018-10-20
0000000349,ZPKG,Gerresheimer Primary Packaging Glas,,GERRESHEIM,69 Pharma City Industrial Zone,Geneva,1202,CH,DE,+43-145-2380363,regulatory@gerresheimer.primary.pack.com,CHE-476.620.251,,,2017-07-19
0000000350,ZPKG,Nipro PharmaPackaging Syringes 350,Clinical Trial Packaging Hub,NIPROPHAR,50 Jeedimetla Industrial Estate,Darmstadt,64293,DE,DE,+31-506-4400282,regulatory@nipro.pharmapackaging.syr.com,DE433297760,,,2017-09-20
0000000351,ZPKG,Klöckner Pentaplast Pharma Blister ,Sterile Fill-Finish Unit,KLÖCKNERP,27 Discovery Boulevard,Lausanne,1015,CH,DE,+90-145-1000943,regulatory@klöckner.pentaplast.pharm.com,CHE-201.561.834,,,2019-11-10
0000000352,ZAPI,Aarti Industries Specialty Intermed,Sterile Fill-Finish Unit,AARTIINDU,72 Life Sciences Way,Milan,20121,IT,IT,+33-343-9626340,regulatory@aarti.industries.specialt.com,IT87792517,,,2020-04-22
