Table,LIFNR,Org_Key,Field,Issue_Type,Issue_Description
LFB1,0000000049,1000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000049 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 1000 (LOEVM is blank)."
LFB1,0000000050,3000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000050 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 3000 (LOEVM is blank)."
LFB1,0000000050,1000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000050 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 1000 (LOEVM is blank)."
LFB1,0000000051,3000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000051 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 3000 (LOEVM is blank)."
LFB1,0000000052,1000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000052 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 1000 (LOEVM is blank)."
LFB1,0000000053,2000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000053 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 2000 (LOEVM is blank)."
LFB1,0000000053,1000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000053 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 1000 (LOEVM is blank)."
LFB1,0000000054,1000,LOEVM,Cross-Table Inconsistency,"Vendor 0000000054 marked for deletion in LFA1 (LOEVM='X'), but active in LFB1 BUKRS 1000 (LOEVM is blank)."
LFB1,0000000060,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000060 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000061,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000061 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000062,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000062 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000063,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000063 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000064,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000064 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000065,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000065 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000066,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000066 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000067,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000067 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000068,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000068 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000068,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000068 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000069,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000069 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000070,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000070 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000071,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000071 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000072,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000072 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000073,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000073 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000074,5000,SPERR,Cross-Table Inconsistency,"Vendor 0000000074 centrally blocked in LFA1 (SPERM='X'), but company code 5000 posting block SPERR is blank."
LFB1,0000000075,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000075 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000076,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000076 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000077,3000,SPERR,Cross-Table Inconsistency,"Vendor 0000000077 centrally blocked in LFA1 (SPERM='X'), but company code 3000 posting block SPERR is blank."
LFB1,0000000078,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000078 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000078,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000078 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000079,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000079 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000080,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000080 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000081,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000081 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000082,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000082 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000083,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000083 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000084,3000,SPERR,Cross-Table Inconsistency,"Vendor 0000000084 centrally blocked in LFA1 (SPERM='X'), but company code 3000 posting block SPERR is blank."
LFB1,0000000084,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000084 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000085,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000085 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000086,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000086 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000087,2000,SPERR,Cross-Table Inconsistency,"Vendor 0000000087 centrally blocked in LFA1 (SPERM='X'), but company code 2000 posting block SPERR is blank."
LFB1,0000000088,3000,SPERR,Cross-Table Inconsistency,"Vendor 0000000088 centrally blocked in LFA1 (SPERM='X'), but company code 3000 posting block SPERR is blank."
LFB1,0000000089,1000,SPERR,Cross-Table Inconsistency,"Vendor 0000000089 centrally blocked in LFA1 (SPERM='X'), but company code 1000 posting block SPERR is blank."
LFB1,0000000001,3000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000001,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000002,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000002,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000003,3000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000004,5000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 5000 but is blank.
LFB1,0000000005,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000006,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000007,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000008,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000008,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000009,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000010,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000011,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000012,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000013,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000013,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000014,5000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 5000 but is blank.
LFB1,0000000015,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000016,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000017,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000018,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000019,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000020,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000021,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000022,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000023,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000024,5000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 5000 but is blank.
LFB1,0000000025,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000026,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000027,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000028,2000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000029,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000030,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000031,3000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000031,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000032,5000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 5000 but is blank.
LFB1,0000000033,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000034,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000035,1000,AKONT,Missing Mandatory Field,Reconciliation Account (AKONT) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000041,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000041,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000042,4000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 4000 but is blank.
LFB1,0000000042,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000043,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000044,3000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000045,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000046,3000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000046,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000047,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000048,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000049,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000049,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000050,3000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000050,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000051,3000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 3000 but is blank.
LFB1,0000000052,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000053,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000053,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000054,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000055,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000055,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000056,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000057,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000058,5000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 5000 but is blank.
LFB1,0000000058,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000059,2000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 2000 but is blank.
LFB1,0000000059,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000060,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000061,1000,ZTERM,Missing Mandatory Field,Payment Terms (ZTERM) is mandatory in LFB1 for BUKRS 1000 but is blank.
LFB1,0000000067,2000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000067 and BUKRS 2000.
LFB1,0000000068,2000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000068 and BUKRS 2000.
LFB1,0000000068,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000068 and BUKRS 1000.
LFB1,0000000069,2000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000069 and BUKRS 2000.
LFB1,0000000070,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000070 and BUKRS 1000.
LFB1,0000000071,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000071 and BUKRS 1000.
LFB1,0000000072,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000072 and BUKRS 1000.
LFB1,0000000073,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000073 and BUKRS 1000.
LFB1,0000000074,5000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000074 and BUKRS 5000.
LFB1,0000000075,1000,ALL,Duplicate Primary Key,Duplicate primary key record in LFB1 for LIFNR 0000000075 and BUKRS 1000.
LFB1,0000999001,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999001.
LFB1,0000999002,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999002.
LFB1,0000999003,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999003.
LFB1,0000999004,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999004.
LFB1,0000999005,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999005.
LFB1,0000999006,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999006.
LFB1,0000999007,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999007.
LFB1,0000999008,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999008.
LFB1,0000999009,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999009.
LFB1,0000999010,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999010.
LFB1,0000999011,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999011.
LFB1,0000999012,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999012.
LFB1,0000999013,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999013.
LFB1,0000999014,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999014.
LFB1,0000999015,1000,LIFNR,Orphan Foreign Key,LFB1 record references non-existent vendor 0000999015.
LFM1,0000000011,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000012,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000013,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000014,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000015,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000016,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000017,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000018,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000019,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000020,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000021,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000022,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000023,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000024,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000025,,EKORG,Missing Mandatory Field,Purchasing Organization (EKORG) is blank in LFM1.
LFM1,0000000031,EK04,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000032,EK04,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000033,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000034,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000035,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000036,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000037,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000038,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000039,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000040,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000041,EK02,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000042,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000043,EK02,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000044,EK04,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000045,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000046,EK04,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000047,EK02,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000048,EK03,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000049,EK02,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000050,EK04,WAERS,Missing Mandatory Field,Order Currency (WAERS) is blank in LFM1.
LFM1,0000000061,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000062,EK02,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000063,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000064,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000065,EK02,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000066,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000067,EK02,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000068,EK02,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000069,EK02,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000070,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000071,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000072,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000073,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000074,EK04,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000000075,EK03,WAERS,Currency Inconsistency,Purchasing org order currency (JPY) conflicts with expected plant local currency.
LFM1,0000999016,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999016.
LFM1,0000999017,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999017.
LFM1,0000999018,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999018.
LFM1,0000999019,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999019.
LFM1,0000999020,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999020.
LFM1,0000999021,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999021.
LFM1,0000999022,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999022.
LFM1,0000999023,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999023.
LFM1,0000999024,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999024.
LFM1,0000999025,EK01,LIFNR,Orphan Foreign Key,LFM1 record references non-existent vendor 0000999025.
LFBK,0000000016,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000017,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000018,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000019,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000020,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000021,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000022,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000023,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000024,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000025,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000026,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000027,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000028,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000029,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000030,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000031,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000032,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
LFBK,0000000033,,BANKL,Missing Mandatory Field,Bank Key (BANKL) is mandatory in LFBK but is blank.
